"","human_gene","nematode_gene"
"4093","MALT1","malt-1"
"4094","MANF","manf-1"
"4095","MAN1A2","mans-2"
"4096","MAN1B1","mans-4"
"4097","METAP1","map-1"
"4098","PA2G4","map-2"
"4099","MAP9","maph-9"
"4100","MAPK15","mapk-15"
"4101","ISOC1","marb-1"
"4102","MARCHF3","marc-3"
"4103","MARCHF6","marc-6"
"4104","MARS1","mars-1"
"4105","TONSL","mask-1"
"4106","CDC27","mat-1"
"4107","CDC23","mat-3"
"4108","MAU2","mau-2"
"4109","PDCL","mau-8"
"4110","EDF1","mbf-1"
"4111","DYRK1B","mbk-1"
"4112","HIPK4","mbk-2"
"4113","MBNL3","mbl-1"
"4114","SOAT1","mboa-1"
"4115","DGAT1","mboa-2"
"4116","MBOAT1","mboa-3"
"4117","MBOAT1","mboa-4"
"4118","LPCAT3","mboa-6"
"4119","MBOAT7","mboa-7"
"4120","L3MBTL4","mbtr-1"
"4121","ATP2B2","mca-2"
"4122","ATP2B2","mca-3"
"4123","MCCC1","mccc-1"
"4124","MCCC2","mccc-2"
"4125","MCEE","mce-1"
"4126","MCM10","mcm-10"
"4127","MCM2","mcm-2"
"4128","MCM3","mcm-3"
"4129","MCM4","mcm-4"
"4130","MCM5","mcm-5"
"4131","MCM6","mcm-6"
"4132","MCM7","mcm-7"
"4133","GDPGP1","mcp-1"
"4134","MCRS1","mcrs-1"
"4135","SLC16A13","mct-1"
"4136","SLC16A13","mct-2"
"4137","SLC16A13","mct-3"
"4138","SLC16A1","mct-4"
"4139","SLC16A13","mct-5"
"4140","SLC16A13","mct-6"
"4141","MCTP2","mctp-1"
"4142","MCU","mcu-1"
"4143","MAD1L1","mdf-1"
"4144","MAD2L1","mdf-2"
"4145","MDH1","mdh-1"
"4146","MDH2","mdh-2"
"4147","MXD4","mdl-1"
"4148","MED11","mdt-11"
"4149","MED17","mdt-17"
"4150","MED18","mdt-18"
"4151","MED19","mdt-19"
"4152","MED20","mdt-20"
"4153","MED21","mdt-21"
"4154","MED22","mdt-22"
"4155","MED31","mdt-31"
"4156","MED4","mdt-4"
"4157","MED6","mdt-6"
"4158","MED8","mdt-8"
"4159","RABIF","mdt-9"
"4160","SCNN1G","mec-10"
"4161","TUBA4B","mec-12"
"4162","AKR1C8","mec-14"
"4163","ATAT1","mec-17"
"4164","STOM","mec-2"
"4165","SCNN1G","mec-4"
"4166","PON2","mec-6"
"4167","RBPMS","mec-8"
"4168","MECR","mecr-1"
"4169","KATNA1","mei-1"
"4170","MAP2K7","mek-1"
"4171","MAP2K2","mek-2"
"4172","PPP1R12B","mel-11"
"4173","SHMT1","mel-32"
"4174","DDX20","mel-46"
"4175","MEMO1","memo-1"
"4176","ME3","men-1"
"4177","EED","mes-6"
"4178","SUV39H1","met-1"
"4179","SETDB2","met-2"
"4180","METTL1","metl-1"
"4181","METTL18","metl-18"
"4182","METTL5","metl-5"
"4183","METTL6","metl-6"
"4184","METTL9","metl-9"
"4185","MTR","metr-1"
"4186","METTL16","mett-10"
"4187","SDHC","mev-1"
"4188","MEX3A","mex-3"
"4189","ZFP36","mex-5"
"4190","ZFP36","mex-6"
"4191","FBXO25","mfb-1"
"4192","MFF","mff-2"
"4193","MFSD10","mfsd-10"
"4194","MFSD11","mfsd-11"
"4195","MFSD12","mfsd-12"
"4196","MFSD6","mfsd-6"
"4197","MFSD8","mfsd-8"
"4198","GRM2","mgl-1"
"4199","GRM1","mgl-2"
"4200","GRM3","mgl-3"
"4201","MIB2","mib-1"
"4202","MICU1","micu-1"
"4203","MIF","mif-1"
"4204","APBB1IP","mig-10"
"4205","WLS","mig-14"
"4206","MINK1","mig-15"
"4207","RHOG","mig-2"
"4208","CHPF","mig-22"
"4209","ENTPD7","mig-23"
"4210","PCGF3","mig-32"
"4211","DVL3","mig-5"
"4212","MIGA2","miga-1"
"4213","MIR206","mir-1"
"4214","MIR124-2","mir-124"
"4215","MIR34B","mir-34"
"4216","SLC25A11","misc-1"
"4217","SMC2","mix-1"
"4218","ZMIZ2","miz-1"
"4219","MAP2K4","mkk-4"
"4220","MKS1","mks-1"
"4221","TMEM216","mks-2"
"4222","TMEM67","mks-3"
"4223","RPGRIP1L","mks-5"
"4224","CC2D2B","mks-6"
"4225","B9D1","mksr-1"
"4226","B9D2","mksr-2"
"4227","MYL2","mlc-1"
"4228","MYL2","mlc-2"
"4229","MYL6","mlc-3"
"4230","MYL9","mlc-4"
"4231","MYL6","mlc-5"
"4232","MYL6","mlc-6"
"4233","MYL6","mlc-7"
"4234","MLYCD","mlcd-1"
"4235","MLH1","mlh-1"
"4236","CSRP3","mlp-1"
"4237","TBX18","mls-1"
"4238","HMX1","mls-2"
"4239","MLST8","mlst-8"
"4240","EPPIN","mlt-11"
"4241","ANKS3","mlt-3"
"4242","INVS","mlt-4"
"4243","MMAA","mmaa-1"
"4244","MMAB","mmab-1"
"4245","MMUT","mmcm-1"
"4246","MLXIPL","mml-1"
"4247","MMS19","mms-19"
"4248","MNAT1","mnat-1"
"4249","MKNK2","mnk-1"
"4250","FAM151B","mnr-1"
"4251","MOB2","mob-2"
"4252","MOB4","mob-4"
"4253","GPHN","moc-2"
"4254","MOCS3","moc-3"
"4255","MOCS1","moc-5"
"4256","MOCOS","mocs-1"
"4257","ZFP36","moe-3"
"4258","DHX38","mog-1"
"4259","SNRPA1","mog-2"
"4260","CWC25","mog-3"
"4261","DHX16","mog-4"
"4262","DHX8","mog-5"
"4263","MOGS","mogs-1"
"4264","PORCN","mom-1"
"4265","FRZB","mom-5"
"4266","APOOL","moma-1"
"4267","MON2","mon-2"
"4268","CAB39","mop-25.1"
"4269","CAB39","mop-25.2"
"4270","MORC1","morc-1"
"4271","MPC2","mpc-2"
"4272","MPDU1","mpdu-1"
"4273","MAPK1","mpk-1"
"4274","MAPK7","mpk-2"
"4275","PMPCA","mppa-1"
"4276","PMPCB","mppb-1"
"4277","MPPE1","mppe-1"
"4278","TST","mpst-1"
"4279","TST","mpst-2"
"4280","TST","mpst-3"
"4281","TST","mpst-4"
"4282","TST","mpst-5"
"4283","TST","mpst-6"
"4284","MPST","mpst-7"
"4285","CDC42BPB","mrck-1"
"4286","MRE11","mre-11"
"4287","MSL3","mrg-1"
"4288","ABCC3","mrp-7"
"4289","MRPL11","mrpl-11"
"4290","MRPL12","mrpl-12"
"4291","MRPL13","mrpl-13"
"4292","C1orf53","mrpl-14"
"4293","MRPL15","mrpl-15"
"4294","MRPL16","mrpl-16"
"4295","MRPL17","mrpl-17"
"4296","MRPL18","mrpl-18"
"4297","MRPL19","mrpl-19"
"4298","MRPL2","mrpl-2"
"4299","MRPL20","mrpl-20"
"4300","MRPL21","mrpl-21"
"4301","MRPL22","mrpl-22"
"4302","MRPL23","mrpl-23"
"4303","MRPL24","mrpl-24"
"4304","MRPL28","mrpl-28"
"4305","MRPL32","mrpl-32"
"4306","MRPL43","mrpl-34"
"4307","MRPL35","mrpl-35"
"4308","MRPL36","mrpl-36"
"4309","MRPL37","mrpl-37"
"4310","MRPL38","mrpl-38"
"4311","MRPL39","mrpl-39"
"4312","MRPL4","mrpl-4"
"4313","MRPL40","mrpl-40"
"4314","MRPL41","mrpl-41"
"4315","MRPL44","mrpl-44"
"4316","MRPL45","mrpl-45"
"4317","MRPL46","mrpl-46"
"4318","MRPL47","mrpl-47"
"4319","MRPL48","mrpl-48"
"4320","MRPL49","mrpl-49"
"4321","MRPL50","mrpl-50"
"4322","MRPL51","mrpl-51"
"4323","MRPL54","mrpl-54"
"4324","MRPL9","mrpl-9"
"4325","MRPS10","mrps-10"
"4326","MRPS11","mrps-11"
"4327","MRPS12","mrps-12"
"4328","MRPS14","mrps-14"
"4329","MRPS15","mrps-15"
"4330","MRPS16","mrps-16"
"4331","MRPS17","mrps-17"
"4332","MRPS18A","mrps-18A"
"4333","MRPS18B","mrps-18B"
"4334","MRPL3","mrps-18C"
"4335","MRPS2","mrps-2"
"4336","MRPS22","mrps-22"
"4337","MRPS23","mrps-23"
"4338","MRPS24","mrps-24"
"4339","MRPS25","mrps-25"
"4340","MRPS26","mrps-26"
"4341","MRPS27","mrps-27"
"4342","MRPS28","mrps-28"
"4343","MRPS30","mrps-30"
"4344","MRPS31","mrps-31"
"4345","MRPS33","mrps-33"
"4346","MRPS34","mrps-34"
"4347","MRPS35","mrps-35"
"4348","MRPS5","mrps-5"
"4349","MRPS7","mrps-7"
"4350","MRPS9","mrps-9"
"4351","MRRF","mrrf-1"
"4352","DCLRE1B","mrt-1"
"4353","RAD1","mrt-2"
"4354","MSH2","msh-2"
"4355","MSH5","msh-5"
"4356","MSH6","msh-6"
"4357","MSI2","msi-1"
"4358","MSRA","msra-1"
"4359","MTCH2","mtch-1"
"4360","GTPBP3","mtcu-1"
"4361","MTO1","mtcu-2"
"4362","MTERF4","mter-4"
"4363","MTG1","mtg-1"
"4364","EVA1C","mth-1"
"4365","MTHFR","mthf-1"
"4366","MTM1","mtm-1"
"4367","MTMR2","mtm-3"
"4368","MTMR2","mtm-5"
"4369","MTMR6","mtm-6"
"4370","MTMR9","mtm-9"
"4371","MTFP1","mtp-18"
"4372","N6AMT1","mtq-2"
"4373","MTREX","mtr-4"
"4374","MTRR","mtrr-1"
"4375","SSBP1","mtss-1"
"4376","TRMU","mttu-1"
"4377","MTX3","mtx-1"
"4378","MTX2","mtx-2"
"4379","COL6A5","mup-4"
"4380","MUS81","mus-81"
"4381","EXD3","mut-7"
"4382","MVB12A","mvb-12"
"4383","MVK","mvk-1"
"4384","MAX","mxl-1"
"4385","MAX","mxl-3"
"4386","MYRFL","myrf-1"
"4387","MYRFL","myrf-2"
"4388","KAT8","mys-2"
"4389","PPP1R9B","nab-1"
"4390","SLC13A5","nac-1"
"4391","SLC13A3","nac-2"
"4392","SLC13A5","nac-3"
"4393","NADK2","nadk-1"
"4394","NADK2","nadk-2"
"4395","NAP1L2","nap-1"
"4396","NARS1","nars-1"
"4397","NARS2","nars-2"
"4398","ASTL","nas-2"
"4399","ASTL","nas-3"
"4400","NASP","nasp-1"
"4401","NAA20","natb-1"
"4402","NAA35","natc-1"
"4403","NAA30","natc-2"
"4404","NAA38","natc-3"
"4405","NAT10","nath-10"
"4406","NALCN","nca-2"
"4407","NECAP2","ncap-1"
"4408","NCBP1","ncbp-1"
"4409","NCBP2","ncbp-2"
"4410","NCK2","nck-1"
"4411","NPC1","ncr-2"
"4412","HPCAL1","ncs-2"
"4413","KCNIP1","ncs-7"
"4414","SLC8A2","ncx-3"
"4415","SLC24A2","ncx-4"
"4416","SLC24A2","ncx-5"
"4417","SLC8B1","ncx-6"
"4418","SLC8B1","ncx-7"
"4419","SLC8B1","ncx-8"
"4420","SLC8B1","ncx-9"
"4421","NDC80","ndc-80"
"4422","NDNF","ndnf-1"
"4423","NDUFS2","nduf-2.2"
"4424","NDUFS6","nduf-6"
"4425","NDUFS7","nduf-7"
"4426","NDUFA9","nduf-9"
"4427","MT-ND4","nduo-4"
"4428","MT-ND5","nduo-5"
"4429","NUDT18","ndx-1"
"4430","NUDT5","ndx-2"
"4431","NUDT2","ndx-4"
"4432","NUDT9","ndx-6"
"4433","NUDT19","ndx-7"
"4434","NUDT12","ndx-9"
"4435","NEDD8","ned-8"
"4436","NEK7","nekl-3"
"4437","NEMP1","nemp-1"
"4438","ECE1","nep-1"
"4439","MMEL1","nep-10"
"4440","KEL","nep-11"
"4441","ECE2","nep-13"
"4442","ECE2","nep-15"
"4443","MMEL1","nep-20"
"4444","ECE2","nep-23"
"4445","MMEL1","nep-24"
"4446","PHEX","nep-25"
"4447","ECE2","nep-3"
"4448","ECE1","nep-4"
"4449","KEL","nep-5"
"4450","MMEL1","nep-6"
"4451","ECE1","nep-8"
"4452","MME","nep-9"
"4453","CNEP1R1","nepr-1"
"4454","NFIA","nfi-1"
"4455","PPP1R13L","nfki-1"
"4456","NF2","nfm-1"
"4457","NFS1","nfs-1"
"4458","NIT1","nft-1"
"4459","NFU1","nfu-1"
"4460","NFX1","nfx-1"
"4461","NFYA","nfya-1"
"4462","NFYA","nfya-2"
"4463","FAM47E","nfyb-1"
"4464","NFYC","nfyc-1"
"4465","NEUROG3","ngn-1"
"4466","GNL2","ngp-1"
"4467","NR1I3","nhr-102"
"4468","RARB","nhr-103"
"4469","NR1I3","nhr-104"
"4470","NR1I3","nhr-106"
"4471","NR1I3","nhr-108"
"4472","NR1I3","nhr-109"
"4473","NR1I3","nhr-110"
"4474","NR2E3","nhr-111"
"4475","NR1I3","nhr-112"
"4476","NR5A2","nhr-113"
"4477","THRA","nhr-114"
"4478","NR1I3","nhr-115"
"4479","NR2F2","nhr-116"
"4480","NR1I3","nhr-117"
"4481","NR1I3","nhr-118"
"4482","NR5A1","nhr-119"
"4483","NR1I3","nhr-12"
"4484","RARG","nhr-122"
"4485","NR1I3","nhr-123"
"4486","NR1I3","nhr-124"
"4487","NR1I3","nhr-125"
"4488","NR1I3","nhr-126"
"4489","NR1I3","nhr-127"
"4490","NR1I2","nhr-128"
"4491","NR2F6","nhr-129"
"4492","NR1I3","nhr-130"
"4493","NR1I3","nhr-131"
"4494","NR1I3","nhr-132"
"4495","RARB","nhr-133"
"4496","NR1I2","nhr-134"
"4497","NR1I3","nhr-135"
"4498","NR2F2","nhr-136"
"4499","NR1I3","nhr-138"
"4500","NR1I3","nhr-139"
"4501","NR1I3","nhr-140"
"4502","NR2F2","nhr-141"
"4503","NR1I3","nhr-143"
"4504","RARB","nhr-145"
"4505","RXRA","nhr-147"
"4506","HNF4A","nhr-148"
"4507","NR2F1","nhr-149"
"4508","NR1I3","nhr-15"
"4509","NR1I3","nhr-150"
"4510","NR2F2","nhr-152"
"4511","NR2F2","nhr-154"
"4512","NR1I3","nhr-155"
"4513","RARA","nhr-156"
"4514","NR1I3","nhr-157"
"4515","NR1I3","nhr-158"
"4516","NR1I3","nhr-159"
"4517","NR1I3","nhr-16"
"4518","NR1I3","nhr-161"
"4519","NR1I3","nhr-162"
"4520","NR1I3","nhr-163"
"4521","NR1I3","nhr-164"
"4522","RORB","nhr-165"
"4523","NR1I3","nhr-166"
"4524","NR1I3","nhr-167"
"4525","NR2F2","nhr-168"
"4526","NR1I3","nhr-169"
"4527","NR1I3","nhr-170"
"4528","NR1I3","nhr-171"
"4529","NR1I3","nhr-172"
"4530","RXRG","nhr-173"
"4531","NR1I3","nhr-174"
"4532","NR1I3","nhr-175"
"4533","NR1I3","nhr-176"
"4534","RARG","nhr-177"
"4535","RARB","nhr-179"
"4536","NR1I3","nhr-18"
"4537","NR1I3","nhr-180"
"4538","NR1I3","nhr-181"
"4539","NR1I3","nhr-182"
"4540","NR1I3","nhr-183"
"4541","NR1I3","nhr-184"
"4542","NR1I3","nhr-185"
"4543","NR1I3","nhr-186"
"4544","NR1I3","nhr-187"
"4545","NR1I3","nhr-188"
"4546","NR1I3","nhr-189"
"4547","NR1I3","nhr-19"
"4548","NR1I3","nhr-190"
"4549","NR1I3","nhr-192"
"4550","NR1I3","nhr-193"
"4551","NR1I3","nhr-195"
"4552","RARG","nhr-196"
"4553","NR1I3","nhr-197"
"4554","NR1I3","nhr-198"
"4555","NR1I3","nhr-199"
"4556","PPARD","nhr-2"
"4557","NR1I3","nhr-201"
"4558","NR1I3","nhr-202"
"4559","NR1I3","nhr-203"
"4560","NR1I3","nhr-205"
"4561","NR2F2","nhr-206"
"4562","NR2F6","nhr-207"
"4563","NR2F2","nhr-208"
"4564","NR2F2","nhr-209"
"4565","NR1I3","nhr-21"
"4566","NR1I3","nhr-210"
"4567","NR1I3","nhr-211"
"4568","NR1I3","nhr-212"
"4569","NR1I3","nhr-213"
"4570","NR1I3","nhr-214"
"4571","NR1I3","nhr-216"
"4572","NR1I3","nhr-217"
"4573","NR1I3","nhr-218"
"4574","NR1I3","nhr-219"
"4575","NR2F1","nhr-221"
"4576","NR1I3","nhr-222"
"4577","NR1I3","nhr-223"
"4578","NR1I3","nhr-225"
"4579","NR1I3","nhr-226"
"4580","NR1I3","nhr-227"
"4581","NR1I3","nhr-228"
"4582","RORB","nhr-23"
"4583","NR1I3","nhr-230"
"4584","NR1I3","nhr-231"
"4585","NR1I3","nhr-233"
"4586","NR1I3","nhr-234"
"4587","NR1I3","nhr-237"
"4588","NR1I3","nhr-238"
"4589","NR2F6","nhr-239"
"4590","NR1I3","nhr-241"
"4591","NR1I3","nhr-242"
"4592","RARB","nhr-243"
"4593","NR5A2","nhr-244"
"4594","NR1I3","nhr-245"
"4595","NR1I3","nhr-247"
"4596","NR1I3","nhr-248"
"4597","NR1H2","nhr-249"
"4598","NR5A1","nhr-25"
"4599","NR1I3","nhr-251"
"4600","NR1I3","nhr-252"
"4601","NR1I3","nhr-253"
"4602","NR1I3","nhr-254"
"4603","NR1I3","nhr-255"
"4604","NR1I3","nhr-256"
"4605","NR5A1","nhr-257"
"4606","NR5A2","nhr-259"
"4607","NR1I3","nhr-26"
"4608","NR1I3","nhr-260"
"4609","NR5A1","nhr-261"
"4610","NR1I3","nhr-262"
"4611","NR1I3","nhr-264"
"4612","NR1I3","nhr-265"
"4613","NR1I3","nhr-267"
"4614","NR1I3","nhr-268"
"4615","NR1I3","nhr-269"
"4616","NR1I3","nhr-27"
"4617","NR1I3","nhr-270"
"4618","NR1I3","nhr-271"
"4619","NR1I3","nhr-272"
"4620","NR1I3","nhr-273"
"4621","NR1I3","nhr-274"
"4622","NR1I3","nhr-275"
"4623","NR1I3","nhr-276"
"4624","NR5A1","nhr-277"
"4625","NR1I3","nhr-28"
"4626","NR1I3","nhr-281"
"4627","NR1I3","nhr-282"
"4628","NR1I3","nhr-283"
"4629","NR1I3","nhr-285"
"4630","NR1I3","nhr-286"
"4631","NR1I3","nhr-288"
"4632","NR1I3","nhr-290"
"4633","NR1I3","nhr-291"
"4634","NR1I3","nhr-30"
"4635","NR5A1","nhr-31"
"4636","NR2F2","nhr-32"
"4637","RXRG","nhr-35"
"4638","NR2F2","nhr-36"
"4639","NR1I3","nhr-37"
"4640","NR1I3","nhr-39"
"4641","NR2F6","nhr-41"
"4642","NR1I3","nhr-42"
"4643","NR1I3","nhr-44"
"4644","NR1I3","nhr-48"
"4645","NR5A1","nhr-5"
"4646","NR1I3","nhr-50"
"4647","NR1I3","nhr-51"
"4648","NR1I3","nhr-52"
"4649","NR1I3","nhr-53"
"4650","NR1I3","nhr-54"
"4651","RARG","nhr-55"
"4652","NR1I3","nhr-56"
"4653","RARA","nhr-58"
"4654","NR1I3","nhr-59"
"4655","NR4A1","nhr-6"
"4656","NR2F2","nhr-60"
"4657","NR1I3","nhr-61"
"4658","NR1I3","nhr-63"
"4659","NR1I3","nhr-65"
"4660","RARB","nhr-68"
"4661","HNF4G","nhr-69"
"4662","THRA","nhr-70"
"4663","NR1I3","nhr-72"
"4664","NR1I3","nhr-73"
"4665","NR5A1","nhr-74"
"4666","RARB","nhr-76"
"4667","NR1I3","nhr-77"
"4668","NR1I3","nhr-79"
"4669","NR5A1","nhr-8"
"4670","NR1I3","nhr-81"
"4671","NR1I3","nhr-82"
"4672","NR1I3","nhr-86"
"4673","NR1I3","nhr-87"
"4674","RXRG","nhr-88"
"4675","NR5A1","nhr-89"
"4676","NR1I3","nhr-9"
"4677","NR1I3","nhr-90"
"4678","NR1I3","nhr-92"
"4679","NR2F1","nhr-93"
"4680","VDR","nhr-94"
"4681","NR1I3","nhr-95"
"4682","THRA","nhr-96"
"4683","NR5A1","nhr-97"
"4684","NR1I3","nhr-98"
"4685","NR1I3","nhr-99"
"4686","SLC9A2","nhx-2"
"4687","SLC9A2","nhx-4"
"4688","SLC9A9","nhx-5"
"4689","SLC9A2","nhx-6"
"4690","SLC9A8","nhx-8"
"4691","NIPAL1","nipa-1"
"4692","NISCH","nish-1"
"4693","ACCS","nkat-1"
"4694","ACCS","nkat-3"
"4695","ATP1B3","nkb-1"
"4696","ATP1B1","nkb-2"
"4697","ATP1B3","nkb-3"
"4698","SLC12A1","nkcc-1"
"4699","CES2","nlg-1"
"4700","CNTNAP5","nlr-1"
"4701","ALKBH4","nmad-1"
"4702","NMNAT3","nmat-1"
"4703","NMNAT3","nmat-2"
"4704","GPM6A","nmgp-1"
"4705","GRIN1","nmr-1"
"4706","GRIA2","nmr-2"
"4707","MOCS2","nmrk-1"
"4708","NMT2","nmt-1"
"4709","WDR47","nmtn-1"
"4710","NTSR1","nmur-1"
"4711","NTSR1","nmur-2"
"4712","RHO","nmur-3"
"4713","MYO18A","nmy-3"
"4714","NNT","nnt-1"
"4715","NOA1","noa-1"
"4716","NINL","noca-2"
"4717","GTPBP4","nog-1"
"4718","NOL10","nol-10"
"4719","NOP14","nol-14"
"4720","NOP16","nol-16"
"4721","NOP56","nol-56"
"4722","NOP58","nol-58"
"4723","NOL6","nol-6"
"4724","NOL9","nol-9"
"4725","NOP10","nola-3"
"4726","SFPQ","nono-1"
"4727","CNP","nonu-1"
"4728","NANOS1","nos-1"
"4729","NANOS2","nos-2"
"4730","NOVA1","nova-1"
"4731","NPHP1","nphp-1"
"4732","NPHP4","nphp-4"
"4733","NPLOC4","npl-4.1"
"4734","NPLOC4","npl-4.2"
"4735","NUP54","npp-1"
"4736","NUP98","npp-10"
"4737","NUP210","npp-12"
"4738","NUP93","npp-13"
"4739","NUP133","npp-15"
"4740","NUP50","npp-16"
"4741","SEH1L","npp-18"
"4742","NUP35","npp-19"
"4743","NUP85","npp-2"
"4744","SEC13","npp-20"
"4745","NDC1","npp-22"
"4746","NUP43","npp-23"
"4747","TMEM33","npp-25"
"4748","NUP205","npp-3"
"4749","NUP107","npp-5"
"4750","NUP160","npp-6"
"4751","NUP155","npp-8"
"4752","RANBP1","npp-9"
"4753","KISS1R","npr-16"
"4754","BDKRB1","npr-17"
"4755","RGR","npr-20"
"4756","KISS1R","npr-24"
"4757","GPBAR1","npr-25"
"4758","GPBAR1","npr-26"
"4759","GPBAR1","npr-28"
"4760","BDKRB1","npr-30"
"4761","UTS2R","npr-32"
"4762","NPRL2","nprl-2"
"4763","NPRL3","nprl-3"
"4764","NAPRT","nprt-1"
"4765","CPNE8","nra-1"
"4766","NCLN","nra-2"
"4767","NOMO3","nra-4"
"4768","SCAF4","nrd-1"
"4769","NRDE2","nrde-2"
"4770","CETP","nrf-5"
"4771","NHERF2","nrfl-1"
"4772","NSF","nsf-1"
"4773","SLC35C1","nstp-10"
"4774","SLC35B4","nstp-2"
"4775","SLC35A2","nstp-3"
"4776","SLC35A3","nstp-4"
"4777","SLC35A2","nstp-5"
"4778","SLC35A2","nstp-6"
"4779","SLC35A2","nstp-7"
"4780","SLC35A2","nstp-8"
"4781","SLC35C1","nstp-9"
"4782","NOP2","nsun-1"
"4783","NSUN2","nsun-2"
"4784","NSUN4","nsun-4"
"4785","NSUN5","nsun-5"
"4786","MAP3K15","nsy-1"
"4787","NTHL1","nth-1"
"4788","CNOT11","ntl-11"
"4789","CNOT2","ntl-2"
"4790","CNOT3","ntl-3"
"4791","CNOT4","ntl-4"
"4792","CNOT9","ntl-9"
"4793","ENTPD7","ntp-1"
"4794","NDUFAF1","nuaf-1"
"4795","NDUFAF3","nuaf-3"
"4796","NUBP1","nubp-1"
"4797","DNASE2","nuc-1"
"4798","NUCB2","nucb-1"
"4799","NUDC","nud-1"
"4800","NDE1","nud-2"
"4801","NUMBL","num-1"
"4802","NDUFV1","nuo-1"
"4803","NDUFS3","nuo-2"
"4804","NDUFA6","nuo-3"
"4805","NDUFA10","nuo-4"
"4806","NDUFS1","nuo-5"
"4807","NDUFB4","nuo-6"
"4808","NXF1","nxf-1"
"4809","NXF1","nxf-2"
"4810","NXT1","nxt-1"
"4811","SLC22A8","oat-1"
"4812","OAT","oatr-1"
"4813","OSBPL2","obr-2"
"4814","OSBPL5","obr-3"
"4815","OSBPL9","obr-4"
"4816","TRPV5","ocr-4"
"4817","INPP5B","ocrl-1"
"4818","SLC22A5","oct-1"
"4819","SLC22A11","oct-2"
"4820","ODC1","odc-1"
"4821","OSR1","odd-1"
"4822","UFSP2","odr-8"
"4823","OGA","oga-1"
"4824","OGDH","ogdh-1"
"4825","DHTKD1","ogdh-2"
"4826","OGT","ogt-1"
"4827","OLA1","ola-1"
"4828","ZFP36L1","oma-1"
"4829","ZFP36L1","oma-2"
"4830","TOR1B","ooc-5"
"4831","ORAI2","orai-1"
"4832","ORC1","orc-1"
"4833","ORC2","orc-2"
"4834","ORC5","orc-5"
"4835","ARHGEF17","osg-1"
"4836","IFT172","osm-1"
"4837","BBS7","osm-12"
"4838","KIF17","osm-3"
"4839","IFT88","osm-5"
"4840","IFT52","osm-6"
"4841","TRPV1","osm-9"
"4842","SPARC","ost-1"
"4843","DDOST","ostb-1"
"4844","RPN2","ostd-1"
"4845","OTOP3","otpl-2"
"4846","OTOP2","otpl-3"
"4847","OTOP3","otpl-5"
"4848","OTOP2","otpl-6"
"4849","OTOP3","otpl-7"
"4850","OTOP2","otpl-8"
"4851","OTUB1","otub-1"
"4852","OTUD6B","otub-3"
"4853","OTUD5","otub-4"
"4854","OXA1L","oxa-1"
"4855","UBE3B","oxi-1"
"4856","CIAO3","oxy-4"
"4857","PPP2R1A","paa-1"
"4858","PABPN1","pabp-2"
"4859","ARHGAP23","pac-1"
"4860","PACS2","pacs-1"
"4861","DOP1B","pad-1"
"4862","POFUT2","pad-2"
"4863","PAFAH2","paf-1"
"4864","PAFAH2","paf-2"
"4865","PAF1","pafo-1"
"4866","PAH","pah-1"
"4867","PAICS","paic-1"
"4868","FLACC1","pals-13"
"4869","FLACC1","pals-26"
"4870","FLACC1","pals-27"
"4871","FLACC1","pals-28"
"4872","FLACC1","pals-3"
"4873","FLACC1","pals-5"
"4874","FLACC1","pals-6"
"4875","NPEPPS","pam-1"
"4876","PAN2","panl-2"
"4877","PAN3","panl-3"
"4878","PAPOLB","pap-1"
"4879","PAPOLB","pap-2"
"4880","PAPOLB","pap-3"
"4881","ADIPOR1","paqr-1"
"4882","PAQR3","paqr-3"
"4883","PARD3B","par-3"
"4884","STK11","par-4"
"4885","YWHAZ","par-5"
"4886","PARD6A","par-6"
"4887","PNLDC1","parn-1"
"4888","TOE1","parn-2"
"4889","PARP1","parp-1"
"4890","PARP2","parp-2"
"4891","TARS2","pars-1"
"4892","PARS2","pars-2"
"4893","PSMA6","pas-1"
"4894","PSMA2","pas-2"
"4895","PSMA4","pas-3"
"4896","PSMA5","pas-5"
"4897","PSMA1","pas-6"
"4898","PSMA3","pas-7"
"4899","DGCR8","pash-1"
"4900","CALM3","pat-10"
"4901","ITGA5","pat-2"
"4902","ITGB1","pat-3"
"4903","ILK","pat-4"
"4904","PARVA","pat-6"
"4905","GTF3A","pat-9"
"4906","PATL1","patr-1"
"4907","CDKN2AIPNL","paxt-1"
"4908","PBRM1","pbrm-1"
"4909","PSMB6","pbs-1"
"4910","PSMB3","pbs-3"
"4911","PSMB2","pbs-4"
"4912","PSMB1","pbs-6"
"4913","PSMB4","pbs-7"
"4914","PCBD1","pcbd-1"
"4915","PCCA","pcca-1"
"4916","PCCB","pccb-1"
"4917","PCF11","pcf-11"
"4918","PCK1","pck-1"
"4919","PCK1","pck-2"
"4920","PCK1","pck-3"
"4921","PCMT1","pcm-1"
"4922","PCNA","pcn-1"
"4923","PRSS16","pcp-2"
"4924","PRSS16","pcp-3"
"4925","PRSS16","pcp-4"
"4926","PRCP","pcp-5"
"4927","PACRG","pcrg-1"
"4928","CDK16","pct-1"
"4929","PCYT1A","pcyt-1"
"4930","PCYT2","pcyt-2.1"
"4931","PCYT2","pcyt-2.2"
"4932","PDCD2","pdcd-2"
"4933","PDE1A","pde-1"
"4934","PDE12","pde-12"
"4935","PDE2A","pde-2"
"4936","PDE1B","pde-3"
"4937","PDE4B","pde-4"
"4938","PDE10A","pde-5"
