"","human_gene","Sheep_gene"
"3048","CSF2RB","CSF2RB"
"3049","CSF3","CSF3"
"3050","CSF3R","CSF3R"
"3051","CSGALNACT1","CSGALNACT1"
"3052","CSGALNACT2","CSGALNACT2"
"3053","CSK","CSK"
"3054","CSKMT","CSKMT"
"3055","CSMD1","CSMD1"
"3056","CSMD2","CSMD2"
"3057","CSMD3","CSMD3"
"3058","CSN2","CSN2"
"3059","CSN3","CSN3"
"3060","CSNK1A1","CSNK1A1"
"3061","CSNK1D","CSNK1D"
"3062","CSNK1E","CSNK1E"
"3063","CSNK1G1","CSNK1G1"
"3064","CSNK1G2","CSNK1G2"
"3065","CSNK1G3","CSNK1G3"
"3066","CSNK2A1","CSNK2A1"
"3067","CSNK2A2","CSNK2A2"
"3068","CSNK2B","CSNK2B"
"3069","CSNKA2IP","CSNKA2IP"
"3070","CSPG4","CSPG4"
"3071","CSPG5","CSPG5"
"3072","CSPP1","CSPP1"
"3073","CSRNP1","CSRNP1"
"3074","CSRNP2","CSRNP2"
"3075","CSRNP3","CSRNP3"
"3076","CSRP1","CSRP1"
"3077","CSRP2","CSRP2"
"3078","CSRP3","CSRP3"
"3079","CST3","CST3"
"3080","CST7","CST7"
"3081","CSTA","CSTA"
"3082","CSTB","CSTB"
"3083","CSTF1","CSTF1"
"3084","CSTF2","CSTF2"
"3085","CSTF2T","CSTF2T"
"3086","CSTF3","CSTF3"
"3087","CSTL1","CSTL1"
"3088","CSTPP1","CSTPP1"
"3089","CT83","CT83"
"3090","CTBP1","CTBP1"
"3091","CTBP2","CTBP2"
"3092","CTBS","CTBS"
"3093","CTC1","CTC1"
"3094","CTCF","CTCF"
"3095","CTCFL","CTCFL"
"3096","CTDNEP1","CTDNEP1"
"3097","CTDP1","CTDP1"
"3098","CTDSP1","CTDSP1"
"3099","CTDSP2","CTDSP2"
"3100","CTDSPL","CTDSPL"
"3101","CTDSPL2","CTDSPL2"
"3102","CTF1","CTF1"
"3103","CTH","CTH"
"3104","CTHRC1","CTHRC1"
"3105","CTIF","CTIF"
"3106","CTLA4","CTLA4"
"3107","CTNNA1","CTNNA1"
"3108","CTNNA2","CTNNA2"
"3109","CTNNA3","CTNNA3"
"3110","CTNNAL1","CTNNAL1"
"3111","CTNNB1","CTNNB1"
"3112","CTNNBIP1","CTNNBIP1"
"3113","CTNNBL1","CTNNBL1"
"3114","CTNND1","CTNND1"
"3115","CTNND2","CTNND2"
"3116","CTNS","CTNS"
"3117","CTPS1","CTPS1"
"3118","CTPS2","CTPS2"
"3119","CTR9","CTR9"
"3120","CTRC","CTRC"
"3121","CTSA","CTSA"
"3122","CTSB","CTSB"
"3123","CTSC","CTSC"
"3124","CTSD","CTSD"
"3125","CTSF","CTSF"
"3126","CTSH","CTSH"
"3127","CTSK","CTSK"
"3128","CTSL","CTSL"
"3129","CTSO","CTSO"
"3130","CTSS","CTSS"
"3131","CTSV","CTSV"
"3132","CTSW","CTSW"
"3133","CTSZ","CTSZ"
"3134","CTTN","CTTN"
"3135","CTTNBP2","CTTNBP2"
"3136","CTTNBP2NL","CTTNBP2NL"
"3137","CTU2","CTU2"
"3138","CTXN1","CTXN1"
"3139","CTXN2","CTXN2"
"3140","CTXN3","CTXN3"
"3141","CTXND2","CTXND2"
"3142","CUBN","CUBN"
"3143","CUEDC1","CUEDC1"
"3144","CUEDC2","CUEDC2"
"3145","CUL1","CUL1"
"3146","CUL2","CUL2"
"3147","CUL3","CUL3"
"3148","CUL4A","CUL4A"
"3149","CUL4B","CUL4B"
"3150","CUL5","CUL5"
"3151","CUL7","CUL7"
"3152","CUL9","CUL9"
"3153","CUTC","CUTC"
"3154","CUX1","CUX1"
"3155","CUX2","CUX2"
"3156","CWC15","CWC15"
"3157","CWC22","CWC22"
"3158","CWC25","CWC25"
"3159","CWC27","CWC27"
"3160","CWF19L1","CWF19L1"
"3161","CWF19L2","CWF19L2"
"3162","CWH43","CWH43"
"3163","CX3CR1","CX3CR1"
"3164","CXADR","CXADR"
"3165","CXCL10","CXCL10"
"3166","CXCL11","CXCL11"
"3167","CXCL12","CXCL12"
"3168","CXCL13","CXCL13"
"3169","CXCL6","CXCL6"
"3170","CXCL8","CXCL8"
"3171","CXCR3","CXCR3"
"3172","CXCR4","CXCR4"
"3173","CXCR5","CXCR5"
"3174","CXCR6","CXCR6"
"3175","TASL","CXHXorf21"
"3176","CXorf65","CXHXorf65"
"3177","CXXC1","CXXC1"
"3178","CXXC4","CXXC4"
"3179","CXXC5","CXXC5"
"3180","CXorf38","CXorf38"
"3181","CXorf58","CXorf58"
"3182","CYB561","CYB561"
"3183","CYB561A3","CYB561A3"
"3184","CYB561D1","CYB561D1"
"3185","CYB561D2","CYB561D2"
"3186","CYB5A","CYB5A"
"3187","CYB5D1","CYB5D1"
"3188","CYB5D2","CYB5D2"
"3189","CYB5R1","CYB5R1"
"3190","CYB5R2","CYB5R2"
"3191","CYB5R3","CYB5R3"
"3192","CYB5RL","CYB5RL"
"3193","CYBA","CYBA"
"3194","CYBB","CYBB"
"3195","CYBC1","CYBC1"
"3196","CYBRD1","CYBRD1"
"3197","CYC1","CYC1"
"3198","CYFIP1","CYFIP1"
"3199","CYFIP2","CYFIP2"
"3200","CYLC1","CYLC1"
"3201","CYLD","CYLD"
"3202","CYP11A1","CYP11A1"
"3203","CYP17A1","CYP17A1"
"3204","CYP19A1","CYP19"
"3205","CYP1A1","CYP1A1"
"3206","CYP1A2","CYP1A2"
"3207","CYP1B1","CYP1B1"
"3208","CYP20A1","CYP20A1"
"3209","CYP21A2","CYP21A2"
"3210","CYP24A1","CYP24A1"
"3211","CYP26A1","CYP26A1"
"3212","CYP26B1","CYP26B1"
"3213","CYP26C1","CYP26C1"
"3214","CYP27A1","CYP27A1"
"3215","CYP27B1","CYP27B1"
"3216","CYP27C1","CYP27C1"
"3217","CYP2E1","CYP2E1"
"3218","CYP2F1","CYP2F1"
"3219","CYP2R1","CYP2R1"
"3220","CYP2S1","CYP2S1"
"3221","CYP2U1","CYP2U1"
"3222","CYP2W1","CYP2W1"
"3223","CYP39A1","CYP39A1"
"3224","CYP3A4","CYP3A24"
"3225","CYP46A1","CYP46A1"
"3226","CYP4B1","CYP4B1"
"3227","CYP4F2","CYP4F21"
"3228","CYP4F22","CYP4F22"
"3229","CYP4V2","CYP4V2"
"3230","CYP4X1","CYP4X1"
"3231","CYP51A1","CYP51A1"
"3232","CYP7A1","CYP7A1"
"3233","CYP7B1","CYP7B1"
"3234","CYP8B1","CYP8B1"
"3235","CYRIA","CYRIA"
"3236","CYRIB","CYRIB"
"3237","CYS1","CYS1"
"3238","CYSLTR1","CYSLTR1"
"3239","CYSTM1","CYSTM1"
"3240","MT-CYB","CYTB"
"3241","CYTH1","CYTH1"
"3242","CYTH2","CYTH2"
"3243","CYTH3","CYTH3"
"3244","CYTH4","CYTH4"
"3245","CYTIP","CYTIP"
"3246","CYTL1","CYTL1"
"3247","CZIB","CZIB"
"3248","D2HGDH","D2HGDH"
"3249","DAAM1","DAAM1"
"3250","DAAM2","DAAM2"
"3251","DAB1","DAB1"
"3252","DAB2","DAB2"
"3253","DAB2IP","DAB2IP"
"3254","DACH1","DACH1"
"3255","DACH2","DACH2"
"3256","DACT1","DACT1"
"3257","DACT2","DACT2"
"3258","DACT3","DACT3"
"3259","DAD1","DAD1"
"3260","DAG1","DAG1"
"3261","DAGLA","DAGLA"
"3262","DAGLB","DAGLB"
"3263","DALRD3","DALRD3"
"3264","DAO","DAO"
"3265","DAP3","DAP3"
"3266","DAPK1","DAPK1"
"3267","DAPK2","DAPK2"
"3268","DAPK3","DAPK3"
"3269","DAPL1","DAPL1"
"3270","DAPP1","DAPP1"
"3271","DARS1","DARS1"
"3272","DARS2","DARS2"
"3273","DAW1","DAW1"
"3274","DAXX","DAXX"
"3275","DAZAP1","DAZAP1"
"3276","DAZAP2","DAZAP2"
"3277","DBF4","DBF4"
"3278","DBF4B","DBF4B"
"3279","DBH","DBH"
"3280","DBN1","DBN1"
"3281","DBNDD1","DBNDD1"
"3282","DBNL","DBNL"
"3283","DBP","DBP"
"3284","DBR1","DBR1"
"3285","DBT","DBT"
"3286","DBX1","DBX1"
"3287","DBX2","DBX2"
"3288","DCAF1","DCAF1"
"3289","DCAF10","DCAF10"
"3290","DCAF11","DCAF11"
"3291","DCAF12","DCAF12"
"3292","DCAF12L1","DCAF12L1"
"3293","DCAF12L2","DCAF12L2"
"3294","DCAF13","DCAF13"
"3295","DCAF15","DCAF15"
"3296","DCAF16","DCAF16"
"3297","DCAF17","DCAF17"
"3298","DCAF5","DCAF5"
"3299","DCAF6","DCAF6"
"3300","DCAF7","DCAF7"
"3301","DCAF8","DCAF8"
"3302","DCAKD","DCAKD"
"3303","DCBLD1","DCBLD1"
"3304","DCBLD2","DCBLD2"
"3305","DCC","DCC"
"3306","DCDC2","DCDC2"
"3307","DCDC2B","DCDC2B"
"3308","DCHS1","DCHS1"
"3309","DCHS2","DCHS2"
"3310","DCK","DCK"
"3311","DCLK1","DCLK1"
"3312","DCLK2","DCLK2"
"3313","DCLK3","DCLK3"
"3314","DCLRE1A","DCLRE1A"
"3315","DCLRE1B","DCLRE1B"
"3316","DCLRE1C","DCLRE1C"
"3317","DCN","DCN"
"3318","DCP1A","DCP1A"
"3319","DCP1B","DCP1B"
"3320","DCP2","DCP2"
"3321","DCPS","DCPS"
"3322","DCST1","DCST1"
"3323","DCST2","DCST2"
"3324","DCSTAMP","DCSTAMP"
"3325","DCT","DCT"
"3326","DCTD","DCTD"
"3327","DCTN1","DCTN1"
"3328","DCTN2","DCTN2"
"3329","DCTN3","DCTN3"
"3330","DCTN4","DCTN4"
"3331","DCTN5","DCTN5"
"3332","DCTN6","DCTN6"
"3333","DCTPP1","DCTPP1"
"3334","DCUN1D1","DCUN1D1"
"3335","DCUN1D3","DCUN1D3"
"3336","DCUN1D4","DCUN1D4"
"3337","DCUN1D5","DCUN1D5"
"3338","DCX","DCX"
"3339","DCXR","DCXR"
"3340","DDAH1","DDAH1"
"3341","DDAH2","DDAH2"
"3342","DDB1","DDB1"
"3343","DDB2","DDB2"
"3344","DDC","DDC"
"3345","DDHD1","DDHD1"
"3346","DDHD2","DDHD2"
"3347","DDI1","DDI1"
"3348","DDIAS","DDIAS"
"3349","DDIT3","DDIT3"
"3350","DDIT4","DDIT4"
"3351","DDIT4L","DDIT4L"
"3352","DDN","DDN"
"3353","DDO","DDO"
"3354","DDOST","DDOST"
"3355","DDR1","DDR1"
"3356","DDR2","DDR2"
"3357","DDRGK1","DDRGK1"
"3358","DDX1","DDX1"
"3359","DDX10","DDX10"
"3360","DDX11","DDX11"
"3361","DDX17","DDX17"
"3362","DDX18","DDX18"
"3363","DDX19A","DDX19A"
"3364","DDX19B","DDX19B"
"3365","DDX20","DDX20"
"3366","DDX21","DDX21"
"3367","DDX24","DDX24"
"3368","DDX25","DDX25"
"3369","DDX27","DDX27"
"3370","DDX28","DDX28"
"3371","DDX31","DDX31"
"3372","DDX39A","DDX39A"
"3373","DDX39B","DDX39B"
"3374","DDX3X","DDX3X"
"3375","DDX4","DDX4"
"3376","DDX41","DDX41"
"3377","DDX42","DDX42"
"3378","DDX46","DDX46"
"3379","DDX47","DDX47"
"3380","DDX49","DDX49"
"3381","DDX5","DDX5"
"3382","DDX50","DDX50"
"3383","DDX51","DDX51"
"3384","DDX52","DDX52"
"3385","DDX54","DDX54"
"3386","DDX55","DDX55"
"3387","DDX56","DDX56"
"3388","RIGI","DDX58"
"3389","DDX59","DDX59"
"3390","DDX6","DDX6"
"3391","DEAF1","DEAF1"
"3392","DECR1","DECR1"
"3393","DECR2","DECR2"
"3394","DEDD2","DEDD2"
"3395","DEF6","DEF6"
"3396","DEF8","DEF8"
"3397","DEFB110","DEFB110"
"3398","DEFB114","DEFB114"
"3399","DEFB116","DEFB116"
"3400","DEFB119","DEFB119"
"3401","DEFB121","DEFB121"
"3402","DEFB123","DEFB123"
"3403","DEFB124","DEFB124"
"3404","DEFB129","DEFB129"
"3405","DEFB135","DEFB135"
"3406","DEFB136","DEFB136"
"3407","DEGS1","DEGS1"
"3408","DEGS2","DEGS2"
"3409","DEK","DEK"
"3410","DELE1","DELE1"
"3411","DENND10","DENND10"
"3412","DENND11","DENND11"
"3413","DENND1A","DENND1A"
"3414","DENND1B","DENND1B"
"3415","DENND1C","DENND1C"
"3416","DENND2A","DENND2A"
"3417","DENND2B","DENND2B"
"3418","DENND2C","DENND2C"
"3419","DENND2D","DENND2D"
"3420","DENND3","DENND3"
"3421","DENND4A","DENND4A"
"3422","DENND4B","DENND4B"
"3423","DENND4C","DENND4C"
"3424","DENND5A","DENND5A"
"3425","DENND5B","DENND5B"
"3426","DENND6A","DENND6A"
"3427","DENND6B","DENND6B"
"3428","DEPDC1","DEPDC1"
"3429","DEPDC1B","DEPDC1B"
"3430","DEPDC5","DEPDC5"
"3431","DEPDC7","DEPDC7"
"3432","DEPP1","DEPP1"
"3433","DEPTOR","DEPTOR"
"3434","DERL1","DERL1"
"3435","DERL2","DERL2"
"3436","DERL3","DERL3"
"3437","DERPC","DERPC"
"3438","DES","DES"
"3439","DESI1","DESI1"
"3440","DESI2","DESI2"
"3441","DET1","DET1"
"3442","DEUP1","DEUP1"
"3443","DEXI","DEXI"
"3444","DFFA","DFFA"
"3445","DFFB","DFFB"
"3446","DGAT1","DGAT1"
"3447","DGAT2","DGAT2"
"3448","DGAT2L6","DGAT2L6"
"3449","DGCR2","DGCR2"
"3450","DGCR8","DGCR8"
"3451","DGKA","DGKA"
"3452","DGKB","DGKB"
"3453","DGKD","DGKD"
"3454","DGKE","DGKE"
"3455","DGKG","DGKG"
"3456","DGKH","DGKH"
"3457","DGKI","DGKI"
"3458","DGKK","DGKK"
"3459","DGKQ","DGKQ"
"3460","DGKZ","DGKZ"
"3461","DGUOK","DGUOK"
"3462","DHCR24","DHCR24"
"3463","DHCR7","DHCR7"
"3464","DHDDS","DHDDS"
"3465","DHDH","DHDH"
"3466","DHFR","DHFR"
"3467","DHH","DHH"
"3468","DHODH","DHODH"
"3469","DHPS","DHPS"
"3470","DHRS1","DHRS1"
"3471","DHRS11","DHRS11"
"3472","DHRS13","DHRS13"
"3473","DHRS3","DHRS3"
"3474","DHRS7","DHRS7"
"3475","DHRS7B","DHRS7B"
"3476","DHRS7C","DHRS7C"
"3477","DHRS9","DHRS9"
"3478","DHRSX","DHRSX"
"3479","DHTKD1","DHTKD1"
"3480","DHX15","DHX15"
"3481","DHX16","DHX16"
"3482","DHX29","DHX29"
"3483","DHX30","DHX30"
"3484","DHX32","DHX32"
"3485","DHX33","DHX33"
"3486","DHX34","DHX34"
"3487","DHX35","DHX35"
"3488","DHX36","DHX36"
"3489","DHX37","DHX37"
"3490","DHX38","DHX38"
"3491","DHX40","DHX40"
"3492","DHX57","DHX57"
"3493","DHX58","DHX58"
"3494","DHX8","DHX8"
"3495","DHX9","DHX9"
"3496","DIABLO","DIABLO"
"3497","DIAPH1","DIAPH1"
"3498","DIAPH2","DIAPH2"
"3499","DIAPH3","DIAPH3"
"3500","DICER1","DICER1"
"3501","DIDO1","DIDO1"
"3502","DIMT1","DIMT1"
"3503","DIO2","DIO2"
"3504","DIO3","DIO3"
"3505","DIP2A","DIP2A"
"3506","DIP2B","DIP2B"
"3507","DIP2C","DIP2C"
"3508","DIPK1A","DIPK1A"
"3509","DIPK1B","DIPK1B"
"3510","DIPK2A","DIPK2A"
"3511","DIPK2B","DIPK2B"
"3512","DIRAS1","DIRAS1"
"3513","DIRAS2","DIRAS2"
"3514","DIRAS3","DIRAS3"
"3515","DIS3","DIS3"
"3516","DIS3L","DIS3L"
"3517","DIS3L2","DIS3L2"
"3518","DISC1","DISC1"
"3519","DISP1","DISP1"
"3520","DISP2","DISP2"
"3521","DISP3","DISP3"
"3522","DIXDC1","DIXDC1"
"3523","DKC1","DKC1"
"3524","DKK1","DKK1"
"3525","DKK2","DKK2"
"3526","DKK3","DKK3"
"3527","DKKL1","DKKL1"
"3528","DLAT","DLAT"
"3529","DLC1","DLC1"
"3530","DLD","DLD"
"3531","DLEC1","DLEC1"
"3532","DLG1","DLG1"
"3533","DLG2","DLG2"
"3534","DLG3","DLG3"
"3535","DLG4","DLG4"
"3536","DLG5","DLG5"
"3537","DLGAP1","DLGAP1"
"3538","DLGAP2","DLGAP2"
"3539","DLGAP3","DLGAP3"
"3540","DLGAP4","DLGAP4"
"3541","DLK1","DLK1"
"3542","DLK2","DLK2"
"3543","DLL1","DLL1"
"3544","DLL3","DLL3"
"3545","DLL4","DLL4"
"3546","DLST","DLST"
"3547","DLX1","DLX1"
"3548","DLX2","DLX2"
"3549","DLX3","DLX3"
"3550","DLX4","DLX4"
"3551","DLX5","DLX5"
"3552","DLX6","DLX6"
"3553","DMAC1","DMAC1"
"3554","DMAC2","DMAC2"
"3555","DMAC2L","DMAC2L"
"3556","DMAP1","DMAP1"
"3557","DMBX1","DMBX1"
"3558","DMC1","DMC1"
"3559","DMD","DMD"
"3560","DMGDH","DMGDH"
"3561","DMP1","DMP1"
"3562","DMPK","DMPK"
"3563","DMRT1","DMRT1"
"3564","DMRT2","DMRT2"
"3565","DMRT3","DMRT3"
"3566","DMRTA1","DMRTA1"
"3567","DMRTA2","DMRTA2"
"3568","DMRTB1","DMRTB1"
"3569","DMRTC2","DMRTC2"
"3570","DMTN","DMTN"
"3571","DMWD","DMWD"
"3572","DMXL1","DMXL1"
"3573","DMXL2","DMXL2"
"3574","DNA2","DNA2"
"3575","DNAAF1","DNAAF1"
"3576","DNAAF10","DNAAF10"
"3577","DNAAF11","DNAAF11"
"3578","DNAAF2","DNAAF2"
"3579","DNAAF3","DNAAF3"
"3580","DNAAF4","DNAAF4"
"3581","DNAAF5","DNAAF5"
"3582","DNAAF6","DNAAF6"
"3583","DNAAF9","DNAAF9"
"3584","DNAH1","DNAH1"
"3585","DNAH10","DNAH10"
"3586","DNAH11","DNAH11"
"3587","DNAH12","DNAH12"
"3588","DNAH14","DNAH14"
"3589","DNAH17","DNAH17"
"3590","DNAH2","DNAH2"
"3591","DNAH3","DNAH3"
"3592","DNAH5","DNAH5"
"3593","DNAH6","DNAH6"
"3594","DNAH7","DNAH7"
"3595","DNAH8","DNAH8"
"3596","DNAH9","DNAH9"
"3597","DNAI1","DNAI1"
"3598","DNAI2","DNAI2"
"3599","DNAI3","DNAI3"
"3600","DNAI4","DNAI4"
"3601","DNAJA2","DNAJA2"
"3602","DNAJA3","DNAJA3"
"3603","DNAJA4","DNAJA4"
"3604","DNAJB1","DNAJB1"
"3605","DNAJB11","DNAJB11"
"3606","DNAJB12","DNAJB12"
"3607","DNAJB13","DNAJB13"
"3608","DNAJB14","DNAJB14"
"3609","DNAJB2","DNAJB2"
"3610","DNAJB4","DNAJB4"
"3611","DNAJB5","DNAJB5"
"3612","DNAJB6","DNAJB6"
"3613","DNAJB7","DNAJB7"
"3614","DNAJB8","DNAJB8"
"3615","DNAJB9","DNAJB9"
"3616","DNAJC1","DNAJC1"
"3617","DNAJC10","DNAJC10"
"3618","DNAJC11","DNAJC11"
"3619","DNAJC12","DNAJC12"
"3620","DNAJC13","DNAJC13"
"3621","DNAJC14","DNAJC14"
"3622","DNAJC15","DNAJC15"
"3623","DNAJC16","DNAJC16"
"3624","DNAJC17","DNAJC17"
"3625","DNAJC18","DNAJC18"
"3626","DNAJC2","DNAJC2"
"3627","DNAJC21","DNAJC21"
"3628","DNAJC22","DNAJC22"
"3629","DNAJC24","DNAJC24"
"3630","DNAJC25","DNAJC25"
"3631","DNAJC27","DNAJC27"
"3632","DNAJC28","DNAJC28"
"3633","DNAJC3","DNAJC3"
"3634","DNAJC30","DNAJC30"
"3635","DNAJC4","DNAJC4"
"3636","DNAJC5B","DNAJC5B"
"3637","DNAJC5G","DNAJC5G"
"3638","DNAJC6","DNAJC6"
"3639","DNAJC7","DNAJC7"
"3640","DNAJC8","DNAJC8"
"3641","DNAJC9","DNAJC9"
"3642","DNAL1","DNAL1"
"3643","DNAL4","DNAL4"
"3644","DNALI1","DNALI1"
"3645","DNASE1L1","DNASE1L1"
"3646","DNASE1L2","DNASE1L2"
"3647","DNASE1L3","DNASE1L3"
"3648","DNASE2","DNASE2"
"3649","DNASE2B","DNASE2B"
"3650","DND1","DND1"
"3651","DNER","DNER"
"3652","DNHD1","DNHD1"
"3653","DNM1","DNM1"
"3654","DNM1L","DNM1L"
"3655","DNM2","DNM2"
"3656","DNM3","DNM3"
"3657","DNMBP","DNMBP"
"3658","DNMT1","DNMT1"
"3659","DNMT3A","DNMT3A"
"3660","DNMT3B","DNMT3B"
"3661","DNMT3L","DNMT3L"
"3662","DNPEP","DNPEP"
"3663","DNPH1","DNPH1"
"3664","DNTT","DNTT"
"3665","DNTTIP1","DNTTIP1"
"3666","DNTTIP2","DNTTIP2"
"3667","DOC2A","DOC2A"
"3668","DOC2B","DOC2B"
"3669","DOCK1","DOCK1"
"3670","DOCK10","DOCK10"
"3671","DOCK11","DOCK11"
"3672","DOCK2","DOCK2"
"3673","DOCK3","DOCK3"
"3674","DOCK4","DOCK4"
"3675","DOCK5","DOCK5"
"3676","DOCK6","DOCK6"
"3677","DOCK7","DOCK7"
"3678","DOCK9","DOCK9"
"3679","DOHH","DOHH"
"3680","DOK1","DOK1"
"3681","DOK2","DOK2"
"3682","DOK3","DOK3"
"3683","DOK4","DOK4"
"3684","DOK5","DOK5"
"3685","DOK6","DOK6"
"3686","DOK7","DOK7"
"3687","DOLK","DOLK"
"3688","DOLPP1","DOLPP1"
"3689","DONSON","DONSON"
"3690","DOP1A","DOP1A"
"3691","DOP1B","DOP1B"
"3692","DOT1L","DOT1L"
"3693","DPAGT1","DPAGT1"
"3694","DPCD","DPCD"
"3695","DPEP1","DPEP1"
"3696","DPEP2","DPEP2"
"3697","DPEP3","DPEP3"
"3698","DPF1","DPF1"
"3699","DPF2","DPF2"
"3700","DPF3","DPF3"
"3701","DPH1","DPH1"
"3702","DPH2","DPH2"
"3703","DPH3","DPH3"
"3704","DPH5","DPH5"
"3705","DPH6","DPH6"
"3706","DPM1","DPM1"
"3707","DPM2","DPM2"
"3708","DPM3","DPM3"
"3709","DPP10","DPP10"
"3710","DPP3","DPP3"
"3711","DPP4","DPP4"
"3712","DPP6","DPP6"
"3713","DPP7","DPP7"
"3714","DPP8","DPP8"
"3715","DPP9","DPP9"
"3716","DPPA2","DPPA2"
"3717","DPT","DPT"
"3718","DPY19L1","DPY19L1"
"3719","DPY19L2","DPY19L2"
"3720","DPY19L3","DPY19L3"
"3721","DPY19L4","DPY19L4"
"3722","DPY30","DPY30"
"3723","DPYD","DPYD"
"3724","DPYS","DPYS"
"3725","DPYSL2","DPYSL2"
"3726","DPYSL3","DPYSL3"
"3727","DPYSL4","DPYSL4"
"3728","DPYSL5","DPYSL5"
"3729","DQX1","DQX1"
"3730","DR1","DR1"
"3731","DRAM1","DRAM1"
"3732","DRAM2","DRAM2"
"3733","DRAP1","DRAP1"
"3734","DRAXIN","DRAXIN"
"3735","DRC1","DRC1"
"3736","DRC3","DRC3"
"3737","DRC7","DRC7"
"3738","DRD1","DRD1"
"3739","DRD2","DRD2"
"3740","DRD3","DRD3"
"3741","DRD4","DRD4"
"3742","DRD5","DRD5"
"3743","DRG1","DRG1"
"3744","DRG2","DRG2"
"3745","DRGX","DRGX"
"3746","DROSHA","DROSHA"
"3747","DRP2","DRP2"
"3748","DSC1","DSC1"
"3749","DSC2","DSC2"
"3750","DSC3","DSC3"
"3751","DSCAM","DSCAM"
"3752","DSCAML1","DSCAML1"
"3753","DSCC1","DSCC1"
"3754","DSE","DSE"
"3755","DSEL","DSEL"
"3756","DSG1","DSG1"
"3757","DSG2","DSG2"
"3758","DSG3","DSG3"
"3759","DSG4","DSG4"
"3760","DSN1","DSN1"
"3761","DSP","DSP"
"3762","DSPP","DSPP"
"3763","DST","DST"
"3764","DSTN","DSTN"
"3765","DSTYK","DSTYK"
"3766","DTD1","DTD1"
"3767","DTD2","DTD2"
"3768","DTHD1","DTHD1"
"3769","DTL","DTL"
"3770","DTNA","DTNA"
"3771","DTNB","DTNB"
"3772","DTNBP1","DTNBP1"
"3773","DTWD1","DTWD1"
"3774","DTWD2","DTWD2"
"3775","DTX1","DTX1"
"3776","DTX2","DTX2"
"3777","DTX3","DTX3"
"3778","DTX3L","DTX3L"
"3779","DTX4","DTX4"
"3780","DTYMK","DTYMK"
"3781","DUOX1","DUOX1"
"3782","DUOX2","DUOX2"
"3783","DUOXA1","DUOXA1"
"3784","DUOXA2","DUOXA2"
"3785","DUS1L","DUS1L"
"3786","DUS2","DUS2"
"3787","DUS3L","DUS3L"
"3788","DUS4L","DUS4L"
"3789","DUSP1","DUSP1"
"3790","DUSP10","DUSP10"
"3791","DUSP11","DUSP11"
"3792","DUSP12","DUSP12"
"3793","DUSP14","DUSP14"
"3794","DUSP15","DUSP15"
"3795","DUSP16","DUSP16"
"3796","DUSP18","DUSP18"
"3797","DUSP19","DUSP19"
"3798","DUSP2","DUSP2"
"3799","DUSP26","DUSP26"
"3800","DUSP28","DUSP28"
"3801","DUSP29","DUSP29"
"3802","DUSP4","DUSP4"
"3803","DUSP5","DUSP5"
"3804","DUSP6","DUSP6"
"3805","DUSP7","DUSP7"
"3806","DUSP8","DUSP8"
"3807","DUSP9","DUSP9"
"3808","DVL1","DVL1"
"3809","DVL2","DVL2"
"3810","DVL3","DVL3"
"3811","DXO","DXO"
"3812","DYDC1","DYDC1"
"3813","DYDC2","DYDC2"
"3814","DYM","DYM"
"3815","DYNC1H1","DYNC1H1"
"3816","DYNC1I1","DYNC1I1"
"3817","DYNC1I2","DYNC1I2"
"3818","DYNC1LI1","DYNC1LI1"
"3819","DYNC1LI2","DYNC1LI2"
"3820","DYNC2H1","DYNC2H1"
"3821","DYNC2I1","DYNC2I1"
"3822","DYNC2I2","DYNC2I2"
"3823","DYNC2LI1","DYNC2LI1"
"3824","DYNLL2","DYNLL2"
"3825","DYNLRB1","DYNLRB1"
"3826","DYNLRB2","DYNLRB2"
"3827","DYNLT1","DYNLT1"
"3828","DYNLT2B","DYNLT2B"
"3829","DYNLT3","DYNLT3"
"3830","DYNLT4","DYNLT4"
"3831","DYNLT5","DYNLT5"
"3832","DYRK1A","DYRK1A"
"3833","DYRK1B","DYRK1B"
"3834","DYRK2","DYRK2"
"3835","DYRK3","DYRK3"
"3836","DYRK4","DYRK4"
"3837","DYSF","DYSF"
"3838","DYTN","DYTN"
"3839","DZANK1","DZANK1"
"3840","DZIP1","DZIP1"
"3841","DZIP1L","DZIP1L"
"3842","DZIP3","DZIP3"
"3843","E2F1","E2F1"
"3844","E2F2","E2F2"
"3845","E2F3","E2F3"
"3846","E2F5","E2F5"
"3847","E2F6","E2F6"
"3848","E2F7","E2F7"
"3849","E2F8","E2F8"
"3850","E4F1","E4F1"
"3851","EAF1","EAF1"
"3852","EAF2","EAF2"
"3853","EAPP","EAPP"
"3854","EARS2","EARS2"
"3855","EBAG9","EBAG9"
"3856","EBF1","EBF1"
"3857","EBF2","EBF2"
"3858","EBF3","EBF3"
"3859","EBF4","EBF4"
"3860","EBI3","EBI3"
"3861","EBNA1BP2","EBNA1BP2"
"3862","EBP","EBP"
"3863","EBPL","EBPL"
"3864","ECD","ECD"
"3865","ECE1","ECE1"
"3866","ECE2","ECE2"
"3867","ECEL1","ECEL1"
"3868","ECH1","ECH1"
"3869","ECHDC1","ECHDC1"
"3870","ECHDC3","ECHDC3"
"3871","ECHS1","ECHS1"
"3872","ECI1","ECI1"
"3873","ECI2","ECI2"
"3874","ECM1","ECM1"
"3875","ECM2","ECM2"
"3876","ECPAS","ECPAS"
"3877","ECSIT","ECSIT"
"3878","ECT2","ECT2"
