"","human_gene","pig_gene"
"3015","CPSF6","CPSF6"
"3016","CPSF7","CPSF7"
"3017","CPT1A","CPT1A"
"3018","CPT1B","CPT1B"
"3019","CPT1C","CPT1C"
"3020","CPT2","CPT2"
"3021","CPVL","CPVL"
"3022","CPXM1","CPXM1"
"3023","CPXM2","CPXM2"
"3024","CPZ","CPZ"
"3025","CRABP1","CRABP1"
"3026","CRABP2","CRABP2"
"3027","CRACD","CRACD"
"3028","CRACDL","CRACDL"
"3029","CRACR2A","CRACR2A"
"3030","CRACR2B","CRACR2B"
"3031","CRADD","CRADD"
"3032","CRAMP1","CRAMP1"
"3033","CRAT","CRAT"
"3034","CRB1","CRB1"
"3035","CRB2","CRB2"
"3036","CRB3","CRB3"
"3037","CRBN","CRBN"
"3038","CRCT1","CRCT1"
"3039","CREB1","CREB1"
"3040","CREB3","CREB3"
"3041","CREB3L1","CREB3L1"
"3042","CREB3L2","CREB3L2"
"3043","CREB3L3","CREB3L3"
"3044","CREB3L4","CREB3L4"
"3045","CREB5","CREB5"
"3046","CREBBP","CREBBP"
"3047","CREBL2","CREBL2"
"3048","CREBRF","CREBRF"
"3049","CREBZF","CREBZF"
"3050","CREG1","CREG1"
"3051","CREG2","CREG2"
"3052","CRELD1","CRELD1"
"3053","CRELD2","CRELD2"
"3054","CRH","CRH"
"3055","CRHBP","CRHBP"
"3056","CRHR1","CRHR1"
"3057","CRHR2","CRHR2"
"3058","CRIM1","CRIM1"
"3059","CRIP2","CRIP2"
"3060","CRIP3","CRIP3"
"3061","CRISP1","CRISP1"
"3062","CRISP2","CRISP2"
"3063","CRISP3","CRISP3"
"3064","CRISPLD1","CRISPLD1"
"3065","CRISPLD2","CRISPLD2"
"3066","CRK","CRK"
"3067","CRKL","CRKL"
"3068","CRLF1","CRLF1"
"3069","CRLF3","CRLF3"
"3070","CRLS1","CRLS1"
"3071","CRMP1","CRMP1"
"3072","CRNKL1","CRNKL1"
"3073","CRNN","CRNN"
"3074","CROCC","CROCC"
"3075","CROCC2","CROCC2"
"3076","CROT","CROT"
"3077","CRP","CRP"
"3078","CRPPA","CRPPA"
"3079","CRTAC1","CRTAC1"
"3080","CRTAM","CRTAM"
"3081","CRTAP","CRTAP"
"3082","CRTC1","CRTC1"
"3083","CRTC2","CRTC2"
"3084","CRTC3","CRTC3"
"3085","CRX","CRX"
"3086","CRY1","CRY1"
"3087","CRY2","CRY2"
"3088","CRYAA","CRYAA"
"3089","CRYAB","CRYAB"
"3090","CRYBA1","CRYBA1"
"3091","CRYBA2","CRYBA2"
"3092","CRYBA4","CRYBA4"
"3093","CRYBB1","CRYBB1"
"3094","CRYBB2","CRYBB2"
"3095","CRYBB3","CRYBB3"
"3096","CRYBG1","CRYBG1"
"3097","CRYBG2","CRYBG2"
"3098","CRYBG3","CRYBG3"
"3099","CRYGC","CRYGC"
"3100","CRYGD","CRYGD"
"3101","CRYGN","CRYGN"
"3102","CRYGS","CRYGS"
"3103","CRYL1","CRYL1"
"3104","CRYM","CRYM"
"3105","CRYZ","CRYZ"
"3106","CRYZL1","CRYZL1"
"3107","CS","CS"
"3108","CSAD","CSAD"
"3109","CSDC2","CSDC2"
"3110","CSDE1","CSDE1"
"3111","CSE1L","CSE1L"
"3112","CSF1","CSF1"
"3113","CSF1R","CSF1R"
"3114","CSF2","CSF2"
"3115","CSF2RB","CSF2RB"
"3116","CSF3","CSF3"
"3117","CSF3R","CSF3R"
"3118","CSGALNACT2","CSGALNACT2"
"3119","CSK","CSK"
"3120","CSKMT","CSKMT"
"3121","CSMD1","CSMD1"
"3122","CSMD3","CSMD3"
"3123","CSN1S1","CSN1S1"
"3124","CSN2","CSN2"
"3125","CSN3","CSN3"
"3126","CSNK1A1","CSNK1A1"
"3127","CSNK1D","CSNK1D"
"3128","CSNK1E","CSNK1E"
"3129","CSNK1G1","CSNK1G1"
"3130","CSNK1G2","CSNK1G2"
"3131","CSNK1G3","CSNK1G3"
"3132","CSNK2A2","CSNK2A2"
"3133","CSNK2B","CSNK2B"
"3134","CSPG4","CSPG4"
"3135","CSPG5","CSPG5"
"3136","CSPP1","CSPP1"
"3137","CSRNP1","CSRNP1"
"3138","CSRNP2","CSRNP2"
"3139","CSRNP3","CSRNP3"
"3140","CSRP1","CSRP1"
"3141","CSRP2","CSRP2"
"3142","CSRP3","CSRP3"
"3143","CST11","CST11"
"3144","CST3","CST3"
"3145","CST6","CST6"
"3146","CST7","CST7"
"3147","CST9L","CST9L"
"3148","CSTB","CSTB"
"3149","CSTF1","CSTF1"
"3150","CSTF2","CSTF2"
"3151","CSTF2T","CSTF2T"
"3152","CSTF3","CSTF3"
"3153","CSTL1","CSTL1"
"3154","CSTPP1","CSTPP1"
"3155","CT83","CT83"
"3156","CTBP1","CTBP1"
"3157","CTBP2","CTBP2"
"3158","CTBS","CTBS"
"3159","CTC1","CTC1"
"3160","CTCF","CTCF"
"3161","CTCFL","CTCFL"
"3162","CTDNEP1","CTDNEP1"
"3163","CTDP1","CTDP1"
"3164","CTDSP1","CTDSP1"
"3165","CTDSP2","CTDSP2"
"3166","CTDSPL","CTDSPL"
"3167","CTDSPL2","CTDSPL2"
"3168","CTF1","CTF1"
"3169","CTH","CTH"
"3170","CTHRC1","CTHRC1"
"3171","CTIF","CTIF"
"3172","CTLA4","CTLA4"
"3173","CTNNA1","CTNNA1"
"3174","CTNNA2","CTNNA2"
"3175","CTNNA3","CTNNA3"
"3176","CTNNB1","CTNNB1"
"3177","CTNNBIP1","CTNNBIP1"
"3178","CTNNBL1","CTNNBL1"
"3179","CTNND1","CTNND1"
"3180","CTNND2","CTNND2"
"3181","CTNS","CTNS"
"3182","CTPS1","CTPS1"
"3183","CTPS2","CTPS2"
"3184","CTR9","CTR9"
"3185","CTRC","CTRC"
"3186","CTRL","CTRL"
"3187","CTSA","CTSA"
"3188","CTSB","CTSB"
"3189","CTSC","CTSC"
"3190","CTSD","CTSD"
"3191","CTSF","CTSF"
"3192","CTSH","CTSH"
"3193","CTSK","CTSK"
"3194","CTSL","CTSL"
"3195","CTSO","CTSO"
"3196","CTSS","CTSS"
"3197","CTSV","CTSV"
"3198","CTSW","CTSW"
"3199","CTSZ","CTSZ"
"3200","CTTN","CTTN"
"3201","CTTNBP2","CTTNBP2"
"3202","CTTNBP2NL","CTTNBP2NL"
"3203","CTU2","CTU2"
"3204","CTXN1","CTXN1"
"3205","CTXN2","CTXN2"
"3206","CTXN3","CTXN3"
"3207","CTXND1","CTXND1"
"3208","CTXND2","CTXND2"
"3209","CUBN","CUBN"
"3210","CUEDC1","CUEDC1"
"3211","CUEDC2","CUEDC2"
"3212","CUL1","CUL1"
"3213","CUL2","CUL2"
"3214","CUL3","CUL3"
"3215","CUL4A","CUL4A"
"3216","CUL4B","CUL4B"
"3217","CUL5","CUL5"
"3218","CUL7","CUL7"
"3219","CUL9","CUL9"
"3220","CUTA","CUTA"
"3221","CUTC","CUTC"
"3222","CUX1","CUX1"
"3223","CUX2","CUX2"
"3224","CWC15","CWC15"
"3225","CWC22","CWC22"
"3226","CWC25","CWC25"
"3227","CWC27","CWC27"
"3228","CWF19L1","CWF19L1"
"3229","CWF19L2","CWF19L2"
"3230","CWH43","CWH43"
"3231","CX3CL1","CX3CL1"
"3232","CX3CR1","CX3CR1"
"3233","CXADR","CXADR"
"3234","CXCL10","CXCL10"
"3235","CXCL11","CXCL11"
"3236","CXCL12","CXCL12"
"3237","CXCL14","CXCL14"
"3238","CXCL8","CXCL8"
"3239","CXCL9","CXCL9"
"3240","CXCR3","CXCR3"
"3241","CXCR4","CXCR4"
"3242","CXCR5","CXCR5"
"3243","CXCR6","CXCR6"
"3244","CXXC1","CXXC1"
"3245","CXXC4","CXXC4"
"3246","CXXC5","CXXC5"
"3247","CXorf38","CXorf38"
"3248","CXorf58","CXorf58"
"3249","CXorf65","CXorf65"
"3250","CYB561","CYB561"
"3251","CYB561A3","CYB561A3"
"3252","CYB561D1","CYB561D1"
"3253","CYB561D2","CYB561D2"
"3254","CYB5A","CYB5A"
"3255","CYB5B","CYB5B"
"3256","CYB5D1","CYB5D1"
"3257","CYB5D2","CYB5D2"
"3258","CYB5R1","CYB5R1"
"3259","CYB5R3","CYB5R3"
"3260","CYB5R4","CYB5R4"
"3261","CYB5RL","CYB5RL"
"3262","CYBA","CYBA"
"3263","CYBC1","CYBC1"
"3264","CYBRD1","CYBRD1"
"3265","CYC1","CYC1"
"3266","CYFIP1","CYFIP1"
"3267","CYFIP2","CYFIP2"
"3268","CYLC1","CYLC1"
"3269","CYLC2","CYLC2"
"3270","CYLD","CYLD"
"3271","CYP11A1","CYP11A1"
"3272","CYP17A1","CYP17A1"
"3273","CYP19A1","CYP19A1"
"3274","CYP1A1","CYP1A1"
"3275","CYP1A2","CYP1A2"
"3276","CYP1B1","CYP1B1"
"3277","CYP20A1","CYP20A1"
"3278","CYP21A2","CYP21A2"
"3279","CYP24A1","CYP24A1"
"3280","CYP26A1","CYP26A1"
"3281","CYP26B1","CYP26B1"
"3282","CYP26C1","CYP26C1"
"3283","CYP27A1","CYP27A1"
"3284","CYP27B1","CYP27B1"
"3285","CYP2A13","CYP2A19"
"3286","CYP2B6","CYP2B6B"
"3287","CYP2D6","CYP2D6"
"3288","CYP2E1","CYP2E1"
"3289","CYP2F1","CYP2F1"
"3290","CYP2J2","CYP2J34"
"3291","CYP2R1","CYP2R1"
"3292","CYP2S1","CYP2S1"
"3293","CYP2U1","CYP2U1"
"3294","CYP2W1","CYP2W1"
"3295","CYP39A1","CYP39A1"
"3296","CYP3A4","CYP3A29"
"3297","CYP46A1","CYP46A1"
"3298","CYP4B1","CYP4B1"
"3299","CYP4F22","CYP4F22"
"3300","CYP4F3","CYP4F3"
"3301","CYP4V2","CYP4V2"
"3302","CYP51A1","CYP51A1"
"3303","CYP7A1","CYP7A1"
"3304","CYP7B1","CYP7B1"
"3305","CYP8B1","CYP8B1"
"3306","CYRIA","CYRIA"
"3307","CYS1","CYS1"
"3308","CYSLTR1","CYSLTR1"
"3309","CYSRT1","CYSRT1"
"3310","CYSTM1","CYSTM1"
"3311","MT-CYB","CYTB"
"3312","CYTH1","CYTH1"
"3313","CYTH2","CYTH2"
"3314","CYTH3","CYTH3"
"3315","CYTH4","CYTH4"
"3316","CYTIP","CYTIP"
"3317","CYTL1","CYTL1"
"3318","CYYR1","CYYR1"
"3319","CZIB","CZIB"
"3320","D2HGDH","D2HGDH"
"3321","DAAM1","DAAM1"
"3322","DAAM2","DAAM2"
"3323","DAB1","DAB1"
"3324","DAB2","DAB2"
"3325","DAB2IP","DAB2IP"
"3326","DACH1","DACH1"
"3327","DACH2","DACH2"
"3328","DACT1","DACT1"
"3329","DACT2","DACT2"
"3330","DACT3","DACT3"
"3331","DAD1","DAD1"
"3332","DAG1","DAG1"
"3333","DAGLA","DAGLA"
"3334","DAGLB","DAGLB"
"3335","DALRD3","DALRD3"
"3336","DAO","DAO"
"3337","DAP","DAP"
"3338","DAP3","DAP3"
"3339","DAPK1","DAPK1"
"3340","DAPK2","DAPK2"
"3341","DAPK3","DAPK3"
"3342","DAPL1","DAPL1"
"3343","DAPP1","DAPP1"
"3344","DARS1","DARS1"
"3345","DARS2","DARS2"
"3346","DAW1","DAW1"
"3347","DAXX","DAXX"
"3348","DAZAP1","DAZAP1"
"3349","DAZAP2","DAZAP2"
"3350","DBF4B","DBF4B"
"3351","DBH","DBH"
"3352","DBI","DBI"
"3353","DBN1","DBN1"
"3354","DBNDD1","DBNDD1"
"3355","DBNDD2","DBNDD2"
"3356","DBNL","DBNL"
"3357","DBP","DBP"
"3358","DBR1","DBR1"
"3359","DBT","DBT"
"3360","DBX1","DBX1"
"3361","DBX2","DBX2"
"3362","DCAF1","DCAF1"
"3363","DCAF10","DCAF10"
"3364","DCAF11","DCAF11"
"3365","DCAF12","DCAF12"
"3366","DCAF12L2","DCAF12L2"
"3367","DCAF13","DCAF13"
"3368","DCAF15","DCAF15"
"3369","DCAF16","DCAF16"
"3370","DCAF17","DCAF17"
"3371","DCAF5","DCAF5"
"3372","DCAF6","DCAF6"
"3373","DCAF7","DCAF7"
"3374","DCAF8","DCAF8"
"3375","DCAKD","DCAKD"
"3376","DCBLD1","DCBLD1"
"3377","DCBLD2","DCBLD2"
"3378","DCC","DCC"
"3379","DCDC1","DCDC1"
"3380","DCDC2","DCDC2"
"3381","DCDC2B","DCDC2B"
"3382","DCDC2C","DCDC2C"
"3383","DCHS1","DCHS1"
"3384","DCHS2","DCHS2"
"3385","DCLK1","DCLK1"
"3386","DCLK2","DCLK2"
"3387","DCLK3","DCLK3"
"3388","DCLRE1A","DCLRE1A"
"3389","DCLRE1B","DCLRE1B"
"3390","DCLRE1C","DCLRE1C"
"3391","DCN","DCN"
"3392","DCP1A","DCP1A"
"3393","DCP1B","DCP1B"
"3394","DCP2","DCP2"
"3395","DCPS","DCPS"
"3396","DCST1","DCST1"
"3397","DCSTAMP","DCSTAMP"
"3398","DCT","DCT"
"3399","DCTD","DCTD"
"3400","DCTN1","DCTN1"
"3401","DCTN2","DCTN2"
"3402","DCTN3","DCTN3"
"3403","DCTN4","DCTN4"
"3404","DCTN5","DCTN5"
"3405","DCTN6","DCTN6"
"3406","DCTPP1","DCTPP1"
"3407","DCUN1D2","DCUN1D2"
"3408","DCUN1D3","DCUN1D3"
"3409","DCUN1D4","DCUN1D4"
"3410","DCUN1D5","DCUN1D5"
"3411","DCX","DCX"
"3412","DCXR","DCXR"
"3413","DDA1","DDA1"
"3414","DDAH1","DDAH1"
"3415","DDAH2","DDAH2"
"3416","DDB1","DDB1"
"3417","DDB2","DDB2"
"3418","DDC","DDC"
"3419","DDHD1","DDHD1"
"3420","DDHD2","DDHD2"
"3421","DDI1","DDI1"
"3422","DDIAS","DDIAS"
"3423","DDIT3","DDIT3"
"3424","DDIT4","DDIT4"
"3425","DDIT4L","DDIT4L"
"3426","DDN","DDN"
"3427","DDO","DDO"
"3428","DDOST","DDOST"
"3429","DDR1","DDR1"
"3430","DDR2","DDR2"
"3431","DDRGK1","DDRGK1"
"3432","DDT","DDT"
"3433","DDX1","DDX1"
"3434","DDX11","DDX11"
"3435","DDX18","DDX18"
"3436","DDX19A","DDX19A"
"3437","DDX19B","DDX19B"
"3438","DDX20","DDX20"
"3439","DDX21","DDX21"
"3440","DDX23","DDX23"
"3441","DDX24","DDX24"
"3442","DDX25","DDX25"
"3443","DDX27","DDX27"
"3444","DDX28","DDX28"
"3445","DDX31","DDX31"
"3446","DDX39A","DDX39A"
"3447","DDX39B","DDX39B"
"3448","DDX3X","DDX3X"
"3449","DDX4","DDX4"
"3450","DDX41","DDX41"
"3451","DDX42","DDX42"
"3452","DDX46","DDX46"
"3453","DDX47","DDX47"
"3454","DDX49","DDX49"
"3455","DDX5","DDX5"
"3456","DDX50","DDX50"
"3457","DDX51","DDX51"
"3458","DDX52","DDX52"
"3459","DDX54","DDX54"
"3460","DDX55","DDX55"
"3461","DDX56","DDX56"
"3462","DDX59","DDX59"
"3463","DDX6","DDX6"
"3464","DDX60","DDX60"
"3465","DEAF1","DEAF1"
"3466","DECR1","DECR1"
"3467","DECR2","DECR2"
"3468","DEDD","DEDD"
"3469","DEDD2","DEDD2"
"3470","DEF6","DEF6"
"3471","DEF8","DEF8"
"3472","DEFB1","DEFB1"
"3473","DEFB110","DEFB110"
"3474","DEFB113","DEFB113"
"3475","DEFB114","DEFB114"
"3476","DEFB115","DEFB115"
"3477","DEFB116","DEFB116"
"3478","DEFB119","DEFB119"
"3479","DEFB121","DEFB121"
"3480","DEFB123","DEFB123"
"3481","DEFB125","DEFB125"
"3482","DEFB127","DEFB127"
"3483","DEFB128","DEFB128"
"3484","DEFB129","DEFB129"
"3485","DEFB136","DEFB136"
"3486","DEGS1","DEGS1"
"3487","DEGS2","DEGS2"
"3488","DELE1","DELE1"
"3489","DENND10","DENND10"
"3490","DENND11","DENND11"
"3491","DENND1A","DENND1A"
"3492","DENND1B","DENND1B"
"3493","DENND1C","DENND1C"
"3494","DENND2A","DENND2A"
"3495","DENND2B","DENND2B"
"3496","DENND2C","DENND2C"
"3497","DENND2D","DENND2D"
"3498","DENND3","DENND3"
"3499","DENND4A","DENND4A"
"3500","DENND4B","DENND4B"
"3501","DENND4C","DENND4C"
"3502","DENND5A","DENND5A"
"3503","DENND5B","DENND5B"
"3504","DENND6A","DENND6A"
"3505","DENND6B","DENND6B"
"3506","DENR","DENR"
"3507","DEPDC1","DEPDC1"
"3508","DEPDC1B","DEPDC1B"
"3509","DEPDC5","DEPDC5"
"3510","DEPDC7","DEPDC7"
"3511","DEPP1","DEPP1"
"3512","DEPTOR","DEPTOR"
"3513","DERA","DERA"
"3514","DERL1","DERL1"
"3515","DERL2","DERL2"
"3516","DERL3","DERL3"
"3517","DERPC","DERPC"
"3518","DES","DES"
"3519","DESI1","DESI1"
"3520","DESI2","DESI2"
"3521","DET1","DET1"
"3522","DEUP1","DEUP1"
"3523","DEXI","DEXI"
"3524","DFFA","DFFA"
"3525","DFFB","DFFB"
"3526","DGAT1","DGAT1"
"3527","DGAT2","DGAT2"
"3528","DGAT2L6","DGAT2L6"
"3529","DGCR2","DGCR2"
"3530","DGCR8","DGCR8"
"3531","DGKA","DGKA"
"3532","DGKB","DGKB"
"3533","DGKD","DGKD"
"3534","DGKE","DGKE"
"3535","DGKG","DGKG"
"3536","DGKH","DGKH"
"3537","DGKI","DGKI"
"3538","DGKK","DGKK"
"3539","DGKQ","DGKQ"
"3540","DGKZ","DGKZ"
"3541","DGUOK","DGUOK"
"3542","DHCR24","DHCR24"
"3543","DHCR7","DHCR7"
"3544","DHDDS","DHDDS"
"3545","DHDH","DHDH"
"3546","DHH","DHH"
"3547","DHODH","DHODH"
"3548","DHPS","DHPS"
"3549","DHRS1","DHRS1"
"3550","DHRS11","DHRS11"
"3551","DHRS13","DHRS13"
"3552","DHRS3","DHRS3"
"3553","DHRS4L2","DHRS4"
"3554","DHRS7","DHRS7"
"3555","DHRS7B","DHRS7B"
"3556","DHRS7C","DHRS7C"
"3557","DHRS9","DHRS9"
"3558","DHTKD1","DHTKD1"
"3559","DHX15","DHX15"
"3560","DHX16","DHX16"
"3561","DHX29","DHX29"
"3562","DHX30","DHX30"
"3563","DHX32","DHX32"
"3564","DHX33","DHX33"
"3565","DHX34","DHX34"
"3566","DHX35","DHX35"
"3567","DHX36","DHX36"
"3568","DHX37","DHX37"
"3569","DHX38","DHX38"
"3570","DHX40","DHX40"
"3571","DHX57","DHX57"
"3572","DHX58","DHX58"
"3573","DHX8","DHX8"
"3574","DHX9","DHX9"
"3575","DIABLO","DIABLO"
"3576","DIAPH1","DIAPH1"
"3577","DIAPH2","DIAPH2"
"3578","DIAPH3","DIAPH3"
"3579","DICER1","DICER1"
"3580","DIMT1","DIMT1"
"3581","DIO1","DIO1"
"3582","DIO2","DIO2"
"3583","DIO3","DIO3"
"3584","DIP2A","DIP2A"
"3585","DIP2B","DIP2B"
"3586","DIP2C","DIP2C"
"3587","DIPK1A","DIPK1A"
"3588","DIPK1B","DIPK1B"
"3589","DIPK1C","DIPK1C"
"3590","DIPK2A","DIPK2A"
"3591","DIPK2B","DIPK2B"
"3592","DIRAS1","DIRAS1"
"3593","DIRAS2","DIRAS2"
"3594","DIRAS3","DIRAS3"
"3595","DIS3","DIS3"
"3596","DIS3L","DIS3L"
"3597","DIS3L2","DIS3L2"
"3598","DISC1","DISC1"
"3599","DISP1","DISP1"
"3600","DISP2","DISP2"
"3601","DISP3","DISP3"
"3602","DKC1","DKC1"
"3603","DKK1","DKK1"
"3604","DKK2","DKK2"
"3605","DKK3","DKK3"
"3606","DKK4","DKK4"
"3607","DKKL1","DKKL1"
"3608","DLAT","DLAT"
"3609","DLC1","DLC1"
"3610","DLD","DLD"
"3611","DLEC1","DLEC1"
"3612","DLEU7","DLEU7"
"3613","DLG1","DLG1"
"3614","DLG2","DLG2"
"3615","DLG3","DLG3"
"3616","DLG4","DLG4"
"3617","DLG5","DLG5"
"3618","DLGAP1","DLGAP1"
"3619","DLGAP2","DLGAP2"
"3620","DLGAP3","DLGAP3"
"3621","DLGAP4","DLGAP4"
"3622","DLGAP5","DLGAP5"
"3623","DLK1","DLK1"
"3624","DLK2","DLK2"
"3625","DLL1","DLL1"
"3626","DLL3","DLL3"
"3627","DLL4","DLL4"
"3628","DLST","DLST"
"3629","DLX1","DLX1"
"3630","DLX2","DLX2"
"3631","DLX3","DLX3"
"3632","DLX4","DLX4"
"3633","DLX5","DLX5"
"3634","DLX6","DLX6"
"3635","DMAC1","DMAC1"
"3636","DMAC2","DMAC2"
"3637","DMAC2L","DMAC2L"
"3638","DMAP1","DMAP1"
"3639","DMBX1","DMBX1"
"3640","DMC1","DMC1"
"3641","DMGDH","DMGDH"
"3642","DMKN","DMKN"
"3643","DMP1","DMP1"
"3644","DMPK","DMPK"
"3645","DMRT1","DMRT1"
"3646","DMRT2","DMRT2"
"3647","DMRT3","DMRT3"
"3648","DMRTA1","DMRTA1"
"3649","DMRTA2","DMRTA2"
"3650","DMRTC2","DMRTC2"
"3651","DMTF1","DMTF1"
"3652","DMTN","DMTN"
"3653","DMWD","DMWD"
"3654","DMXL1","DMXL1"
"3655","DMXL2","DMXL2"
"3656","DNA2","DNA2"
"3657","DNAAF1","DNAAF1"
"3658","DNAAF10","DNAAF10"
"3659","DNAAF11","DNAAF11"
"3660","DNAAF2","DNAAF2"
"3661","DNAAF3","DNAAF3"
"3662","DNAAF4","DNAAF4"
"3663","DNAAF5","DNAAF5"
"3664","DNAAF6","DNAAF6"
"3665","DNAAF8","DNAAF8"
"3666","DNAAF9","DNAAF9"
"3667","DNAH1","DNAH1"
"3668","DNAH10","DNAH10"
"3669","DNAH11","DNAH11"
"3670","DNAH12","DNAH12"
"3671","DNAH14","DNAH14"
"3672","DNAH17","DNAH17"
"3673","DNAH2","DNAH2"
"3674","DNAH3","DNAH3"
"3675","DNAH5","DNAH5"
"3676","DNAH6","DNAH6"
"3677","DNAH7","DNAH7"
"3678","DNAH8","DNAH8"
"3679","DNAH9","DNAH9"
"3680","DNAI1","DNAI1"
"3681","DNAI2","DNAI2"
"3682","DNAI3","DNAI3"
"3683","DNAI4","DNAI4"
"3684","DNAI7","DNAI7"
"3685","DNAJA1","DNAJA1"
"3686","DNAJA2","DNAJA2"
"3687","DNAJA3","DNAJA3"
"3688","DNAJA4","DNAJA4"
"3689","DNAJB1","DNAJB1"
"3690","DNAJB11","DNAJB11"
"3691","DNAJB12","DNAJB12"
"3692","DNAJB13","DNAJB13"
"3693","DNAJB14","DNAJB14"
"3694","DNAJB2","DNAJB2"
"3695","DNAJB4","DNAJB4"
"3696","DNAJB5","DNAJB5"
"3697","DNAJB6","DNAJB6"
"3698","DNAJB8","DNAJB8"
"3699","DNAJB9","DNAJB9"
"3700","DNAJC1","DNAJC1"
"3701","DNAJC10","DNAJC10"
"3702","DNAJC11","DNAJC11"
"3703","DNAJC12","DNAJC12"
"3704","DNAJC13","DNAJC13"
"3705","DNAJC14","DNAJC14"
"3706","DNAJC15","DNAJC15"
"3707","DNAJC16","DNAJC16"
"3708","DNAJC17","DNAJC17"
"3709","DNAJC18","DNAJC18"
"3710","DNAJC19","DNAJC19"
"3711","DNAJC2","DNAJC2"
"3712","DNAJC22","DNAJC22"
"3713","DNAJC24","DNAJC24"
"3714","DNAJC25","DNAJC25"
"3715","DNAJC27","DNAJC27"
"3716","DNAJC28","DNAJC28"
"3717","DNAJC3","DNAJC3"
"3718","DNAJC30","DNAJC30"
"3719","DNAJC4","DNAJC4"
"3720","DNAJC5","DNAJC5"
"3721","DNAJC5B","DNAJC5B"
"3722","DNAJC5G","DNAJC5G"
"3723","DNAJC6","DNAJC6"
"3724","DNAJC7","DNAJC7"
"3725","DNAJC8","DNAJC8"
"3726","DNAJC9","DNAJC9"
"3727","DNAL1","DNAL1"
"3728","DNAL4","DNAL4"
"3729","DNALI1","DNALI1"
"3730","DNASE1","DNASE1"
"3731","DNASE1L1","DNASE1L1"
"3732","DNASE1L2","DNASE1L2"
"3733","DNASE1L3","DNASE1L3"
"3734","DNASE2","DNASE2"
"3735","DNASE2B","DNASE2B"
"3736","DND1","DND1"
"3737","DNER","DNER"
"3738","DNLZ","DNLZ"
"3739","DNM1","DNM1"
"3740","DNM1L","DNM1L"
"3741","DNM2","DNM2"
"3742","DNM3","DNM3"
"3743","DNMBP","DNMBP"
"3744","DNMT1","DNMT1"
"3745","DNMT3A","DNMT3A"
"3746","DNMT3B","DNMT3B"
"3747","DNMT3L","DNMT3L"
"3748","DNPEP","DNPEP"
"3749","DNPH1","DNPH1"
"3750","DNTT","DNTT"
"3751","DNTTIP1","DNTTIP1"
"3752","DNTTIP2","DNTTIP2"
"3753","DOC2A","DOC2A"
"3754","DOC2B","DOC2B"
"3755","DOCK1","DOCK1"
"3756","DOCK10","DOCK10"
"3757","DOCK11","DOCK11"
"3758","DOCK2","DOCK2"
"3759","DOCK3","DOCK3"
"3760","DOCK4","DOCK4"
"3761","DOCK5","DOCK5"
"3762","DOCK6","DOCK6"
"3763","DOCK7","DOCK7"
"3764","DOCK8","DOCK8"
"3765","DOCK9","DOCK9"
"3766","DOHH","DOHH"
"3767","DOK1","DOK1"
"3768","DOK2","DOK2"
"3769","DOK3","DOK3"
"3770","DOK4","DOK4"
"3771","DOK5","DOK5"
"3772","DOK6","DOK6"
"3773","DOLK","DOLK"
"3774","DOLPP1","DOLPP1"
"3775","DONSON","DONSON"
"3776","DOP1A","DOP1A"
"3777","DOP1B","DOP1B"
"3778","DOT1L","DOT1L"
"3779","DPAGT1","DPAGT1"
"3780","DPCD","DPCD"
"3781","DPEP1","DPEP1"
"3782","DPEP2","DPEP2"
"3783","DPEP2NB","DPEP2NB"
"3784","DPEP3","DPEP3"
"3785","DPF1","DPF1"
"3786","DPF2","DPF2"
"3787","DPF3","DPF3"
"3788","DPH1","DPH1"
"3789","DPH2","DPH2"
"3790","DPH3","DPH3"
"3791","DPH5","DPH5"
"3792","DPH6","DPH6"
"3793","DPH7","DPH7"
"3794","DPM1","DPM1"
"3795","DPM2","DPM2"
"3796","DPM3","DPM3"
"3797","DPP10","DPP10"
"3798","DPP3","DPP3"
"3799","DPP4","DPP4"
"3800","DPP6","DPP6"
"3801","DPP7","DPP7"
"3802","DPP8","DPP8"
"3803","DPP9","DPP9"
"3804","DPPA2","DPPA2"
"3805","DPPA4","DPPA4"
"3806","DPPA5","DPPA5"
"3807","DPRX","DPRX"
"3808","DPT","DPT"
"3809","DPY19L1","DPY19L1"
"3810","DPY19L2","DPY19L2"
"3811","DPY19L3","DPY19L3"
"3812","DPY19L4","DPY19L4"
"3813","DPY30","DPY30"
"3814","DPYD","DPYD"
"3815","DPYS","DPYS"
"3816","DPYSL2","DPYSL2"
"3817","DPYSL3","DPYSL3"
"3818","DPYSL4","DPYSL4"
"3819","DPYSL5","DPYSL5"
"3820","DQX1","DQX1"
"3821","DR1","DR1"
"3822","DRAM1","DRAM1"
"3823","DRAM2","DRAM2"
"3824","DRAP1","DRAP1"
"3825","DRAXIN","DRAXIN"
"3826","DRC1","DRC1"
"3827","DRC3","DRC3"
"3828","DRC7","DRC7"
"3829","DRD1","DRD1"
"3830","DRD2","DRD2"
"3831","DRD3","DRD3"
"3832","DRD4","DRD4"
"3833","DRD5","DRD5"
"3834","DRG1","DRG1"
"3835","DRG2","DRG2"
"3836","DRGX","DRGX"
"3837","DROSHA","DROSHA"
"3838","DRP2","DRP2"
"3839","DSC1","DSC1"
"3840","DSC2","DSC2"
"3841","DSC3","DSC3"
"3842","DSCAM","DSCAM"
"3843","DSCAML1","DSCAML1"
"3844","DSCC1","DSCC1"
"3845","DSE","DSE"
