"","human_gene","dog_gene"
"5212","GPR157","GPR157"
"5213","GPR158","GPR158"
"5214","GPR15LG","GPR15LG"
"5215","GPR160","GPR160"
"5216","GPR161","GPR161"
"5217","GPR162","GPR162"
"5218","GPR17","GPR17"
"5219","GPR171","GPR171"
"5220","GPR173","GPR173"
"5221","GPR174","GPR174"
"5222","GPR176","GPR176"
"5223","GPR179","GPR179"
"5224","GPR18","GPR18"
"5225","GPR180","GPR180"
"5226","GPR182","GPR182"
"5227","GPR183","GPR183"
"5228","GPR19","GPR19"
"5229","GPR20","GPR20"
"5230","GPR21","GPR21"
"5231","GPR22","GPR22"
"5232","GPR25","GPR25"
"5233","GPR26","GPR26"
"5234","GPR27","GPR27"
"5235","GPR3","GPR3"
"5236","GPR31","GPR31"
"5237","GPR33","GPR33"
"5238","GPR35","GPR35"
"5239","GPR37","GPR37"
"5240","GPR37L1","GPR37L1"
"5241","GPR4","GPR4"
"5242","GPR45","GPR45"
"5243","GPR50","GPR50"
"5244","GPR52","GPR52"
"5245","GPR55","GPR55"
"5246","GPR6","GPR6"
"5247","GPR61","GPR61"
"5248","GPR62","GPR62"
"5249","GPR63","GPR63"
"5250","GPR65","GPR65"
"5251","GPR68","GPR68"
"5252","GPR75","GPR75"
"5253","GPR82","GPR82"
"5254","GPR83","GPR83"
"5255","GPR84","GPR84"
"5256","GPR85","GPR85"
"5257","GPR87","GPR87"
"5258","GPR88","GPR88"
"5259","GPR89A","GPR89A"
"5260","GPRASP2","GPRASP2"
"5261","GPRC5A","GPRC5A"
"5262","GPRC5B","GPRC5B"
"5263","GPRC5C","GPRC5C"
"5264","GPRC6A","GPRC6A"
"5265","GPRIN1","GPRIN1"
"5266","GPRIN3","GPRIN3"
"5267","GPS1","GPS1"
"5268","GPS2","GPS2"
"5269","GPSM1","GPSM1"
"5270","GPSM2","GPSM2"
"5271","GPSM3","GPSM3"
"5272","GPX1","GPX1"
"5273","GPX2","GPX2"
"5274","GPX3","GPX3"
"5275","GPX4","GPX4"
"5276","GPX5","GPX5"
"5277","GPX6","GPX6"
"5278","GPX7","GPX7"
"5279","GPX8","GPX8"
"5280","GRAMD1A","GRAMD1A"
"5281","GRAMD1B","GRAMD1B"
"5282","GRAMD1C","GRAMD1C"
"5283","GRAMD2A","GRAMD2A"
"5284","GRAMD2B","GRAMD2B"
"5285","GRAMD4","GRAMD4"
"5286","GRAP2","GRAP2"
"5287","GRB10","GRB10"
"5288","GRB14","GRB14"
"5289","GRB2","GRB2"
"5290","GRB7","GRB7"
"5291","GREB1","GREB1"
"5292","GREB1L","GREB1L"
"5293","GREM1","GREM1"
"5294","GREM2","GREM2"
"5295","GRHL1","GRHL1"
"5296","GRHL2","GRHL2"
"5297","GRHL3","GRHL3"
"5298","GRHPR","GRHPR"
"5299","GRIA1","GRIA1"
"5300","GRIA2","GRIA2"
"5301","GRIA3","GRIA3"
"5302","GRIA4","GRIA4"
"5303","GRID1","GRID1"
"5304","GRID2","GRID2"
"5305","GRID2IP","GRID2IP"
"5306","GRIFIN","GRIFIN"
"5307","GRIK1","GRIK1"
"5308","GRIK2","GRIK2"
"5309","GRIK3","GRIK3"
"5310","GRIK4","GRIK4"
"5311","GRIK5","GRIK5"
"5312","GRIN2A","GRIN2A"
"5313","GRIN2B","GRIN2B"
"5314","GRIN2C","GRIN2C"
"5315","GRIN2D","GRIN2D"
"5316","GRIN3A","GRIN3A"
"5317","GRIN3B","GRIN3B"
"5318","GRIP1","GRIP1"
"5319","GRIP2","GRIP2"
"5320","GRIPAP1","GRIPAP1"
"5321","GRK1","GRK1"
"5322","GRK2","GRK2"
"5323","GRK3","GRK3"
"5324","GRK4","GRK4"
"5325","GRK5","GRK5"
"5326","GRK6","GRK6"
"5327","GRK7","GRK7"
"5328","GRM1","GRM1"
"5329","GRM2","GRM2"
"5330","GRM4","GRM4"
"5331","GRM5","GRM5"
"5332","GRM6","GRM6"
"5333","GRM7","GRM7"
"5334","GRM8","GRM8"
"5335","GRN","GRN"
"5336","GRP","GRP"
"5337","GRPEL1","GRPEL1"
"5338","GRPR","GRPR"
"5339","GRSF1","GRSF1"
"5340","GRTP1","GRTP1"
"5341","GRWD1","GRWD1"
"5342","GRXCR1","GRXCR1"
"5343","GRXCR2","GRXCR2"
"5344","GSAP","GSAP"
"5345","GSC","GSC"
"5346","GSC2","GSC2"
"5347","GSDMA","GSDMA"
"5348","GSDMD","GSDMD"
"5349","GSDME","GSDME"
"5350","GSE1","GSE1"
"5351","GSG1","GSG1"
"5352","GSG1L","GSG1L"
"5353","GSG1L2","GSG1L2"
"5354","GSK3A","GSK3A"
"5355","GSK3B","GSK3B"
"5356","GSKIP","GSKIP"
"5357","GSN","GSN"
"5358","GSPT1","GSPT1"
"5359","GSPT2","GSPT2"
"5360","GSR","GSR"
"5361","GSS","GSS"
"5362","GSTA4","GSTA4"
"5363","GSTCD","GSTCD"
"5364","GSTK1","GSTK1"
"5365","GSTM4","GSTM4"
"5366","GSTO1","GSTO1"
"5367","GSTO2","GSTO2"
"5368","GSTZ1","GSTZ1"
"5369","GSX1","GSX1"
"5370","GSX2","GSX2"
"5371","GTDC1","GTDC1"
"5372","GTF2A1","GTF2A1"
"5373","GTF2A1L","GTF2A1L"
"5374","GTF2B","GTF2B"
"5375","GTF2E1","GTF2E1"
"5376","GTF2E2","GTF2E2"
"5377","GTF2F1","GTF2F1"
"5378","GTF2F2","GTF2F2"
"5379","GTF2H1","GTF2H1"
"5380","GTF2H2","GTF2H2"
"5381","GTF2H3","GTF2H3"
"5382","GTF2H4","GTF2H4"
"5383","GTF2H5","GTF2H5"
"5384","GTF2I","GTF2I"
"5385","GTF2IRD1","GTF2IRD1"
"5386","GTF3A","GTF3A"
"5387","GTF3C1","GTF3C1"
"5388","GTF3C2","GTF3C2"
"5389","GTF3C3","GTF3C3"
"5390","GTF3C4","GTF3C4"
"5391","GTF3C6","GTF3C6"
"5392","GTPBP1","GTPBP1"
"5393","GTPBP10","GTPBP10"
"5394","GTPBP2","GTPBP2"
"5395","GTPBP3","GTPBP3"
"5396","GTPBP4","GTPBP4"
"5397","GTPBP6","GTPBP6"
"5398","GTPBP8","GTPBP8"
"5399","GTSE1","GTSE1"
"5400","GTSF1L","GTSF1L"
"5401","GUCA1A","GUCA1A"
"5402","GUCA1B","GUCA1B"
"5403","GUCA1C","GUCA1C"
"5404","GUCA2A","GUCA2A"
"5405","GUCA2B","GUCA2B"
"5406","GUCD1","GUCD1"
"5407","GUCY1A1","GUCY1A1"
"5408","GUCY1A2","GUCY1A2"
"5409","GUCY1B1","GUCY1B1"
"5410","GUCY2C","GUCY2C"
"5411","GUCY2D","GUCY2D"
"5412","GUCY2F","GUCY2F"
"5413","GUF1","GUF1"
"5414","GUK1","GUK1"
"5415","GULP1","GULP1"
"5416","GUSB","GUSB"
"5417","GVQW3","GVQW3"
"5418","GXYLT1","GXYLT1"
"5419","GXYLT2","GXYLT2"
"5420","GYG1","GYG1"
"5421","GYG2","GYG2"
"5422","GYPB","GYPA"
"5423","GYPC","GYPC"
"5424","GYS1","GYS1"
"5425","GYS2","GYS2"
"5426","GZF1","GZF1"
"5427","GZMA","GZMA"
"5428","GZMB","GZMB"
"5429","GZMK","GZMK"
"5430","H1-2","H1-2"
"5431","H1-4","H1-4"
"5432","H1-5","H1-5"
"5433","H1-6","H1-6"
"5434","H1-8","H1-8"
"5435","H1-0","H1F0"
"5436","H1-10","H1FX"
"5437","H2AC21","H2AC21"
"5438","H2AC6","H2AC6"
"5439","H2AJ","H2AFJ"
"5440","H2AZ2","H2AFV"
"5441","H2AX","H2AX"
"5442","H2AZ1","H2AZ1"
"5443","H3C3","H3C8"
"5444","H4C8","H4C4"
"5445","H6PD","H6PD"
"5446","HABP2","HABP2"
"5447","HABP4","HABP4"
"5448","HACD1","HACD1"
"5449","HACD2","HACD2"
"5450","HACD3","HACD3"
"5451","HACD4","HACD4"
"5452","HACE1","HACE1"
"5453","HADH","HADH"
"5454","HADHA","HADHA"
"5455","HAGH","HAGH"
"5456","HAGHL","HAGHL"
"5457","HAL","HAL"
"5458","HAMP","HAMP"
"5459","HAND1","HAND1"
"5460","HAND2","HAND2"
"5461","HAO1","HAO1"
"5462","HAO2","HAO2"
"5463","HAP1","HAP1"
"5464","HAPLN1","HAPLN1"
"5465","HAPLN2","HAPLN2"
"5466","HAPLN4","HAPLN4"
"5467","HAPSTR1","HAPSTR1"
"5468","HARBI1","HARBI1"
"5469","HARS1","HARS1"
"5470","HARS2","HARS2"
"5471","HAS1","HAS1"
"5472","HAS2","HAS2"
"5473","HAS3","HAS3"
"5474","HASPIN","HASPIN"
"5475","HAT1","HAT1"
"5476","HAUS1","HAUS1"
"5477","HAUS2","HAUS2"
"5478","HAUS5","HAUS5"
"5479","HAUS6","HAUS6"
"5480","HAUS8","HAUS8"
"5481","TIMD4","HAVCR1"
"5482","HAVCR2","HAVCR2"
"5483","HAX1","HAX1"
"5484","HBEGF","HBEGF"
"5485","HBM","HBM"
"5486","HBP1","HBP1"
"5487","HBS1L","HBS1L"
"5488","HCAR1","HCAR1"
"5489","HCAR2","HCAR2"
"5490","HCCS","HCCS"
"5491","HCFC1","HCFC1"
"5492","HCFC1R1","HCFC1R1"
"5493","HCFC2","HCFC2"
"5494","HCK","HCK"
"5495","HCLS1","HCLS1"
"5496","HCN1","HCN1"
"5497","HCN2","HCN2"
"5498","HCN3","HCN3"
"5499","HCN4","HCN4"
"5500","HCRT","HCRT"
"5501","HCRTR1","HCRTR1"
"5502","HCRTR2","HCRTR2"
"5503","HCST","HCST"
"5504","HDAC1","HDAC1"
"5505","HDAC10","HDAC10"
"5506","HDAC2","HDAC2"
"5507","HDAC3","HDAC3"
"5508","HDAC4","HDAC4"
"5509","HDAC5","HDAC5"
"5510","HDAC6","HDAC6"
"5511","HDAC7","HDAC7"
"5512","HDAC8","HDAC8"
"5513","HDAC9","HDAC9"
"5514","HDC","HDC"
"5515","HDDC2","HDDC2"
"5516","HDDC3","HDDC3"
"5517","HDGF","HDGF"
"5518","HDGFL2","HDGFL2"
"5519","HDHD2","HDHD2"
"5520","HDHD3","HDHD3"
"5521","HDLBP","HDLBP"
"5522","HEATR1","HEATR1"
"5523","HEATR3","HEATR3"
"5524","HEATR4","HEATR4"
"5525","HEATR5A","HEATR5A"
"5526","HEATR5B","HEATR5B"
"5527","HEATR6","HEATR6"
"5528","HEATR9","HEATR9"
"5529","HEBP2","HEBP2"
"5530","HECA","HECA"
"5531","HECTD1","HECTD1"
"5532","HECTD2","HECTD2"
"5533","HECTD3","HECTD3"
"5534","HECTD4","HECTD4"
"5535","HECW1","HECW1"
"5536","HECW2","HECW2"
"5537","HEG1","HEG1"
"5538","HELB","HELB"
"5539","HELLS","HELLS"
"5540","HELT","HELT"
"5541","HELZ","HELZ"
"5542","HEMK1","HEMK1"
"5543","HENMT1","HENMT1"
"5544","HEPACAM","HEPACAM"
"5545","HEPACAM2","HEPACAM2"
"5546","HEPH","HEPH"
"5547","HEPHL1","HEPHL1"
"5548","HERC1","HERC1"
"5549","HERC3","HERC3"
"5550","HERC4","HERC4"
"5551","HERC5","HERC5"
"5552","HERC6","HERC6"
"5553","HERPUD1","HERPUD1"
"5554","HERPUD2","HERPUD2"
"5555","HES1","HES1"
"5556","HES2","HES2"
"5557","HES3","HES3"
"5558","HES4","HES4"
"5559","HES5","HES5"
"5560","HES6","HES6"
"5561","HES7","HES7"
"5562","HESX1","HESX1"
"5563","HEXA","HEXA"
"5564","HEXB","HEXB"
"5565","HEXD","HEXD"
"5566","HEXIM2","HEXIM2"
"5567","HEY1","HEY1"
"5568","HEY2","HEY2"
"5569","HEYL","HEYL"
"5570","HFM1","HFM1"
"5571","HGD","HGD"
"5572","HGF","HGF"
"5573","HGFAC","HGFAC"
"5574","HGH1","HGH1"
"5575","HGS","HGS"
"5576","HGSNAT","HGSNAT"
"5577","HHAT","HHAT"
"5578","CCDC13","HHATL"
"5579","HHEX","HHEX"
"5580","HHIP","HHIP"
"5581","HHIPL1","HHIPL1"
"5582","HHIPL2","HHIPL2"
"5583","HHLA1","HHLA1"
"5584","HIBCH","HIBCH"
"5585","HIC1","HIC1"
"5586","HIC2","HIC2"
"5587","HID1","HID1"
"5588","HIF1A","HIF1A"
"5589","HIF1AN","HIF1AN"
"5590","HIF3A","HIF3A"
"5591","HIGD1A","HIGD1A"
"5592","HIGD1B","HIGD1B"
"5593","HIGD1C","HIGD1C"
"5594","HIGD2A","HIGD2A"
"5595","EED","HIKESHI"
"5596","HINFP","HINFP"
"5597","HINT1","HINT1"
"5598","HINT2","HINT2"
"5599","HIP1","HIP1"
"5600","HIP1R","HIP1R"
"5601","HIPK1","HIPK1"
"5602","HIPK2","HIPK2"
"5603","HIPK3","HIPK3"
"5604","HIPK4","HIPK4"
"5605","HIRA","HIRA"
"5606","HIRIP3","HIRIP3"
"5607","H2AC1","HIST1H2AA"
"5608","H2AC25","HIST3H2A"
"5609","HIVEP1","HIVEP1"
"5610","HIVEP2","HIVEP2"
"5611","HIVEP3","HIVEP3"
"5612","HJURP","HJURP"
"5613","HK1","HK1"
"5614","HK2","HK2"
"5615","HK3","HK3"
"5616","HKDC1","HKDC1"
"5617","HLA-DQB2","HLA-DQB2"
"5618","HLCS","HLCS"
"5619","HLF","HLF"
"5620","HLTF","HLTF"
"5621","HLX","HLX"
"5622","HM13","HM13"
"5623","HMBOX1","HMBOX1"
"5624","HMBS","HMBS"
"5625","HMCES","HMCES"
"5626","HMCN1","HMCN1"
"5627","HMCN2","HMCN2"
"5628","HMG20A","HMG20A"
"5629","HMGA1","HMGA1"
"5630","HMGA2","HMGA2"
"5631","HMGB2","HMGB2"
"5632","HMGB3","HMGB3"
"5633","HMGCL","HMGCL"
"5634","HMGCLL1","HMGCLL1"
"5635","HMGCR","HMGCR"
"5636","HMGCS1","HMGCS1"
"5637","HMGCS2","HMGCS2"
"5638","DHDDS","HMGN2"
"5639","HMGN3","HMGN3"
"5640","HMGN4","HMGN4"
"5641","HMGXB3","HMGXB3"
"5642","HMGXB4","HMGXB4"
"5643","HMMR","HMMR"
"5644","HMOX1","HMOX1"
"5645","HMOX2","HMOX2"
"5646","HMX1","HMX1"
"5647","HMX2","HMX2"
"5648","HMX3","HMX3"
"5649","HNF1A","HNF1A"
"5650","HNF1B","HNF1B"
"5651","HNF4A","HNF4A"
"5652","HNF4G","HNF4G"
"5653","HNMT","HNMT"
"5654","HNRNPA2B1","HNRNPA2B1"
"5655","HNRNPAB","HNRNPAB"
"5656","HNRNPD","HNRNPD"
"5657","HNRNPDL","HNRNPDL"
"5658","HNRNPF","HNRNPF"
"5659","HNRNPH1","HNRNPH1"
"5660","HNRNPH2","HNRNPH2"
"5661","HNRNPH3","HNRNPH3"
"5662","HNRNPK","HNRNPK"
"5663","HNRNPL","HNRNPL"
"5664","HNRNPLL","HNRNPLL"
"5665","HNRNPM","HNRNPM"
"5666","HNRNPR","HNRNPR"
"5667","HNRNPU","HNRNPU"
"5668","HNRNPUL1","HNRNPUL1"
"5669","HNRNPUL2","HNRNPUL2"
"5670","HOGA1","HOGA1"
"5671","HOMER1","HOMER1"
"5672","HOMER3","HOMER3"
"5673","HOMEZ","HOMEZ"
"5674","HOOK1","HOOK1"
"5675","HOOK2","HOOK2"
"5676","HORMAD1","HORMAD1"
"5677","HORMAD2","HORMAD2"
"5678","HOXA1","HOXA1"
"5679","HOXA10","HOXA10"
"5680","HOXA11","HOXA11"
"5681","HOXA13","HOXA13"
"5682","HOXA2","HOXA2"
"5683","HOXA3","HOXA3"
"5684","HOXA4","HOXA4"
"5685","HOXA5","HOXA5"
"5686","HOXA6","HOXA6"
"5687","HOXA7","HOXA7"
"5688","HOXA9","HOXA9"
"5689","HOXB1","HOXB1"
"5690","HOXB13","HOXB13"
"5691","HOXB2","HOXB2"
"5692","HOXB3","HOXB3"
"5693","HOXB4","HOXB4"
"5694","HOXB5","HOXB5"
"5695","HOXB6","HOXB6"
"5696","HOXB7","HOXB7"
"5697","HOXB8","HOXB8"
"5698","HOXB9","HOXB9"
"5699","HOXC10","HOXC10"
"5700","HOXC11","HOXC11"
"5701","HOXC12","HOXC12"
"5702","HOXC13","HOXC13"
"5703","HOXC4","HOXC4"
"5704","HOXC5","HOXC5"
"5705","HOXC6","HOXC6"
"5706","HOXC8","HOXC8"
"5707","HOXC9","HOXC9"
"5708","HOXD1","HOXD1"
"5709","HOXD10","HOXD10"
"5710","HOXD12","HOXD12"
"5711","HOXD13","HOXD13"
"5712","HOXD3","HOXD3"
"5713","HOXD4","HOXD4"
"5714","HOXD9","HOXD9"
"5715","HP1BP3","HP1BP3"
"5716","HPCA","HPCA"
"5717","HPCAL1","HPCAL1"
"5718","HPCAL4","HPCAL4"
"5719","HPD","HPD"
"5720","HPDL","HPDL"
"5721","HPF1","HPF1"
"5722","HPGD","HPGD"
"5723","HPGDS","HPGDS"
"5724","HPN","HPN"
"5725","HPRT1","HPRT1"
"5726","HPS1","HPS1"
"5727","HPS3","HPS3"
"5728","HPS4","HPS4"
"5729","HPS5","HPS5"
"5730","HPS6","HPS6"
"5731","HPSE","HPSE"
"5732","HPSE2","HPSE2"
"5733","HR","HR"
"5734","HRAS","HRAS"
"5735","HRC","HRC"
"5736","HRCT1","HRCT1"
"5737","HRG","HRG"
"5738","HRH1","HRH1"
"5739","HRH2","HRH2"
"5740","HRH3","HRH3"
"5741","HRH4","HRH4"
"5742","HROB","HROB"
"5743","HS1BP3","HS1BP3"
"5744","HS2ST1","HS2ST1"
"5745","HS3ST1","HS3ST1"
"5746","HS3ST3A1","HS3ST3A1"
"5747","HS3ST3B1","HS3ST3B1"
"5748","HS3ST5","HS3ST5"
"5749","HS3ST6","HS3ST6"
"5750","HS6ST2","HS6ST2"
"5751","HSBP1","HSBP1"
"5752","HSBP1L1","HSBP1L1"
"5753","HSCB","HSCB"
"5754","TRAF3IP3","HSD11B1"
"5755","HSD11B1L","HSD11B1L"
"5756","HSD11B2","HSD11B2"
"5757","HSD17B1","HSD17B1"
"5758","HSD17B10","HSD17B10"
"5759","HSD17B12","HSD17B12"
"5760","HSD17B11","HSD17B13"
"5761","NTN5","HSD17B14"
"5762","HSD17B2","HSD17B2"
"5763","SLC35D2","HSD17B3"
"5764","HSD17B4","HSD17B4"
"5765","HSD17B6","HSD17B6"
"5766","HSD17B7","HSD17B7"
"5767","HSD17B8","HSD17B8"
"5768","HSD3B2","HSD3B2"
"5769","HSD3B7","HSD3B7"
"5770","HSDL1","HSDL1"
"5771","HSDL2","HSDL2"
"5772","HSF1","HSF1"
"5773","HSF2","HSF2"
"5774","HSF2BP","HSF2BP"
"5775","HSF4","HSF4"
"5776","HSF5","HSF5"
"5777","HSH2D","HSH2D"
"5778","HSPA1A","HSP70"
"5779","HSP90AA1","HSP90AA1"
"5780","HSP90B1","HSP90B1"
"5781","HSPA12A","HSPA12A"
"5782","HSPA12B","HSPA12B"
"5783","HSPA13","HSPA13"
"5784","HSPA14","HSPA14"
"5785","HSPA1L","HSPA1L"
"5786","HSPA2","HSPA2"
"5787","HSPA4","HSPA4"
"5788","HSPA4L","HSPA4L"
"5789","HSPA5","HSPA5"
"5790","HSPA8","HSPA8"
"5791","HSPA9","HSPA9"
"5792","HSPB1","HSPB1"
"5793","HSPB2","HSPB2"
"5794","HSPB6","HSPB6"
"5795","HSPB7","HSPB7"
"5796","HSPB8","HSPB8"
"5797","HSPBAP1","HSPBAP1"
"5798","HSPBP1","HSPBP1"
"5799","MOB4","HSPE1"
"5800","HSPG2","HSPG2"
"5801","HSPH1","HSPH1"
"5802","HTATIP2","HTATIP2"
"5803","HTATSF1","HTATSF1"
"5804","HTD2","HTD2"
"5805","HTR1B","HTR1B"
"5806","HTR1E","HTR1E"
"5807","HTR1F","HTR1F"
"5808","HTR2A","HTR2A"
"5809","HTR2B","HTR2B"
"5810","HTR2C","HTR2C"
"5811","HTR3A","HTR3A"
"5812","HTR3B","HTR3B"
"5813","HTR3C","HTR3C"
"5814","HTR3E","HTR3E"
"5815","HTR4","HTR4"
"5816","HTR5A","HTR5A"
"5817","HTR7","HTR7"
"5818","HTRA1","HTRA1"
"5819","HTRA2","HTRA2"
"5820","HTRA3","HTRA3"
"5821","HTRA4","HTRA4"
"5822","HTT","HTT"
"5823","HUNK","HUNK"
"5824","HUS1","HUS1"
"5825","HUWE1","HUWE1"
"5826","HVCN1","HVCN1"
"5827","HYAL1","HYAL1"
"5828","HYAL4","HYAL4"
"5829","HYCC2","HYCC2"
"5830","HYDIN","HYDIN"
"5831","HYKK","HYKK"
"5832","HYLS1","HYLS1"
"5833","HYOU1","HYOU1"
"5834","HYPK","HYPK"
"5835","IAH1","IAH1"
"5836","IAPP","IAPP"
"5837","IARS1","IARS1"
"5838","IARS2","IARS2"
"5839","IBA57","IBA57"
"5840","IBSP","IBSP"
"5841","IBTK","IBTK"
"5842","ICA1","ICA1"
"5843","ICA1L","ICA1L"
"5844","ICAM1","ICAM1"
"5845","ICAM3","ICAM3"
"5846","ICAM4","ICAM4"
"5847","ICAM5","ICAM5"
"5848","ICE1","ICE1"
"5849","ICE2","ICE2"
"5850","GPR153","ICMT"
"5851","ICOS","ICOS"
"5852","CFAP410","ICOSLG"
"5853","ID1","ID1"
"5854","ID2","ID2"
"5855","ID3","ID3"
"5856","ID4","ID4"
"5857","IDE","IDE"
"5858","IDH1","IDH1"
"5859","IDH2","IDH2"
"5860","IDH3A","IDH3A"
"5861","IDH3B","IDH3B"
"5862","IDH3G","IDH3G"
"5863","IDI1","IDI1"
"5864","IDNK","IDNK"
"5865","IDO1","IDO1"
"5866","IDO2","IDO2"
"5867","IDS","IDS"
"5868","IDUA","IDUA"
"5869","IER2","IER2"
"5870","IER3","IER3"
"5871","IER3IP1","IER3IP1"
"5872","IER5L","IER5L"
"5873","IFFO1","IFFO1"
"5874","IFFO2","IFFO2"
"5875","IFI30","IFI30"
"5876","IFI35","IFI35"
"5877","IFIH1","IFIH1"
"5878","IFITM5","IFITM5"
"5879","IFNA10","IFNA5"
"5880","IFNA14","IFNA7"
"5881","IFNAR1","IFNAR1"
"5882","IFNAR2","IFNAR2"
"5883","IFNB1","IFNB1"
"5884","IFNG","IFNG"
"5885","IFNGR1","IFNGR1"
"5886","IFNK","IFNK"
"5887","IFNLR1","IFNLR1"
"5888","IFRD1","IFRD1"
"5889","IFRD2","IFRD2"
"5890","IFT122","IFT122"
"5891","IFT140","IFT140"
"5892","IFT172","IFT172"
"5893","IFT20","IFT20"
"5894","IFT22","IFT22"
"5895","PVALB","IFT27"
"5896","IFT43","IFT43"
"5897","IFT46","IFT46"
"5898","IFT52","IFT52"
"5899","IFT57","IFT57"
"5900","IFT74","IFT74"
"5901","IFT80","IFT80"
"5902","IFT81","IFT81"
"5903","IFT88","IFT88"
"5904","IGDCC3","IGDCC3"
"5905","IGDCC4","IGDCC4"
"5906","IGF1","IGF1"
"5907","IGF1R","IGF1R"
"5908","IGF2","IGF2"
"5909","IGF2BP1","IGF2BP1"
"5910","IGF2BP2","IGF2BP2"
"5911","IGF2BP3","IGF2BP3"
"5912","IGF2R","IGF2R"
"5913","IGFALS","IGFALS"
"5914","ADCY1","IGFBP1"
"5915","IGFBP2","IGFBP2"
"5916","IGFBP3","IGFBP3"
"5917","IGFBP4","IGFBP4"
"5918","IGFBP5","IGFBP5"
"5919","IGFBP6","IGFBP6"
"5920","IGFBP7","IGFBP7"
"5921","IGFLR1","IGFLR1"
"5922","IGHMBP2","IGHMBP2"
"5923","IGIP","IGIP"
"5924","IGKV4-1","IGKV4-1"
"5925","IGLON5","IGLON5"
"5926","IGSF1","IGSF1"
"5927","IGSF10","IGSF10"
"5928","IGSF11","IGSF11"
"5929","IGSF21","IGSF21"
"5930","IGSF22","IGSF22"
"5931","IGSF23","IGSF23"
"5932","IGSF3","IGSF3"
"5933","IGSF8","IGSF8"
"5934","IGSF9","IGSF9"
"5935","IGSF9B","IGSF9B"
"5936","IHH","IHH"
"5937","IHO1","IHO1"
"5938","IK","IK"
"5939","IKBIP","IKBIP"
"5940","IKBKB","IKBKB"
"5941","IKBKE","IKBKE"
"5942","IKBKG","IKBKG"
"5943","IKZF1","IKZF1"
"5944","IKZF2","IKZF2"
"5945","IKZF3","IKZF3"
"5946","IKZF4","IKZF4"
"5947","IKZF5","IKZF5"
"5948","IL10","IL10"
"5949","IL10RA","IL10RA"
"5950","IL10RB","IL10RB"
"5951","IL11","IL11"
"5952","IL11RA","IL11RA"
"5953","IL12A","IL12A"
"5954","IL12B","IL12B"
"5955","IL12RB1","IL12RB1"
"5956","IL12RB2","IL12RB2"
"5957","IL13","IL13"
"5958","IL13RA1","IL13RA1"
"5959","IL13RA2","IL13RA2"
"5960","IL15","IL15"
"5961","IL16","IL16"
"5962","IL17B","IL17B"
"5963","IL17C","IL17C"
"5964","IL17D","IL17D"
"5965","IL17RB","IL17RB"
"5966","IL17RC","IL17RC"
"5967","IL17RD","IL17RD"
"5968","IL17RE","IL17RE"
"5969","IL18","IL18"
"5970","IL18RAP","IL18RAP"
"5971","IL19","IL19"
"5972","IL1A","IL1A"
"5973","IL1B","IL1B"
"5974","IL1R1","IL1R1"
"5975","IL1R2","IL1R2"
"5976","IL1RAP","IL1RAP"
"5977","IL1RAPL1","IL1RAPL1"
"5978","IL1RAPL2","IL1RAPL2"
"5979","IL18R1","IL1RL1"
"5980","IL1RL2","IL1RL2"
"5981","IL1RN","IL1RN"
"5982","IL2","IL2"
"5983","IL20","IL20"
"5984","IL20RA","IL20RA"
"5985","IL20RB","IL20RB"
"5986","IL21","IL21"
"5987","IL21R","IL21R"
"5988","IL22","IL22"
"5989","IL22RA1","IL22RA1"
"5990","IL22RA2","IL22RA2"
"5991","IL23A","IL23A"
"5992","IL23R","IL23R"
"5993","IL24","IL24"
"5994","IL26","IL26"
"5995","IL27","IL27"
"5996","IL27RA","IL27RA"
"5997","IFNL1","IL29L"
"5998","IL2RA","IL2RA"
"5999","IL2RB","IL2RB"
"6000","IL2RG","IL2RG"
"6001","IL31","IL31"
"6002","IL31RA","IL31RA"
"6003","IL33","IL33"
"6004","IL34","IL34"
"6005","IL36B","IL36B"
"6006","IL36RN","IL36RN"
"6007","IL37","IL37"
"6008","IL4","IL4"
"6009","IL4I1","IL4I1"
"6010","IL4R","IL4R"
"6011","IL5","IL5"
"6012","IL5RA","IL5RA"
"6013","IL6","IL6"
"6014","IL6R","IL6R"
"6015","IL6ST","IL6ST"
"6016","IL7","IL7"
"6017","IL7R","IL7R"
"6018","IL9","IL9"
"6019","ILDR1","ILDR1"
"6020","ILDR2","ILDR2"
"6021","ILF2","ILF2"
"6022","ILF3","ILF3"
"6023","ILK","ILK"
"6024","ILKAP","ILKAP"
"6025","ILRUN","ILRUN"
"6026","ILVBL","ILVBL"
"6027","IMMP1L","IMMP1L"
"6028","IMMT","IMMT"
"6029","IMP3","IMP3"
"6030","IMPA1","IMPA1"
"6031","IMPA2","IMPA2"
"6032","IMPACT","IMPACT"
"6033","BPNT2","IMPAD1"
"6034","IMPDH1","IMPDH"
"6035","IMPDH2","IMPDH2"
"6036","IMPG1","IMPG1"
"6037","IMPG2","IMPG2"
"6038","INA","INA"
"6039","INAFM1","INAFM1"
"6040","INAVA","INAVA"
"6041","INCENP","INCENP"
"6042","ING1","ING1"
"6043","ING2","ING2"
"6044","ING3","ING3"
"6045","ING5","ING5"
"6046","INHA","INHA"
"6047","INHBA","INHBA"
"6048","INHBB","INHBB"
"6049","INHBC","INHBC"
"6050","INHBE","INHBE"
"6051","INIP","INIP"
"6052","INKA1","INKA1"
"6053","INKA2","INKA2"
"6054","INO80","INO80"
"6055","INO80B","INO80B"
"6056","INO80C","INO80C"
