"","human_gene","fruit_fly_gene"
"4379","POLI","PolI"
"4380","POLQ","PolQ"
"4381","NEXMIF","PolZ1"
"4382","MAD2L2","PolZ2"
"4383","POLR1A","Polr1A"
"4384","POLR1B","Polr1B"
"4385","POLR1C","Polr1C"
"4386","POLR1D","Polr1D"
"4387","POLR1E","Polr1E"
"4388","POLR1H","Polr1H"
"4389","POLR2A","Polr2A"
"4390","POLR2B","Polr2B"
"4391","POLR2C","Polr2C"
"4392","POLR2D","Polr2D"
"4393","POLR2E","Polr2E"
"4394","POLR2F","Polr2F"
"4395","POLR2G","Polr2G"
"4396","POLR2H","Polr2H"
"4397","POLR2I","Polr2I"
"4398","POLR2J","Polr2J"
"4399","POLR2K","Polr2K"
"4400","POLR2L","Polr2L"
"4401","POLR3A","Polr3A"
"4402","POLR3B","Polr3B"
"4403","POLR3C","Polr3C"
"4404","POLR3D","Polr3D"
"4405","POLR3E","Polr3E"
"4406","POLR3F","Polr3F"
"4407","POLR3H","Polr3H"
"4408","CRCP","Polr3I"
"4409","POLR3K","Polr3K"
"4410","POLRMT","PolrMT"
"4411","POMP","Pomp"
"4412","POP1","Pop1"
"4413","CNOT7","Pop2"
"4414","POP4","Pop4"
"4415","POP5","Pop5"
"4416","VDAC3","Porin2"
"4417","PAX1","Poxm"
"4418","PPP1CC","Pp1-13C"
"4419","PPP1CC","Pp1-87B"
"4420","PPP3CA","Pp1-Y1"
"4421","PPP2R1A","Pp2A-29B"
"4422","PPP3CC","Pp2B-14D"
"4423","PPM1D","Pp2C1"
"4424","PPP4C","Pp4-19C"
"4425","PPP5C","PpD3"
"4426","PPP3CA","PpD5"
"4427","PPP6C","PpV"
"4428","FBXL14","Ppa"
"4429","COASY","Ppat-Dpck"
"4430","PPCDC","Ppcdc"
"4431","PPCS","Ppcs"
"4432","PPM1N","Ppm1"
"4433","PPOX","Ppox"
"4434","DRC3","Ppr-Y"
"4435","PPT1","Ppt1"
"4436","PPT2","Ppt2"
"4437","PDE6D","PrBP"
"4438","PPAT","Prat"
"4439","PPAT","Prat2"
"4440","PRDM13","Prdm13"
"4441","SLC26A1","Prestin"
"4442","PRIM1","Prim1"
"4443","PRIM2","Prim2"
"4444","PARS2","ProRS-m"
"4445","GPR139","Proc-R"
"4446","PSMA6","Prosalpha1"
"4447","PSMA6","Prosalpha1R"
"4448","PSMA2","Prosalpha2"
"4449","PSMA4","Prosalpha3"
"4450","PSMA4","Prosalpha3T"
"4451","PSMA5","Prosalpha5"
"4452","PSMA1","Prosalpha6"
"4453","PSMA1","Prosalpha6T"
"4454","PSMA3","Prosalpha7"
"4455","SHANK3","Prosap"
"4456","PSMB6","Prosbeta1"
"4457","PSMB3","Prosbeta3"
"4458","PSMB2","Prosbeta4"
"4459","PSMB2","Prosbeta4R1"
"4460","PSMB2","Prosbeta4R2"
"4461","PSMB1","Prosbeta6"
"4462","PSMB4","Prosbeta7"
"4463","DHX38","Prp16"
"4464","PRPF18","Prp18"
"4465","PRPF19","Prp19"
"4466","PRPF3","Prp3"
"4467","PRPF31","Prp31"
"4468","PRPF38A","Prp38"
"4469","PRPF40B","Prp40"
"4470","PRPF4B","Prp4k"
"4471","PRPF6","Prp6"
"4472","PRPF8","Prp8"
"4473","PRPS1","Prps"
"4474","PRDX6","Prx2540-1"
"4475","PRDX6","Prx2540-2"
"4476","PRDX3","Prx3"
"4477","PRDX5","Prx5"
"4478","NPEPPS","Psa"
"4479","PCGF2","Psc"
"4480","GINS1","Psf1"
"4481","GINS2","Psf2"
"4482","GINS3","Psf3"
"4483","PCBP3","Psi"
"4484","PSEN2","Psn"
"4485","PTDSS1","Pss"
"4486","PSTK","Pstk"
"4487","PTEN","Pten"
"4488","PTPRO","Ptp10D"
"4489","PTPRO","Ptp4E"
"4490","PTPN2","Ptp61F"
"4491","PTPA","Ptpa"
"4492","PTCHD3","Ptr"
"4493","GCH1","Pu"
"4494","PURB","Pur-alpha"
"4495","PUS1","Pus1"
"4496","PUS7","Pus7"
"4497","PDGFA","Pvf1"
"4498","LPO","Pxd"
"4499","PXDN","Pxn"
"4500","PKM","PyK"
"4501","PYM1","Pym"
"4502","PYROXD1","Pyroxd1"
"4503","QPCT","QC"
"4504","QSOX2","Qsox1"
"4505","QSOX2","Qsox2"
"4506","QSOX2","Qsox3"
"4507","QSOX2","Qsox4"
"4508","RASSF8","RASSF8"
"4509","PSME3","REG"
"4510","CREBRF","REPTOR"
"4511","CREBL2","REPTOR-BP"
"4512","UQCRFS1","RFeSP"
"4513","RIOK1","RIOK1"
"4514","RIOK2","RIOK2"
"4515","RNF220","RNF220"
"4516","RNASET2","RNaseX25"
"4517","ELAC2","RNaseZ"
"4518","RPA1","RPA1"
"4519","RPA4","RPA2"
"4520","YAF2","RYBP"
"4521","HCRTR2","RYa-R"
"4522","RAB1A","Rab1"
"4523","RAB11A","Rab11"
"4524","RAB14","Rab14"
"4525","RAB2A","Rab2"
"4526","RAB21","Rab21"
"4527","RAB23","Rab23"
"4528","RAB27A","Rab27"
"4529","RAB3GAP2","Rab3-GAP"
"4530","MADD","Rab3-GEF"
"4531","RAB30","Rab30"
"4532","RAB3GAP1","Rab3GAP1"
"4533","RAB4B","Rab4"
"4534","RAB5C","Rab5"
"4535","RAB6A","Rab6"
"4536","RAB7A","Rab7"
"4537","RAB8B","Rab8"
"4538","RABGGTA","RabGGTa"
"4539","RABGGTB","RabGGTb"
"4540","RAB36","RabX5"
"4541","RABGEF1","Rabex-5"
"4542","RAC2","Rac1"
"4543","RAC2","Rac2"
"4544","RACGAP1","RacGAP84C"
"4545","RACK1","Rack1"
"4546","RAD1","Rad1"
"4547","RAD17","Rad17"
"4548","RAD23A","Rad23"
"4549","RAD9A","Rad9"
"4550","RAE1","Rae1"
"4551","RRAGA","RagA-B"
"4552","RRAGC","RagC-D"
"4553","DXO","Rai1"
"4554","RAN","Ran-like"
"4555","RGPD4","RanBP3"
"4556","RANBP10","RanBPM"
"4557","RANGAP1","RanGAP"
"4558","XPO7","Ranbp16"
"4559","XPO5","Ranbp21"
"4560","RAP2C","Rap2l"
"4561","RAP1GAP","RapGAP1"
"4562","RRAS","Ras64B"
"4563","HRAS","Ras85D"
"4564","RASA3","RasGAP1"
"4565","RASSF4","Rassf"
"4566","XRN2","Rat1"
"4567","RBBP5","Rbbp5"
"4568","DMXL2","Rbcn-3A"
"4569","WDR7","Rbcn-3B"
"4570","RBL1","Rbf"
"4571","RBL1","Rbf2"
"4572","RBFOX3","Rbfox1"
"4573","MAK16","Rbm13"
"4574","RIMBP2","Rbp"
"4575","SRSF7","Rbp1"
"4576","SRSF7","Rbp1-like"
"4577","MSI2","Rbp6"
"4578","ELAVL2","Rbp9"
"4579","EEA1","Rbpn-5"
"4580","RBSN","Rbsn-5"
"4581","FBXO5","Rca1"
"4582","RCC1","Rcc1"
"4583","CNOT9","Rcd-1"
"4584","CNOT9","Rcd-1r"
"4585","KANSL3","Rcd1"
"4586","MCRS1","Rcd5"
"4587","RCHY1","Rchy1"
"4588","RECQL4","RecQ4"
"4589","RECQL5","RecQ5"
"4590","RECK","Reck"
"4591","REEP5","ReepB"
"4592","REEP6","Reepl1"
"4593","HDHD3","Reg-2"
"4594","ZC3H12D","Regnase-1"
"4595","CHM","Rep"
"4596","RET","Ret"
"4597","REV1","Rev1"
"4598","RFC5","RfC3"
"4599","RFC3","RfC38"
"4600","RFC2","RfC4"
"4601","RFX2","Rfx"
"4602","CNOT2","Rga"
"4603","RRH","Rh2"
"4604","OPN4","Rh3"
"4605","OPN4","Rh4"
"4606","OPN4","Rh5"
"4607","RHAG","Rh50"
"4608","SSTR4","Rh7"
"4609","DHX36","Rhau"
"4610","RHOA","Rho1"
"4611","SYDE1","RhoGAP100F"
"4612","ARHGAP36","RhoGAP102A"
"4613","RACGAP1","RhoGAP15B"
"4614","ARHGAP15","RhoGAP16F"
"4615","ARHGAP23","RhoGAP19D"
"4616","ABR","RhoGAP1A"
"4617","ARHGAP19","RhoGAP54D"
"4618","CHN1","RhoGAP5A"
"4619","TAGAP","RhoGAP71E"
"4620","ARHGAP44","RhoGAP92B"
"4621","ARHGAP39","RhoGAP93B"
"4622","ARHGDIA","RhoGDI"
"4623","ARHGEF2","RhoGEF2"
"4624","RHPN1","Rhp"
"4625","RIT2","Ric"
"4626","RIC1","Rich"
"4627","RIF1","Rif1"
"4628","SLC52A3","Rift"
"4629","RILPL1","Rilpl"
"4630","RIMS3","Rim"
"4631","RINT1","Rint1"
"4632","RAB11FIP2","Rip11"
"4633","RPAIN","Ripalpha"
"4634","RALBP1","Rlip"
"4635","RPUSD2","RluA-1"
"4636","RPUSD2","RluA-2"
"4637","DNAJC13","Rme-8"
"4638","ARMC5","Rnb"
"4639","RNF146","Rnf146"
"4640","RNMT","Rnmt"
"4641","SART3","Rnp4F"
"4642","RRM1","RnrL"
"4643","RRM2B","RnrS"
"4644","RBX1","Roc1a"
"4645","RNF7","Roc2"
"4646","GRPEL1","Roe1"
"4647","ROCK1","Rok"
"4648","CROCC2","Root"
"4649","STXBP1","Rop"
"4650","RPL10","RpL10"
"4651","RPL10A","RpL10Ab"
"4652","RPL11","RpL11"
"4653","RPL12","RpL12"
"4654","RPL13","RpL13"
"4655","RPL13A","RpL13A"
"4656","RPL14","RpL14"
"4657","RPL15","RpL15"
"4658","RPL17","RpL17"
"4659","RPL18","RpL18"
"4660","RPL18A","RpL18A"
"4661","RPL19","RpL19"
"4662","RPL21","RpL21"
"4663","RPL23","RpL23"
"4664","RPL24","RpL24"
"4665","RSL24D1","RpL24-like"
"4666","RPL26","RpL26"
"4667","RPL27","RpL27"
"4668","RPL27A","RpL27A"
"4669","RPL28","RpL28"
"4670","RPL29","RpL29"
"4671","RPL3","RpL3"
"4672","RPL30","RpL30"
"4673","RPL31","RpL31"
"4674","RPL35","RpL35"
"4675","RPL35A","RpL35A"
"4676","RPL38","RpL38"
"4677","RPL4","RpL4"
"4678","UBA52","RpL40"
"4679","RPL5","RpL5"
"4680","RPL6","RpL6"
"4681","RPL7","RpL7"
"4682","RPL7A","RpL7A"
"4683","RPL8","RpL8"
"4684","RPL9","RpL9"
"4685","RPLP0","RpLP0"
"4686","RPLP1","RpLP1"
"4687","RPLP2","RpLP2"
"4688","RPS11","RpS11"
"4689","RPS12","RpS12"
"4690","RPS13","RpS13"
"4691","RPS14","RpS14a"
"4692","RPS14","RpS14b"
"4693","RPS15","RpS15"
"4694","RPS15A","RpS15Aa"
"4695","RPS15A","RpS15Ab"
"4696","RPS16","RpS16"
"4697","RPS17","RpS17"
"4698","RPS18","RpS18"
"4699","RPS19","RpS19b"
"4700","RPS2","RpS2"
"4701","RPS20","RpS20"
"4702","RPS21","RpS21"
"4703","RPS23","RpS23"
"4704","RPS24","RpS24"
"4705","RPS25","RpS25"
"4706","RPS26","RpS26"
"4707","RPS28","RpS28a"
"4708","RPS28","RpS28b"
"4709","RPS29","RpS29"
"4710","RPS3","RpS3"
"4711","FAU","RpS30"
"4712","RPS3A","RpS3A"
"4713","RPS4X","RpS4"
"4714","RPS5","RpS5a"
"4715","RPS5","RpS5b"
"4716","RPS6","RpS6"
"4717","RPS7","RpS7"
"4718","RPS8","RpS8"
"4719","RPS9","RpS9"
"4720","RPE","Rpe"
"4721","RPH3AL","Rph"
"4722","RPIA","Rpi"
"4723","PSMD2","Rpn1"
"4724","PSMD4","Rpn10"
"4725","PSMD14","Rpn11"
"4726","PSMD8","Rpn12"
"4727","PSMD8","Rpn12R"
"4728","ADRM1","Rpn13"
"4729","ADRM1","Rpn13R"
"4730","PSMD1","Rpn2"
"4731","PSMD3","Rpn3"
"4732","PSMD12","Rpn5"
"4733","PSMD11","Rpn6"
"4734","PSMD6","Rpn7"
"4735","PSMD7","Rpn8"
"4736","PSMD13","Rpn9"
"4737","RPP14","Rpp14a"
"4738","RPP14","Rpp14b"
"4739","POP7","Rpp20"
"4740","RPP25L","Rpp25"
"4741","RPP30","Rpp30"
"4742","PSMC2","Rpt1"
"4743","PSMC1","Rpt2"
"4744","PSMC4","Rpt3"
"4745","PSMC4","Rpt3R"
"4746","PSMC6","Rpt4"
"4747","PSMC6","Rpt4R"
"4748","PSMC3","Rpt5"
"4749","PSMC5","Rpt6"
"4750","PSMC5","Rpt6R"
"4751","APEX1","Rrp1"
"4752","EXOSC2","Rrp4"
"4753","EXOSC3","Rrp40"
"4754","EXOSC7","Rrp42"
"4755","EXOSC9","Rrp45"
"4756","EXOSC5","Rrp46"
"4757","EXOSC10","Rrp6"
"4758","DDX27","Rs1"
"4759","RSPH1","Rsph1"
"4760","RSPH3","Rsph3"
"4761","RSPH4A","Rsph4a"
"4762","RSPH9","Rsph9"
"4763","RCL1","Rtc1"
"4764","RTCB","RtcB"
"4765","RTCA","Rtca"
"4766","RTEL1","Rtel1"
"4767","RTN2","Rtnl1"
"4768","RTN2","Rtnl2"
"4769","RYR2","RyR"
"4770","LAP3","S-Lap1"
"4771","LAP3","S-Lap2"
"4772","LAP3","S-Lap3"
"4773","LAP3","S-Lap4"
"4774","LAP3","S-Lap5"
"4775","LAP3","S-Lap7"
"4776","LAP3","S-Lap8"
"4777","MBTPS1","S1P"
"4778","MBTPS2","S2P"
"4779","RPS6KB2","S6k"
"4780","STAG1","SA"
"4781","STAG2","SA-2"
"4782","PLK4","SAK"
"4783","SRSF2","SC35"
"4784","SCAP","SCAP"
"4785","WASF3","SCAR"
"4786","DCUN1D1","SCCRO"
"4787","DCUN1D3","SCCRO3"
"4788","DCUN1D5","SCCRO4"
"4789","OXCT1","SCOT"
"4790","ATP2A3","SERCA"
"4791","SF1","SF1"
"4792","SNX32","SH3PX1"
"4793","TRAPPC10","SIDL"
"4794","HCRTR1","SIFaR"
"4795","KCNN1","SK"
"4796","SLC22A1","SLC22A"
"4797","SLC5A8","SLC5A11"
"4798","KCNT2","SLO2"
"4799","SMC2","SMC2"
"4800","SMC3","SMC3"
"4801","SMC5","SMC5"
"4802","SAMD8","SMSr"
"4803","SNRPG","SNRPG"
"4804","ANPEP","SP1029"
"4805","SPARC","SPARC"
"4806","TPSAB1","SPH93"
"4807","GPR139","SPR"
"4808","ATP2C1","SPoCk"
"4809","SRPK3","SRPK"
"4810","STUB1","STUB1"
"4811","WASHC4","SWIP"
"4812","SACM1L","Sac1"
"4813","SAFB2","Saf-B"
"4814","MAT2A","Sam-S"
"4815","AMD1","SamDC"
"4816","BMT2","Samtor"
"4817","USH1G","Sans"
"4818","SFTPB","Sap-r"
"4819","SAP130","Sap130"
"4820","SAP30L","Sap30"
"4821","SYAP1","Sap47"
"4822","ZFYVE9","Sara"
"4823","SARDH","Sardh"
"4824","SARM1","Sarm"
"4825","CENPJ","Sas-4"
"4826","UTP3","Sas10"
"4827","PRSS21","Sb"
"4828","NAA38","Sbat"
"4829","SBDS","Sbds"
"4830","SBF2","Sbf"
"4831","SECISBP2","Sbp2"
"4832","TECR","Sc2"
"4833","SCAMP4","Scamp"
"4834","SCCPDH","Sccpdh1"
"4835","SCCPDH","Sccpdh2"
"4836","SGCA","Scgalpha"
"4837","SGCB","Scgbeta"
"4838","SGCD","Scgdelta"
"4839","SCHIP1","Schip1"
"4840","LRRC20","Sclp"
"4841","SCML1","Scm"
"4842","SCO1","Scox"
"4843","SCP2","ScpX"
"4844","SUCLG1","Scsalpha1"
"4845","SUCLG1","Scsalpha2"
"4846","SUCLA2","ScsbetaA"
"4847","SUCLG2","ScsbetaG"
"4848","SDC1","Sdc"
"4849","SDHA","SdhA"
"4850","SDHA","SdhAL"
"4851","SDHB","SdhB"
"4852","SDHB","SdhBL"
"4853","SDHC","SdhC"
"4854","SDHC","SdhCL"
"4855","SDHD","SdhD"
"4856","SDHAF3","Sdhaf3"
"4857","DYNC1I1","Sdic1"
"4858","DYNC1I1","Sdic2"
"4859","DYNC1I1","Sdic3"
"4860","DYNC1I1","Sdic4"
"4861","DYNC1I1","SdicA"
"4862","DYNC1I1","SdicB"
"4863","DYNC1I1","SdicC"
"4864","EXOC5","Sec10"
"4865","SEC13","Sec13"
"4866","EXOC6","Sec15"
"4867","SEC16B","Sec16"
"4868","BNIP1","Sec20"
"4869","SEC22B","Sec22"
"4870","SEC23A","Sec23"
"4871","SEC24A","Sec24AB"
"4872","SEC24D","Sec24CD"
"4873","EXOC1","Sec3"
"4874","SEC31A","Sec31"
"4875","EXOC2","Sec5"
"4876","EXOC3","Sec6"
"4877","SEC61A2","Sec61alpha"
"4878","SEC61B","Sec61beta"
"4879","SEC61G","Sec61gamma"
"4880","SEC63","Sec63"
"4881","ARFGEF2","Sec71"
"4882","EXOC4","Sec8"
"4883","SEPSECS","SecS"
"4884","TRNAU1AP","Secp43"
"4885","BSCL2","Seipin"
"4886","MSRB3","SelR"
"4887","SELENOT","SelT"
"4888","PRSS53","Send1"
"4889","TMPRSS4","Send2"
"4890","SEPTIN1","Septin1"
"4891","SEPTIN11","Septin2"
"4892","SEPTIN10","Septin5"
"4893","JAG2","Ser"
"4894","PRSS53","Ser12"
"4895","TPSB2","Ser6"
"4896","PRSS53","Ser8"
"4897","SARS1","SerRS"
"4898","SARS2","SerRS-m"
"4899","SERINC1","Serinc"
"4900","SESN3","Sesn"
"4901","SETSIP","Set"
"4902","KMT2B","Set1"
"4903","SETD1A","Set2"
"4904","SETD3","Setd3"
"4905","HELZ2","Setx"
"4906","SF3A1","Sf3a1"
"4907","SF3A2","Sf3a2"
"4908","SF3B1","Sf3b1"
"4909","SF3B3","Sf3b3"
"4910","SF3B5","Sf3b5"
"4911","SF3B6","Sf3b6"
"4912","SAMD13","Sfmbt"
"4913","SFXN1","Sfxn1-3"
"4914","SFXN2","Sfxn2"
"4915","ATXN7L3B","Sgf11"
"4916","SGF29","Sgf29"
"4917","FAR2","Sgp"
"4918","SGSH","Sgsh"
"4919","TTC32","Sgt"
"4920","KCND3","Shal"
"4921","SHC1","Shc"
"4922","SHMT1","Shmt"
"4923","SHROOM1","Shrm"
"4924","EXOG","Sid"
"4925","HES5","Sidpn"
"4926","SIK2","Sik2"
"4927","SIL1","Sil1"
"4928","MAPKAP1","Sin1"
"4929","SIN3A","Sin3A"
"4930","SIRT1","Sirt1"
"4931","SIRT2","Sirt2"
"4932","SIRT4","Sirt4"
"4933","SIRT6","Sirt6"
"4934","SIRT7","Sirt7"
"4935","SDHAF4","Sirup"
"4936","SIX4","Six4"
"4937","SPHK1","Sk1"
"4938","SPHK1","Sk2"
"4939","EXOSC4","Ski6"
"4940","FBXL20","Skp2"
"4941","SKP1","SkpA"
"4942","SKP1","SkpB"
"4943","SKP1","SkpC"
"4944","SKP1","SkpD"
"4945","SKP1","SkpE"
"4946","SKP1","SkpF"
"4947","SLBP","Slbp"
"4948","SLC25A46","Slc25A46a"
"4949","SLC25A46","Slc25A46b"
"4950","SLC45A2","Slc45-1"
"4951","GINS4","Sld5"
"4952","SCFD1","Slh"
"4953","PDZD4","Slip1"
"4954","TRAF3IP3","Slmap"
"4955","SLC16A13","Sln"
"4956","SLU7","Slu7"
"4957","SNRPB","SmB"
"4958","SNRPD1","SmD1"
"4959","SNRPD2","SmD2"
"4960","SNRPD3","SmD3"
"4961","SNRPE","SmE"
"4962","SNRPF","SmF"
"4963","SMG5","Smg5"
"4964","SMG6","Smg6"
"4965","SMN1","Smn"
"4966","SMS","Sms"
"4967","SMU1","Smu1"
"4968","SMUG1","Smug"
"4969","SMURF2","Smurf"
"4970","SLC5A8","Smvt"
"4971","SMYD3","Smyd3"
"4972","SMYD4","Smyd4-1"
"4973","SMYD2","Smyd4-2"
"4974","SMYD5","Smyd5"
"4975","SMYD2","SmydA-5"
"4976","SMYD5","SmydA-7"
"4977","SMYD2","SmydA-8"
"4978","SMYD3","SmydA-9"
"4979","SNAP25","Snap24"
"4980","SNAP25","Snap25"
"4981","SNAP29","Snap29"
"4982","SNAPIN","Snapin"
"4983","DCLRE1A","Snm1"
"4984","SCARB1","Snmp1"
"4985","SCARB1","Snmp2"
"4986","ERI2","Snp"
"4987","SMARCB1","Snr1"
"4988","SNRK","Snrk"
"4989","SNUPN","Snup"
"4990","SNX2","Snx1"
"4991","SNX16","Snx16"
"4992","SNX17","Snx17"
"4993","SNX20","Snx21"
"4994","SNX27","Snx27"
"4995","SNX12","Snx3"
"4996","SNX32","Snx6"
"4997","SOBP","Sobp"
"4998","SOCS7","Socs16D"
"4999","SOCS5","Socs36E"
"5000","SOCS1","Socs44A"
"5001","SOD1","Sod1"
"5002","SOD2","Sod2"
"5003","SORD","Sodh-1"
"5004","SORD","Sodh-2"
"5005","SON","Son"
"5006","RMND5A","Sou"
"5007","SOX15","Sox100B"
"5008","SOX14","Sox102F"
"5009","SOX14","Sox14"
"5010","SRY","Sox15"
"5011","SOX14","Sox21a"
"5012","SOX21","Sox21b"
"5013","SOX1","SoxN"
"5014","TPSB2","Sp7"
"5015","ST13","Spag1"
"5016","SPCS1","Spase12"
"5017","SPCS3","Spase22-23"
"5018","SPCS2","Spase25"
"5019","SRM","SpdS"
"5020","SMNDC1","Spf30"
"5021","RBM17","Spf45"
"5022","SPG7","Spg7"
"5023","SGPL1","Sply"
"5024","PPP1R9B","Spn"
"5025","HM13","Spp"
"5026","SPPL3","SppL"
"5027","SP1","Spps"
"5028","SPRED2","Spred"
"5029","SEPHS1","Sps1"
"5030","SPTLC1","Spt-I"
"5031","SUPT20H","Spt20"
"5032","SUPT3H","Spt3"
"5033","SUPT5H","Spt5"
"5034","SUPT6H","Spt6"
"5035","SPR","Sptr"
"5036","SF3B4","Spx"
"5037","RCE1","Sras"
"5038","SRP19","Srp19"
"5039","SRSF11","Srp54"
"5040","SRP54","Srp54k"
"5041","SRP68","Srp68"
"5042","SRP72","Srp72"
"5043","SRP9","Srp9"
"5044","SRPRA","SrpRalpha"
"5045","SRRM1","Srrm1"
"5046","SRXN1","Srxn"
"5047","ZNF497","Sry-delta"
"5048","SSR2","SsRbeta"
"5049","ALDH5A1","Ssadh"
"5050","SSBP2","Ssdp"
"5051","ESPL1","Sse"
"5052","GTF2H2","Ssl1"
"5053","APMAP","Ssl2"
"5054","SP140L","Ssrp"
"5055","SSU72","Ssu72"
"5056","SULT1A4","St1"
"5057","SULT1A4","St3"
"5058","SULT4A1","St4"
"5059","STAM","Stam"
"5060","STARD3NL","Start1"
"5061","STAT5A","Stat92E"
"5062","STIM1","Stim"
"5063","STING1","Sting"
"5064","TOMM34","Stip1"
"5065","STOML2","Stoml2"
"5066","STRIP1","Strip"
"5067","NEXN","Strn-Mlck"
"5068","WASHC5","Strump"
"5069","STT3A","Stt3A"
"5070","STT3B","Stt3B"
"5071","RBPJ","Su(H)"
"5072","PTGES2","Su(P)"
"5073","ELL","Su(Tpl)"
"5074","WWP1","Su(dx)"
"5075","SUFU","Su(fu)"
"5076","PIAS4","Su(var)2-10"
"5077","CBX1","Su(var)205"
"5078","KDM1A","Su(var)3-3"
"5079","SUV39H1","Su(var)3-9"
"5080","SUZ12","Su(z)12"
"5081","BMI1","Su(z)2"
"5082","SULF2","Sulf1"
"5083","SUMO2","Sumo"
"5084","SURF1","Surf1"
"5085","SURF4","Surf4"
"5086","SURF6","Surf6"
"5087","SUPV3L1","Suv3"
"5088","CTSV","Swim"
"5089","EFHD1","Swip-1"
"5090","SWT1","Swt1"
"5091","VAMP3","Syb"
"5092","SYMPK","Sym"
"5093","SNTB1","Syn1"
"5094","SNTG1","Syn2"
"5095","PACSIN1","Synd"
"5096","SYNGR2","Syngr"
"5097","SYNJ1","Synj"
"5098","SYS1","Sys1"
"5099","SYT12","Syt12"
"5100","SYT7","Syt7"
"5101","SYT13","Sytbeta"
"5102","TSNARE1","Syx13"
"5103","STX16","Syx16"
"5104","STX17","Syx17"
"5105","STX18","Syx18"
"5106","STX1A","Syx1A"
"5107","STX5","Syx5"
"5108","STX6","Syx6"
"5109","STX7","Syx7"
"5110","ADHFE1","T3dh"
"5111","TAF1B","TAF1B"
"5112","TBC1D16","TBC1D16"
"5113","TBC1D23","TBC1D23"
"5114","TBC1D7","TBC1d7"
"5115","TBCB","TBCB"
"5116","TBCC","TBCC"
"5117","TBCD","TBCD"
"5118","TARDBP","TBPH"
"5119","VCP","TER94"
"5120","NELFCD","TH1"
"5121","THADA","THADA"
"5122","THG1L","THG"
"5123","TM9SF2","TM9SF2"
"5124","TM9SF3","TM9SF3"
"5125","TM9SF4","TM9SF4"
"5126","TMEM216","TMEM216"
"5127","TRAM1","TRAM"
"5128","TSG101","TSG101"
"5129","TTLL12","TTLL12"
"5130","TTLL8","TTLL15"
"5131","TTLL1","TTLL1A"
"5132","TTLL1","TTLL1B"
"5133","TTLL8","TTLL3A"
"5134","TTLL8","TTLL3B"
"5135","TTLL4","TTLL4A"
"5136","TTLL4","TTLL4B"
"5137","TTLL13","TTLL6A"
"5138","TTLL8","TTLL6B"
"5139","ADAM17","Tace"
"5140","TAF1","Taf1"
"5141","TAF10","Taf10"
"5142","TAF10","Taf10b"
"5143","TAF11","Taf11"
"5144","TAF12","Taf12"
"5145","TAF13","Taf13"
"5146","TAF2","Taf2"
"5147","TAF3","Taf3"
"5148","TAF4B","Taf4"
"5149","TAF5","Taf5"
"5150","TAF6","Taf6"
"5151","TAF7","Taf7"
"5152","TAF8","Taf8"
"5153","TAF9","Taf9"
"5154","TENT2","Tailor"
"5155","TALDO1","Taldo"
"5156","OTOR","Tango1"
"5157","BTBD17","Tango10"
"5158","MFF","Tango11"
"5159","NUS1","Tango14"
"5160","TANGO2","Tango2"
"5161","PLRG1","Tango4"
"5162","VMP1","Tango5"
"5163","TANGO6","Tango6"
"5164","SLC35F6","Tango9"
"5165","IGBP1","Tap42"
"5166","SSR4","Tapdelta"
"5167","SLC16A7","Targ"
"5168","KCNK9","Task6"
"5169","KCNK9","Task7"
"5170","TASP1","Tasp1"
"5171","TAT","Tat"
"5172","TAFAZZIN","Taz"
"5173","DRC3","TbCMF46"
"5174","TBCE","Tbce"
"5175","DBH","Tbh"
"5176","YRDC","Tcs1"
"5177","OSGEP","Tcs3"
"5178","OSGEPL1","Tcs4"
"5179","TP53RK","Tcs5"
"5180","LAGE3","Tcs6"
"5181","TPT1","Tctp"
"5182","GADL1","Tdc2"
"5183","TDG","Tdg"
"5184","TDRD3","Tdrd3"
"5185","TEKT4","Tektin-A"
"5186","TEKT1","Tektin-C"
"5187","TENM3","Ten-a"
"5188","TENM3","Ten-m"
"5189","ENDOG","Tengl2"
"5190","ENDOG","Tengl4"
"5191","CD109","Tep1"
"5192","CD109","Tep2"
"5193","CD109","Tep3"
"5194","CD109","Tep4"
"5195","TES","Tes"
"5196","TFAP2D","TfAP-2"
"5197","GTF2A1","TfIIA-L"
"5198","GTF2A2","TfIIA-S"
"5199","GTF2A2","TfIIA-S-2"
"5200","GTF2B","TfIIB"
"5201","GTF2E1","TfIIEalpha"
"5202","GTF2E2","TfIIEbeta"
"5203","GTF2F1","TfIIFalpha"
"5204","GTF2F2","TfIIFbeta"
"5205","GTF2H1","Tfb1"
"5206","GTF2H3","Tfb4"
"5207","GTF2H5","Tfb5"
"5208","F13A1","Tg"
"5209","TGS1","Tgs1"
"5210","QTRT1","Tgt"
"5211","SPMAP2L","Theg"
"5212","EIF4EBP1","Thor"
"5213","TARS3","ThrRS"
"5214","RRN3","Tif-IA"
"5215","TIMM10","Tim10"
"5216","TIMM13","Tim13"
"5217","TIMM17B","Tim17a1"
"5218","TIMM17A","Tim17a2"
"5219","TIMM17A","Tim17b"
"5220","TIMM17B","Tim17b1"
"5221","TIMM17A","Tim17b2"
"5222","TIMM23","Tim23"
"5223","TIMM8B","Tim8"
"5224","TIMM9","Tim9a"
"5225","TIMM10B","Tim9b"
"5226","TIMP2","Timp"
"5227","GGACT","Tina-1"
"5228","ZFP36","Tis11"
