"","human_gene","zebarfish_gene"
"6029","CEP43","fgfr1op"
"6030","FGFR1OP2","fgfr1op2"
"6031","FGFR2","fgfr2"
"6032","FGFR3","fgfr3"
"6033","FGFRL1","fgfrl1a"
"6034","FGG","fgg"
"6035","FGGY","fggy"
"6036","FGL2","fgl2a"
"6037","FGL2","fgl2b"
"6038","FH","fh"
"6039","FHAD1","fhad1"
"6040","FAM47A","fhdc2"
"6041","FHDC1","fhdc3"
"6042","FHDC1","fhdc4"
"6043","FHIT","fhit"
"6044","FHL1","fhl1a"
"6045","FHL1","fhl1b"
"6046","FHL2","fhl2a"
"6047","FHL2","fhl2b"
"6048","FHL3","fhl3a"
"6049","FHL5","fhl5"
"6050","FHOD1","fhod1"
"6051","FHOD3","fhod3a"
"6052","FHOD3","fhod3b"
"6053","FIBCD1","fibcd1"
"6054","FIBIN","fibina"
"6055","FIBIN","fibinb"
"6056","FIBP","fibpa"
"6057","FIBP","fibpb"
"6058","FICD","ficd"
"6059","FIGLA","figla"
"6060","FIGN","fign"
"6061","FIGNL1","fignl1"
"6062","FILIP1","filip1a"
"6063","FILIP1","filip1b"
"6064","FIS1","fis1"
"6065","FITM1","fitm1l"
"6066","FITM2","fitm2"
"6067","FJX1","fjx1"
"6068","FKBP10","fkbp10a"
"6069","FKBP10","fkbp10b"
"6070","FKBP11","fkbp11"
"6071","FKBP14","fkbp14"
"6072","FKBP1A","fkbp1aa"
"6073","FKBP1A","fkbp1ab"
"6074","FKBP1B","fkbp1b"
"6075","FKBP2","fkbp2"
"6076","FKBP3","fkbp3"
"6077","FKBP4","fkbp4"
"6078","FKBP5","fkbp5"
"6079","FKBP6","fkbp6"
"6080","FKBP7","fkbp7"
"6081","FKBP8","fkbp8"
"6082","FKBP9","fkbp9"
"6083","FKBPL","fkbpl"
"6084","FKRP","fkrp"
"6085","FKTN","fktn"
"6086","FLAD1","flad1"
"6087","FLCN","flcn"
"6088","FLI1","fli1a"
"6089","FLII","flii"
"6090","UBE2W","flj11011l"
"6091","FLNB","flnb"
"6092","FLNC","flnca"
"6093","FLNC","flncb"
"6094","FLOT1","flot1a"
"6095","FLOT1","flot1b"
"6096","FLOT2","flot2a"
"6097","FLOT2","flot2b"
"6098","IFT70A","flr"
"6099","FLRT1","flrt1b"
"6100","FLRT2","flrt2"
"6101","FLRT3","flrt3"
"6102","FLT1","flt1"
"6103","FLT4","flt4"
"6104","FLVCR1","flvcr1"
"6105","FLVCR2","flvcr2a"
"6106","FLVCR2","flvcr2b"
"6107","FMN1","fmn1"
"6108","FAM47A","fmn2b"
"6109","FMNL1","fmnl1a"
"6110","FMNL2","fmnl2a"
"6111","FMNL3","fmnl3"
"6112","FMOD","fmoda"
"6113","FMOD","fmodb"
"6114","FMR1","fmr1"
"6115","FN1","fn1a"
"6116","FN1","fn1b"
"6117","FN3K","fn3krp"
"6118","FNBP1","fnbp1a"
"6119","FNBP1","fnbp1b"
"6120","FNBP1L","fnbp1l"
"6121","FNBP4","fnbp4"
"6122","FNDC1","fndc1"
"6123","FNDC3A","fndc3a"
"6124","FNDC3B","fndc3ba"
"6125","FNDC3B","fndc3bb"
"6126","FNDC4","fndc4a"
"6127","FNDC5","fndc5a"
"6128","FNDC5","fndc5b"
"6129","FNDC7","fndc7a"
"6130","FNIP1","fnip1"
"6131","FNTA","fnta"
"6132","FNTB","fntb"
"6133","FOCAD","focad"
"6134","FOLR1","folr"
"6135","CEP20","fopnl"
"6136","BATF2","fosaa"
"6137","FOS","fosab"
"6138","FOSB","fosb"
"6139","FOSL1","fosl1a"
"6140","FOSL1","fosl1b"
"6141","FOSL2","fosl2"
"6142","FOSL2","fosl2l"
"6143","FOXA1","foxa1"
"6144","FOXA2","foxa2"
"6145","FOXB1","foxb1a"
"6146","FOXB1","foxb1b"
"6147","FOXB2","foxb2"
"6148","FOXC1","foxc1a"
"6149","FOXC1","foxc1b"
"6150","FOXD1","foxd2"
"6151","FOXD3","foxd3"
"6152","FOXE1","foxe3"
"6153","FOXF1","foxf1"
"6154","FOXG1","foxg1a"
"6155","FOXH1","foxh1"
"6156","FOXJ1","foxj1a"
"6157","FOXK1","foxk1"
"6158","FOXK2","foxk2"
"6159","FOXL1","foxl1"
"6160","FOXL2","foxl2a"
"6161","FOXL2","foxl2b"
"6162","FOXM1","foxm1"
"6163","FOXN1","foxn1"
"6164","FOXN2","foxn2b"
"6165","FOXN4","foxn4"
"6166","FOXO1","foxo1a"
"6167","FOXO1","foxo1b"
"6168","FOXO6","foxo3a"
"6169","FOXO6","foxo3b"
"6170","FOXO4","foxo4"
"6171","FOXI1","foxp1a"
"6172","FOXI1","foxp1b"
"6173","FOXP2","foxp2"
"6174","FOXP4","foxp4"
"6175","FOXQ1","foxq1a"
"6176","FOXQ1","foxq1b"
"6177","FOXR2","foxr1"
"6178","FOXRED1","foxred1"
"6179","FOXRED2","foxred2"
"6180","FPGS","fpgs"
"6181","FPGT","fpgt"
"6182","FRA10AC1","fra10ac1"
"6183","FREM1","frem1a"
"6184","FREM2","frem2b"
"6185","FREM3","frem3"
"6186","FRG1","frg1"
"6187","FRK","frk"
"6188","FRMD3","frmd3"
"6189","FRMD4B","frmd4ba"
"6190","FRMD4B","frmd4bb"
"6191","FRMD5","frmd5"
"6192","FRMD6","frmd6"
"6193","FRMD7","frmd7"
"6194","FRMD8","frmd8"
"6195","FRMPD1","frmpd1a"
"6196","FRMPD1","frmpd1b"
"6197","FRMPD2","frmpd2"
"6198","FRMPD3","frmpd3"
"6199","FRRS1","frrs1a"
"6200","FRRS1","frrs1b"
"6201","FRRS1L","frrs1l"
"6202","FRS2","frs2a"
"6203","FRS2","frs2b"
"6204","FRS3","frs3"
"6205","FRYL","fryl"
"6206","FRZB","frzb"
"6207","FSBP","fsbp"
"6208","FSCN1","fscn1a"
"6209","FSCN2","fscn2a"
"6210","FSCN2","fscn2b"
"6211","FSD1","fsd1"
"6212","FSD1L","fsd1l"
"6213","FSHR","fshr"
"6214","FST","fsta"
"6215","FST","fstb"
"6216","FSTL1","fstl1a"
"6217","FSTL1","fstl1b"
"6218","FSTL3","fstl3"
"6219","FSTL4","fstl4"
"6220","FSTL5","fstl5"
"6221","FUT9","ft1"
"6222","FUT9","ft2"
"6223","FTCD","ftcd"
"6224","FTH1","fth1a"
"6225","FTH1","fth1b"
"6226","FTO","fto"
"6227","THAP6","ftr97"
"6228","FTSJ1","ftsj1"
"6229","FTSJ3","ftsj3"
"6230","FUBP1","fubp1"
"6231","FUBP3","fubp3"
"6232","FUCA1","fuca1.1"
"6233","FUCA1","fuca1.2"
"6234","FUCA2","fuca2"
"6235","FCSK","fuk"
"6236","FUNDC1","fundc1"
"6237","FUNDC2","fundc2"
"6238","FUOM","fuom"
"6239","FURIN","furina"
"6240","FURIN","furinb"
"6241","FUS","fus"
"6242","FUT10","fut10"
"6243","FUT11","fut11"
"6244","FUT5","fut7"
"6245","FUT8","fut8a"
"6246","FUT8","fut8b"
"6247","FUT9","fut9a"
"6248","FUT5","fut9b"
"6249","FUT5","fut9d"
"6250","FUZ","fuz"
"6251","FXN","fxn"
"6252","FXR1","fxr1"
"6253","FXR2","fxr2"
"6254","FXYD6","fxyd6"
"6255","FYB1","fyba"
"6256","FYB1","fybb"
"6257","RUFY4","fyco1a"
"6258","RUFY4","fyco1b"
"6259","FYN","fyna"
"6260","FYN","fynb"
"6261","FZD1","fzd1"
"6262","FZD10","fzd10"
"6263","FZD2","fzd2"
"6264","FZD3","fzd3a"
"6265","FZD3","fzd3b"
"6266","FZD4","fzd4"
"6267","FZD5","fzd5"
"6268","FZD6","fzd6"
"6269","FZD7","fzd7a"
"6270","FZD7","fzd7b"
"6271","FZD8","fzd8a"
"6272","FZD8","fzd8b"
"6273","FZD9","fzd9a"
"6274","FZD9","fzd9b"
"6275","FZR1","fzr1a"
"6276","G0S2","g0s2"
"6277","G2E3","g2e3"
"6278","G3BP1","g3bp1"
"6279","G3BP2","g3bp2"
"6280","G6PC3","g6pc3"
"6281","G6PC1","g6pca.2"
"6282","G6PC1","g6pcb"
"6283","G6PD","g6pd"
"6284","GAA","gaa"
"6285","GAB1","gab1"
"6286","GAB2","gab2"
"6287","GABARAPL2","gabarapl2"
"6288","GABBR1","gabbr1a"
"6289","GABBR1","gabbr1b"
"6290","GABBR2","gabbr2"
"6291","GABPA","gabpa"
"6292","GABPB1","gabpb1"
"6293","GABPB2","gabpb2b"
"6294","GABRA1","gabra1"
"6295","GABRA2","gabra2a"
"6296","GABRA3","gabra3"
"6297","GABRA4","gabra4"
"6298","GABRA5","gabra5"
"6299","GABRA6","gabra6b"
"6300","GABRB2","gabrb2a"
"6301","GABRB3","gabrb3"
"6302","GABRD","gabrd"
"6303","GABRG1","gabrg1"
"6304","GABRG2","gabrg2"
"6305","GABRR1","gabrr1"
"6306","GABRR2","gabrr2a"
"6307","GABRR2","gabrr2b"
"6308","GABRR3","gabrr3a"
"6309","GABRR3","gabrr3b"
"6310","GAD1","gad1a"
"6311","GAD1","gad1b"
"6312","GAD2","gad2"
"6313","GADD45A","gadd45aa"
"6314","GADD45A","gadd45ab"
"6315","GADD45B","gadd45ba"
"6316","GADD45B","gadd45bb"
"6317","GADD45G","gadd45ga"
"6318","GADD45G","gadd45gb.1"
"6319","GADD45GIP1","gadd45gip1"
"6320","GAK","gak"
"6321","GAL3ST1","gal3st1a"
"6322","GAL3ST1","gal3st1b"
"6323","GAL3ST2","gal3st2"
"6324","GAL3ST3","gal3st3"
"6325","GAL3ST4","gal3st4"
"6326","GALC","galca"
"6327","GALC","galcb"
"6328","GALE","gale"
"6329","GALK1","galk1"
"6330","GALK2","galk2"
"6331","GALM","galm"
"6332","GAL","galn"
"6333","GALNS","galns"
"6334","GALNT1","galnt1"
"6335","GALNTL5","galnt11"
"6336","GALNT12","galnt12"
"6337","GALNT13","galnt13"
"6338","GALNT14","galnt14"
"6339","GALNT16","galnt16"
"6340","GALNT17","galnt17"
"6341","GALNT18","galnt18a"
"6342","GALNT18","galnt18b"
"6343","GALNT2","galnt2"
"6344","GALNTL5","galnt6"
"6345","GALNT7","galnt7"
"6346","GALNT8","galnt8a.1"
"6347","GALNT8","galnt8a.2"
"6348","GALNT8","galnt8b.1"
"6349","GALNT8","galnt8b.2"
"6350","GALNT9","galnt9"
"6351","GALR1","galr1a"
"6352","GALR2","galr2a"
"6353","GALR3","galr2b"
"6354","GALT","galt"
"6355","GAMT","gamt"
"6356","GANAB","ganab"
"6357","GANC","ganc"
"6358","GAP43","gap43"
"6359","GAPDH","gapdh"
"6360","GAPDHS","gapdhs"
"6361","GAPVD1","gapvd1"
"6362","GAR1","gar1"
"6363","GAREM1","garem"
"6364","GAREM2","gareml"
"6365","GARS1","gars1"
"6366","GART","gart"
"6367","GAS1","gas1a"
"6368","GAS1","gas1b"
"6369","GAS2","gas2a"
"6370","GAS2","gas2b"
"6371","GAS2L1","gas2l1"
"6372","GAS2L3","gas2l3"
"6373","GAS6","gas6"
"6374","GAS7","gas7a"
"6375","GAS8","gas8"
"6376","GASK1A","gask1a"
"6377","GASK1B","gask1b"
"6378","GATA1","gata1a"
"6379","GATA2","gata2a"
"6380","GATA3","gata3"
"6381","GATA4","gata4"
"6382","GATA5","gata5"
"6383","GATA6","gata6"
"6384","GATAD1","gatad1"
"6385","GATAD2A","gatad2ab"
"6386","GATAD2B","gatad2b"
"6387","GATB","gatb"
"6388","GATC","gatc"
"6389","GATD3","gatd3a"
"6390","GATM","gatm"
"6391","GBA1","gba"
"6392","GBA2","gba2"
"6393","GBA3","gba3"
"6394","GBE1","gbe1a"
"6395","GBE1","gbe1b"
"6396","GBF1","gbf1"
"6397","GBGT1","gbgt1l1"
"6398","GBGT1","gbgt1l2"
"6399","GBGT1","gbgt1l3"
"6400","GBGT1","gbgt1l4"
"6401","GBP6","gbp1"
"6402","GBP2","gbp2"
"6403","GBP6","gbp4"
"6404","GBX1","gbx1"
"6405","GBX2","gbx2"
"6406","GC","gc"
"6407","GCAT","gcat"
"6408","GCC1","gcc1"
"6409","GCDH","gcdha"
"6410","GCDH","gcdhb"
"6411","GCFC2","gcfc2"
"6412","GCG","gcga"
"6413","GCG","gcgb"
"6414","GCH1","gch1"
"6415","GCHFR","gchfr"
"6416","GCK","gck"
"6417","GCKR","gckr"
"6418","GCLC","gclc"
"6419","GCLM","gclm"
"6420","GCM2","gcm2"
"6421","GCN1","gcn1"
"6422","GCNA","gcna"
"6423","GCNT3","gcnt3"
"6424","GCNT4","gcnt4a"
"6425","GCNT4","gcnt4b"
"6426","GCNT7","gcnt7"
"6427","GDA","gda"
"6428","GDAP1","gdap1"
"6429","GDAP1L1","gdap1l1"
"6430","GDAP2","gdap2"
"6431","GDE1","gde1"
"6432","GDF10","gdf10a"
"6433","GDF10","gdf10b"
"6434","GDF2","gdf2"
"6435","GDF5","gdf5"
"6436","GDF7","gdf7"
"6437","GDF9","gdf9"
"6438","GDI1","gdi1"
"6439","GDI2","gdi2"
"6440","GDNF","gdnfa"
"6441","GDNF","gdnfb"
"6442","GDPD1","gdpd1"
"6443","GDPD2","gdpd2"
"6444","GDPD3","gdpd3a"
"6445","GDPD3","gdpd3b"
"6446","GDPD4","gdpd4a"
"6447","GDPD4","gdpd4b"
"6448","GDPD5","gdpd5a"
"6449","GDPD5","gdpd5b"
"6450","GEM","gem"
"6451","GEMIN2","gemin2"
"6452","GEMIN4","gemin4"
"6453","GEMIN5","gemin5"
"6454","GEMIN6","gemin6"
"6455","GEMIN7","gemin7"
"6456","GEMIN8","gemin8"
"6457","GET3","get3"
"6458","GET4","get4"
"6459","GFAP","gfap"
"6460","GFER","gfer"
"6461","GFI1","gfi1ab"
"6462","GFI1B","gfi1b"
"6463","GFM1","gfm1"
"6464","GFM2","gfm2"
"6465","GFOD2","gfod2"
"6466","GFPT1","gfpt1"
"6467","GFPT2","gfpt2"
"6468","GFRA1","gfra1a"
"6469","GFRA1","gfra1b"
"6470","GFRA2","gfra2a"
"6471","GFRA2","gfra2b"
"6472","GFRA3","gfra3"
"6473","GFRA4","gfra4a"
"6474","GFRA4","gfra4b"
"6475","GFRAL","gfral"
"6476","GGA1","gga1"
"6477","GGA3","gga3a"
"6478","GGA3","gga3b"
"6479","GGACT","ggact.1"
"6480","GGACT","ggact.2"
"6481","GGACT","ggact.3"
"6482","GGCT","ggctb"
"6483","GGCX","ggcx"
"6484","GGH","ggh"
"6485","GGNBP2","ggnbp2"
"6486","GGPS1","ggps1"
"6487","GGT1","ggt1a"
"6488","GGT1","ggt1b"
"6489","GGT1","ggt1l2.1"
"6490","GGT1","ggt1l2.2"
"6491","GGT5","ggt5a"
"6492","CSH1","gh1"
"6493","GHDC","ghdc"
"6494","IL11RA","ghra"
"6495","IL11RA","ghrb"
"6496","GHRH","ghrh"
"6497","GHRHR","ghrhrl"
"6498","GHSR","ghsra"
"6499","GHSR","ghsrb"
"6500","GID8","gid8a"
"6501","GID8","gid8b"
"6502","GIGYF1","gigyf1a"
"6503","GIGYF1","gigyf1b"
"6504","GIGYF2","gigyf2"
"6505","GINM1","ginm1"
"6506","GINS1","gins1"
"6507","GINS2","gins2"
"6508","GINS3","gins3"
"6509","GINS4","gins4"
"6510","GIP","gip"
"6511","GIPC1","gipc1"
"6512","GIPC2","gipc2"
"6513","GIPC3","gipc3"
"6514","GCGR","gipr"
"6515","GIT1","git1"
"6516","GIT2","git2a"
"6517","GIT2","git2b"
"6518","GJA3","gja3"
"6519","GJA5","gja5a"
"6520","GJA5","gja5b"
"6521","GJA8","gja8a"
"6522","GJA8","gja8b"
"6523","GJD2","gjd2b"
"6524","GK5","gk5"
"6525","GKAP1","gkap1"
"6526","GLA","gla"
"6527","GLB1","glb1"
"6528","GLB1L","glb1l"
"6529","GLCCI1","glcci1a"
"6530","GLCE","glcea"
"6531","GLCE","glceb"
"6532","GLDC","gldc"
"6533","GLDN","gldn"
"6534","GLE1","gle1"
"6535","GLG1","glg1a"
"6536","GLG1","glg1b"
"6537","GLI1","gli1"
"6538","GLI2","gli2a"
"6539","GLI2","gli2b"
"6540","GLI3","gli3"
"6541","CRISP1","glipr1a"
"6542","CRISP1","glipr1b"
"6543","GLIPR1L1","glipr2"
"6544","GLIPR2","glipr2l"
"6545","GLIS1","glis1b"
"6546","GLIS2","glis2a"
"6547","GLIS2","glis2b"
"6548","GLIS3","glis3"
"6549","GLMN","glmna"
"6550","GLMN","glmnb"
"6551","GLMP","glmp"
"6552","GLO1","glo1"
"6553","GLOD4","glod4"
"6554","GLOD5","glod5"
"6555","GLRA1","glra1"
"6556","GLRA2","glra2"
"6557","GLRA3","glra3"
"6558","GLRB","glrba"
"6559","GLRB","glrbb"
"6560","GLRX","glrx"
"6561","GLRX2","glrx2"
"6562","GLRX3","glrx3"
"6563","GLRX5","glrx5"
"6564","GLS2","gls2a"
"6565","GLS2","gls2b"
"6566","GLS","glsa"
"6567","GLS","glsb"
"6568","GLT1D1","glt1d1"
"6569","GLT8D1","glt8d1"
"6570","GLT8D2","glt8d2"
"6571","GLTP","gltpa"
"6572","GLTPD2","gltpd2"
"6573","GLUD2","glud1a"
"6574","GLUD2","glud1b"
"6575","GLUL","glula"
"6576","GLUL","glulb"
"6577","GLYCTK","glyctk"
"6578","GLYR1","glyr1"
"6579","GM2A","gm2a"
"6580","GMCL1","gmcl1"
"6581","GMDS","gmds"
"6582","GMEB1","gmeb1"
"6583","GMFB","gmfb"
"6584","GMIP","gmip"
"6585","GMNC","gmnc"
"6586","GMNN","gmnn"
"6587","GMPPA","gmppaa"
"6588","GMPPA","gmppab"
"6589","GMPPB","gmppb"
"6590","GMPR","gmpr"
"6591","GMPR2","gmpr2"
"6592","GMPS","gmps"
"6593","GNA12","gna12a"
"6594","GNA13","gna13a"
"6595","GNA13","gna13b"
"6596","GNAQ","gna14"
"6597","GNA14","gna14a"
"6598","GNA15","gna15.1"
"6599","GNA15","gna15.3"
"6600","GNA15","gna15.4"
"6601","GNAI2","gnai2a"
"6602","GNAI2","gnai2b"
"6603","GNAI1","gnai3"
"6604","GNAO1","gnao1a"
"6605","GNAO1","gnao1b"
"6606","GNAQ","gnaq"
"6607","GNAS","gnas"
"6608","GNAT1","gnat1"
"6609","GNAT2","gnat2"
"6610","GNB1","gnb1b"
"6611","GNB1L","gnb1l"
"6612","GNB2","gnb2"
"6613","GNB3","gnb3a"
"6614","GNB3","gnb3b"
"6615","GNB4","gnb4b"
"6616","GNB5","gnb5a"
"6617","GNB5","gnb5b"
"6618","GNE","gne"
"6619","GNG10","gng10"
"6620","GNG12","gng12a"
"6621","GNG13","gng13b"
"6622","GNG2","gng2"
"6623","GNG3","gng3"
"6624","GNG5B","gng5"
"6625","GNG7","gng7"
"6626","GNG8","gng8"
"6627","GNG11","gngt1"
"6628","GNGT2","gngt2a"
"6629","GNGT2","gngt2b"
"6630","GNL1","gnl1"
"6631","GNL2","gnl2"
"6632","GNL3","gnl3"
"6633","GNL3L","gnl3l"
"6634","GNMT","gnmt"
"6635","GNPAT","gnpat"
"6636","GNPDA1","gnpda1"
"6637","GNPDA2","gnpda2"
"6638","GNPNAT1","gnpnat1"
"6639","GNPTAB","gnptab"
"6640","GNPTG","gnptg"
"6641","GNRH2","gnrh2"
"6642","GNRH2","gnrh3"
"6643","GNRHR","gnrhr1"
"6644","GNRHR","gnrhr2"
"6645","GNRHR","gnrhr4"
"6646","GNS","gnsa"
"6647","ARSL","gnsb"
"6648","GOLGA1","golga1"
"6649","GOLGA6C","golga2"
"6650","GOLGA3","golga3"
"6651","GOLGA4","golga4"
"6652","GOLGA5","golga5"
"6653","GOLGA7","golga7"
"6654","GOLGA7B","golga7ba"
"6655","GOLGA7B","golga7bb"
"6656","GOLGB1","golgb1"
"6657","GOLPH3L","golph3l"
"6658","GOLT1A","golt1a"
"6659","GOLT1B","golt1ba"
"6660","GOLT1B","golt1bb"
"6661","GOPC","gopc"
"6662","GORAB","gorab"
"6663","GORASP1","gorasp1a"
"6664","GORASP2","gorasp2"
"6665","GOSR1","gosr1"
"6666","GOSR2","gosr2"
"6667","GOT1","got1"
"6668","GOT1L1","got1l1"
"6669","GOT2","got2a"
"6670","GOT2","got2b"
"6671","GP1BB","gp1bb"
"6672","GP9","gp9"
"6673","ESAM","gpa33a"
"6674","GPA33","gpa33b"
"6675","GPAA1","gpaa1"
"6676","GPALPP1","gpalpp1"
"6677","GPAM","gpam"
"6678","GPANK1","gpank1"
"6679","GPAT2","gpat2"
"6680","GPAT4","gpat4"
"6681","GPATCH1","gpatch1"
"6682","GPATCH11","gpatch11"
"6683","GPATCH3","gpatch3"
"6684","GPATCH4","gpatch4"
"6685","GPATCH8","gpatch8"
"6686","GPBP1L1","gpbp1l1"
"6687","GPC1","gpc1a"
"6688","GPC1","gpc1b"
"6689","GPC2","gpc2"
"6690","GPC3","gpc3"
"6691","GPC4","gpc4"
"6692","GPC5","gpc5a"
"6693","GPC6","gpc6a"
"6694","GPC6","gpc6b"
"6695","GPCPD1","gpcpd1"
"6696","GPD1","gpd1a"
"6697","GPD1","gpd1b"
"6698","GPD1L","gpd1l"
"6699","GPD2","gpd2"
"6700","GPER1","gper1"
"6701","GPHA2","gpha2"
"6702","GPHB5","gphb5"
"6703","GPHN","gphna"
"6704","GPHN","gphnb"
"6705","GPI","gpia"
"6706","GPI","gpib"
"6707","GPKOW","gpkow"
"6708","GPM6A","gpm6aa"
"6709","GPM6A","gpm6ab"
"6710","GPM6B","gpm6ba"
"6711","GPM6B","gpm6bb"
"6712","GPN1","gpn1"
"6713","GPN2","gpn2"
"6714","GPN3","gpn3"
"6715","GPNMB","gpnmb"
"6716","CMKLR2","gpr1"
"6717","GPR101","gpr101"
"6718","GPR107","gpr107"
"6719","GPR108","gpr108"
"6720","GPR12","gpr12"
"6721","GPR135","gpr135"
"6722","GPR137","gpr137"
"6723","GPR137B","gpr137ba"
"6724","GPR137B","gpr137bb"
"6725","GPR137C","gpr137c"
"6726","GPR139","gpr139"
"6727","GPR142","gpr142"
"6728","GPR143","gpr143"
"6729","GPR153","gpr153"
"6730","GPR155","gpr155a"
"6731","GPR155","gpr155b"
"6732","GPR156","gpr156"
"6733","GPR157","gpr157"
"6734","GPR158","gpr158a"
"6735","GPR158","gpr158b"
"6736","GPR160","gpr160"
"6737","GPR161","gpr161"
"6738","GPR17","gpr17"
"6739","GPR171","gpr171"
"6740","GPR173","gpr173"
"6741","GPR176","gpr176"
"6742","GPR18","gpr18"
"6743","GPR182","gpr182"
"6744","GPR183","gpr183a"
"6745","GPR183","gpr183b"
"6746","GPR3","gpr186"
"6747","GPR19","gpr19"
"6748","GPR20","gpr20"
"6749","GPR22","gpr22a"
"6750","GPR22","gpr22b"
"6751","GPR25","gpr25"
"6752","GPR26","gpr26"
"6753","GPR27","gpr27"
"6754","GPR34","gpr34b"
"6755","GPR35","gpr35.1"
"6756","GPR37","gpr37a"
"6757","GPR37","gpr37b"
"6758","GPR37L1","gpr37l1a"
"6759","GPR37L1","gpr37l1b"
"6760","GPR39","gpr39"
"6761","GPR4","gpr4"
"6762","GPR52","gpr52"
"6763","GPR6","gpr6"
"6764","GPR61","gpr61"
"6765","GPR63","gpr63"
"6766","GPR65","gpr65"
"6767","GPR75","gpr75"
"6768","GPR84","gpr84"
"6769","GPR85","gpr85"
"6770","GPRC5B","gprc5ba"
"6771","GPRC5B","gprc5bb"
"6772","GPRC5C","gprc5c"
"6773","GPRC6A","gprc6a"
"6774","GPS1","gps1"
"6775","GPS2","gps2"
"6776","GPSM1","gpsm1b"
"6777","GPSM2","gpsm2"
"6778","GPT2","gpt2"
"6779","GPX3","gpx1a"
"6780","GPX3","gpx1b"
"6781","GPX3","gpx3"
"6782","GPX5","gpx4a"
"6783","GPX4","gpx4b"
"6784","GPX7","gpx7"
"6785","GPX8","gpx8"
"6786","GPX1","gpx9"
"6787","EIF4EBP2","gra"
"6788","GRAMD1A","gramd1a"
"6789","GRAMD1B","gramd1ba"
"6790","GRAMD1B","gramd1bb"
"6791","GRAMD1C","gramd1c"
"6792","GRAMD2A","gramd2aa"
"6793","GRAMD4","gramd4a"
"6794","GRAMD4","gramd4b"
"6795","GRAP2","grap2a"
"6796","GRAP2","grap2b"
"6797","GRAPL","grapa"
"6798","GRAPL","grapb"
"6799","TAMALIN","grasp"
"6800","GRB10","grb10a"
"6801","GRB10","grb10b"
"6802","GRB2","grb2a"
"6803","GRB2","grb2b"
"6804","GRB7","grb7"
"6805","GREB1","greb1"
"6806","GREB1L","greb1l"
"6807","GREM1","grem1a"
"6808","GREM1","grem1b"
"6809","GREM2","grem2a"
"6810","GREM2","grem2b"
"6811","GRHL1","grhl1"
"6812","GRHL2","grhl2a"
"6813","GRHL2","grhl2b"
"6814","GRHL3","grhl3"
"6815","GRHPR","grhpra"
"6816","GRIA1","gria1a"
"6817","GRIA1","gria1b"
"6818","GRIA2","gria2a"
"6819","GRIA2","gria2b"
"6820","GRIA3","gria3a"
"6821","GRIA3","gria3b"
"6822","GRIA4","gria4a"
"6823","GRIA4","gria4b"
"6824","GRID1","grid1a"
"6825","GRID1","grid1b"
"6826","GRID2","grid2"
"6827","GRID2IP","grid2ipa"
"6828","GRID2IP","grid2ipb"
"6829","GRIFIN","grifin"
"6830","GRIK1","grik1a"
"6831","GRIK1","grik1b"
"6832","GRIK4","grik4"
"6833","GRIK5","grik5"
"6834","GRIN1","grin1a"
"6835","GRIN1","grin1b"
"6836","GRIN2A","grin2aa"
"6837","GRIN2B","grin2bb"
"6838","GRIN2C","grin2cb"
"6839","GRIN2D","grin2da"
"6840","GRIN2D","grin2db"
"6841","GRIN3B","grin3ba"
"6842","GRIN3B","grin3bb"
"6843","GRINA","grinaa"
"6844","GRINA","grinab"
"6845","GRIP1","grip1"
"6846","GRIP2","grip2a"
"6847","GRIP2","grip2b"
"6848","GRIPAP1","gripap1"
"6849","GRK1","grk1a"
"6850","GRK3","grk3"
"6851","GRK4","grk4"
"6852","GRK6","grk6"
"6853","GRK7","grk7a"
"6854","GRK7","grk7b"
"6855","GRM1","grm1a"
"6856","GRM1","grm1b"
"6857","GRM2","grm2a"
"6858","GRM2","grm2b"
"6859","GRM3","grm3"
"6860","GRM4","grm4"
"6861","GRM5","grm5a"
"6862","GRM5","grm5b"
"6863","GRM6","grm6a"
"6864","GRM6","grm6b"
"6865","GRM8","grm8a"
"6866","GRM8","grm8b"
"6867","GRN","grnb"
"6868","GRPEL1","grpel1"
"6869","GRPEL2","grpel2"
"6870","GRPR","grpr"
"6871","GRTP1","grtp1a"
"6872","GRTP1","grtp1b"
"6873","GRWD1","grwd1"
"6874","GRXCR1","grxcr1a"
"6875","GRXCR1","grxcr1b"
"6876","GSAP","gsap"
"6877","GSC","gsc"
"6878","GSDME","gsdmea"
"6879","GSDME","gsdmeb"
"6880","GSE1","gse1"
"6881","GSG1L","gsg1l"
"6882","GSG1L2","gsg1l2a"
"6883","GSG1L2","gsg1l2b"
"6884","GSK3A","gsk3aa"
"6885","GSK3A","gsk3ab"
"6886","GSK3B","gsk3ba"
"6887","GSK3B","gsk3bb"
"6888","GSKIP","gskip"
"6889","GSN","gsna"
"6890","GSN","gsnb"
"6891","GSPT1","gspt1"
"6892","GSPT1","gspt1l"
"6893","GSR","gsr"
"6894","GSS","gss"
"6895","GSTCD","gstcd"
"6896","GSTK1","gstk1"
"6897","GSTK1","gstk2"
"6898","GSTK1","gstk4"
"6899","GSTM3","gstm.1"
"6900","GSTM3","gstm.2"
"6901","GSTM3","gstm.3"
"6902","GSTO1","gsto1"
"6903","GSTO1","gsto2"
"6904","GSTA1","gstp2"
"6905","GSTO2","gstr"
"6906","GSTO2","gstt2"
"6907","GSTZ1","gstz1"
"6908","GSX1","gsx1"
"6909","GSX2","gsx2"
