"","human_gene","macaque_gene"
"5944","H1-0","H1-0"
"5945","H1-1","H1-1"
"5946","H1-10","H1-10"
"5947","H1-2","H1-2"
"5948","H1-3","H1-3"
"5949","H1-4","H1-4"
"5950","H1-5","H1-5"
"5951","H1-6","H1-6"
"5952","H1-7","H1-7"
"5953","H1-8","H1-8"
"5954","H2AB3","H2AB1"
"5955","H2AB3","H2AB2"
"5956","H2AC1","H2AC1"
"5957","H2AC12","H2AC12"
"5958","H2AC14","H2AC14"
"5959","H2AC11","H2AC15"
"5960","H2AC17","H2AC17"
"5961","H2AC20","H2AC20"
"5962","H2AC21","H2AC21"
"5963","H2AC6","H2AC6"
"5964","H2AC4","H2AC8"
"5965","H2AJ","H2AJ"
"5966","H2AX","H2AX"
"5967","H2AZ1","H2AZ1"
"5968","H2AZ2","H2AZ2"
"5969","H2BC1","H2BC1"
"5970","H2BC11","H2BC11"
"5971","H2BC12","H2BC12"
"5972","H2BC14","H2BC14"
"5973","H2BC15","H2BC15"
"5974","H2BC17","H2BC17"
"5975","H2BC18","H2BC18"
"5976","H2BC26","H2BC26"
"5977","H2BC5","H2BC5"
"5978","H2BC13","H2BC9"
"5979","H2BK1","H2BK1"
"5980","H2BW1","H2BW1"
"5981","H2BW1","H2BW1C"
"5982","H2BW2","H2BW2A"
"5983","H3-3A","H3-3A"
"5984","H3-4","H3-4"
"5985","H3C4","H3C10"
"5986","H3C3","H3C12"
"5987","H3C8","H3C2"
"5988","H3C11","H3C6"
"5989","H3Y1","H3Y1"
"5990","H4C9","H4C11"
"5991","H4C13","H4C16"
"5992","H4C8","H4C3"
"5993","H4C5","H4C6"
"5994","H4C5","H4C8"
"5995","H6PD","H6PD"
"5996","HAAO","HAAO"
"5997","HABP2","HABP2"
"5998","HABP4","HABP4"
"5999","HACD1","HACD1"
"6000","HACD2","HACD2"
"6001","HACD3","HACD3"
"6002","HACD4","HACD4"
"6003","HACE1","HACE1"
"6004","HACL1","HACL1"
"6005","HADH","HADH"
"6006","HADHA","HADHA"
"6007","HADHB","HADHB"
"6008","HAGH","HAGH"
"6009","HAGHL","HAGHL"
"6010","HAL","HAL"
"6011","HAMP","HAMP"
"6012","HAND1","HAND1"
"6013","HAND2","HAND2"
"6014","HAO1","HAO1"
"6015","HAO2","HAO2"
"6016","HAPLN1","HAPLN1"
"6017","HAPLN2","HAPLN2"
"6018","HAPLN3","HAPLN3"
"6019","HAPLN4","HAPLN4"
"6020","HAPSTR1","HAPSTR1"
"6021","HARBI1","HARBI1"
"6022","HARS1","HARS1"
"6023","HARS2","HARS2"
"6024","HAS1","HAS1"
"6025","HAS2","HAS2"
"6026","HAS3","HAS3"
"6027","HASPIN","HASPIN"
"6028","HAT1","HAT1"
"6029","HAUS1","HAUS1"
"6030","HAUS2","HAUS2"
"6031","HAUS4","HAUS4"
"6032","HAUS5","HAUS5"
"6033","HAUS6","HAUS6"
"6034","HAUS7","HAUS7"
"6035","HAUS8","HAUS8"
"6036","HAVCR2","HAVCR2"
"6037","HAX1","HAX1"
"6038","HBA2","HBA"
"6039","HBEGF","HBEGF"
"6040","HBM","HBM"
"6041","HBP1","HBP1"
"6042","HBQ1","HBQ1"
"6043","HBS1L","HBS1L"
"6044","HCAR1","HCAR1"
"6045","HCCS","HCCS"
"6046","HCFC1","HCFC1"
"6047","HCFC2","HCFC2"
"6048","HCK","HCK"
"6049","HCLS1","HCLS1"
"6050","HCN1","HCN1"
"6051","HCN2","HCN2"
"6052","HCN3","HCN3"
"6053","HCN4","HCN4"
"6054","HCRT","HCRT"
"6055","HCRTR1","HCRTR1"
"6056","HCRTR2","HCRTR2"
"6057","HCST","HCST"
"6058","HDAC1","HDAC1"
"6059","HDAC10","HDAC10"
"6060","HDAC11","HDAC11"
"6061","HDAC2","HDAC2"
"6062","HDAC3","HDAC3"
"6063","HDAC4","HDAC4"
"6064","HDAC5","HDAC5"
"6065","HDAC6","HDAC6"
"6066","HDAC7","HDAC7"
"6067","HDAC9","HDAC9"
"6068","HDC","HDC"
"6069","HDDC2","HDDC2"
"6070","HDDC3","HDDC3"
"6071","HDGF","HDGF"
"6072","HDGFL2","HDGFL2"
"6073","HDGFL3","HDGFL3"
"6074","HDHD2","HDHD2"
"6075","HDHD3","HDHD3"
"6076","HDHD5","HDHD5"
"6077","HDLBP","HDLBP"
"6078","HDX","HDX"
"6079","HEATR1","HEATR1"
"6080","HEATR3","HEATR3"
"6081","HEATR5A","HEATR5A"
"6082","HEATR5B","HEATR5B"
"6083","HEATR6","HEATR6"
"6084","HEATR9","HEATR9"
"6085","HEBP1","HEBP1"
"6086","HEBP2","HEBP2"
"6087","HECA","HECA"
"6088","HECTD1","HECTD1"
"6089","HECTD2","HECTD2"
"6090","HECTD3","HECTD3"
"6091","HECTD4","HECTD4"
"6092","HECW1","HECW1"
"6093","HECW2","HECW2"
"6094","HEG1","HEG1"
"6095","HELB","HELB"
"6096","HELLS","HELLS"
"6097","HELQ","HELQ"
"6098","HELT","HELT"
"6099","HELZ","HELZ"
"6100","HELZ2","HELZ2"
"6101","HEMGN","HEMGN"
"6102","HEMK1","HEMK1"
"6103","HENMT1","HENMT1"
"6104","HEPACAM","HEPACAM"
"6105","HEPACAM2","HEPACAM2"
"6106","HEPH","HEPH"
"6107","HEPHL1","HEPHL1"
"6108","HERC1","HERC1"
"6109","HERC2","HERC2"
"6110","HERC3","HERC3"
"6111","HERC4","HERC4"
"6112","HERC5","HERC5"
"6113","HERC6","HERC6"
"6114","HERPUD1","HERPUD1"
"6115","HERPUD2","HERPUD2"
"6116","HES1","HES1"
"6117","HES2","HES2"
"6118","HES3","HES3"
"6119","HES4","HES4"
"6120","HES5","HES5"
"6121","HES6","HES6"
"6122","HES7","HES7"
"6123","HESX1","HESX1"
"6124","HEXA","HEXA"
"6125","HEXB","HEXB"
"6126","HEXD","HEXD"
"6127","HEXIM1","HEXIM1"
"6128","HEXIM2","HEXIM2"
"6129","HEY1","HEY1"
"6130","HEY2","HEY2"
"6131","HEYL","HEYL"
"6132","HFE","HFE"
"6133","HFM1","HFM1"
"6134","HGD","HGD"
"6135","HGF","HGF"
"6136","HGFAC","HGFAC"
"6137","HGH1","HGH1"
"6138","HGS","HGS"
"6139","HGSNAT","HGSNAT"
"6140","HHAT","HHAT"
"6141","HHEX","HHEX"
"6142","HHIP","HHIP"
"6143","HHIPL1","HHIPL1"
"6144","HHIPL2","HHIPL2"
"6145","HHLA1","HHLA1"
"6146","HHLA2","HHLA2"
"6147","HIBADH","HIBADH"
"6148","HIBCH","HIBCH"
"6149","HIC1","HIC1"
"6150","HIC2","HIC2"
"6151","HID1","HID1"
"6152","HIF1A","HIF1A"
"6153","HIF1AN","HIF1AN"
"6154","HIF3A","HIF3A"
"6155","HIGD1B","HIGD1B"
"6156","HIGD1C","HIGD1C"
"6157","HIGD2A","HIGD2A"
"6158","HIKESHI","HIKESHI"
"6159","HINFP","HINFP"
"6160","HINT1","HINT1"
"6161","HINT2","HINT2"
"6162","HINT3","HINT3"
"6163","HIP1","HIP1"
"6164","HIP1R","HIP1R"
"6165","HIPK1","HIPK1"
"6166","HIPK2","HIPK2"
"6167","HIPK3","HIPK3"
"6168","HIPK4","HIPK4"
"6169","HIRA","HIRA"
"6170","HIRIP3","HIRIP3"
"6171","HIVEP1","HIVEP1"
"6172","HIVEP2","HIVEP2"
"6173","HIVEP3","HIVEP3"
"6174","HJURP","HJURP"
"6175","HJV","HJV"
"6176","HK1","HK1"
"6177","HK2","HK2"
"6178","HK3","HK3"
"6179","HKDC1","HKDC1"
"6180","HLCS","HLCS"
"6181","HLF","HLF"
"6182","HLTF","HLTF"
"6183","HLX","HLX"
"6184","HM13","HM13"
"6185","HMBOX1","HMBOX1"
"6186","HMBS","HMBS"
"6187","HMCES","HMCES"
"6188","HMCN1","HMCN1"
"6189","HMCN2","HMCN2"
"6190","HMG20A","HMG20A"
"6191","HMG20B","HMG20B"
"6192","HMGA1","HMGA1"
"6193","HMGB2","HMGB2"
"6194","HMGB4","HMGB4"
"6195","HMGCL","HMGCL"
"6196","HMGCLL1","HMGCLL1"
"6197","HMGCR","HMGCR"
"6198","HMGCS1","HMGCS1"
"6199","HMGCS2","HMGCS2"
"6200","HMGN3","HMGN3"
"6201","HMGN4","HMGN4"
"6202","HMGN5","HMGN5"
"6203","HMGXB3","HMGXB3"
"6204","HMGXB4","HMGXB4"
"6205","HMHB1","HMHB1"
"6206","HMMR","HMMR"
"6207","HMOX1","HMOX1"
"6208","HMOX2","HMOX2"
"6209","HMX1","HMX1"
"6210","HMX2","HMX2"
"6211","HMX3","HMX3"
"6212","HNF1A","HNF1A"
"6213","HNF1B","HNF1B"
"6214","HNF4A","HNF4A"
"6215","HNF4G","HNF4G"
"6216","HNMT","HNMT"
"6217","HNRNPA2B1","HNRNPA2B1"
"6218","HNRNPAB","HNRNPAB"
"6219","HNRNPC","HNRNPC"
"6220","HNRNPD","HNRNPD"
"6221","HNRNPDL","HNRNPDL"
"6222","HNRNPF","HNRNPF"
"6223","HNRNPH1","HNRNPH1"
"6224","HNRNPH2","HNRNPH2"
"6225","HNRNPH3","HNRNPH3"
"6226","HNRNPK","HNRNPK"
"6227","HNRNPL","HNRNPL"
"6228","HNRNPLL","HNRNPLL"
"6229","HNRNPM","HNRNPM"
"6230","HNRNPR","HNRNPR"
"6231","HNRNPU","HNRNPU"
"6232","HNRNPUL1","HNRNPUL1"
"6233","HNRNPUL2","HNRNPUL2"
"6234","HOATZ","HOATZ"
"6235","HOMER1","HOMER1"
"6236","HOMER2","HOMER2"
"6237","HOMER3","HOMER3"
"6238","HOMEZ","HOMEZ"
"6239","HOOK1","HOOK1"
"6240","HOOK2","HOOK2"
"6241","HOOK3","HOOK3"
"6242","HOPX","HOPX"
"6243","HORMAD1","HORMAD1"
"6244","HORMAD2","HORMAD2"
"6245","HOXA1","HOXA1"
"6246","HOXA10","HOXA10"
"6247","HOXA11","HOXA11"
"6248","HOXA13","HOXA13"
"6249","HOXA2","HOXA2"
"6250","HOXA3","HOXA3"
"6251","HOXA4","HOXA4"
"6252","HOXA5","HOXA5"
"6253","HOXA6","HOXA6"
"6254","HOXA7","HOXA7"
"6255","HOXA9","HOXA9"
"6256","HOXB1","HOXB1"
"6257","HOXB13","HOXB13"
"6258","HOXB2","HOXB2"
"6259","HOXB4","HOXB4"
"6260","HOXB5","HOXB5"
"6261","HOXB6","HOXB6"
"6262","HOXB7","HOXB7"
"6263","HOXB8","HOXB8"
"6264","HOXB9","HOXB9"
"6265","HOXC10","HOXC10"
"6266","HOXC11","HOXC11"
"6267","HOXC12","HOXC12"
"6268","HOXC13","HOXC13"
"6269","HOXC4","HOXC4"
"6270","HOXC5","HOXC5"
"6271","HOXC6","HOXC6"
"6272","HOXC8","HOXC8"
"6273","HOXC9","HOXC9"
"6274","HOXD1","HOXD1"
"6275","HOXD10","HOXD10"
"6276","HOXD11","HOXD11"
"6277","HOXD12","HOXD12"
"6278","HOXD13","HOXD13"
"6279","HOXD3","HOXD3"
"6280","HOXD4","HOXD4"
"6281","HOXD8","HOXD8"
"6282","HOXD9","HOXD9"
"6283","DHODH","HP"
"6284","HP1BP3","HP1BP3"
"6285","HPCA","HPCA"
"6286","HPCAL1","HPCAL1"
"6287","HPCAL4","HPCAL4"
"6288","HPD","HPD"
"6289","HPDL","HPDL"
"6290","HPF1","HPF1"
"6291","HPGD","HPGD"
"6292","HPGDS","HPGDS"
"6293","HPN","HPN"
"6294","HPRT1","HPRT1"
"6295","HPS1","HPS1"
"6296","HPS3","HPS3"
"6297","HPS4","HPS4"
"6298","HPS5","HPS5"
"6299","HPS6","HPS6"
"6300","HPSE","HPSE"
"6301","HPSE2","HPSE2"
"6302","HPX","HPX"
"6303","HR","HR"
"6304","HRAS","HRAS"
"6305","HRC","HRC"
"6306","HRCT1","HRCT1"
"6307","HRG","HRG"
"6308","HRH1","HRH1"
"6309","HRH2","HRH2"
"6310","HRH3","HRH3"
"6311","HRH4","HRH4"
"6312","HROB","HROB"
"6313","HS1BP3","HS1BP3"
"6314","HS2ST1","HS2ST1"
"6315","HS3ST1","HS3ST1"
"6316","HS3ST2","HS3ST2"
"6317","HS3ST3A1","HS3ST3A1"
"6318","HS3ST3B1","HS3ST3B1"
"6319","HS3ST4","HS3ST4"
"6320","HS3ST5","HS3ST5"
"6321","HS3ST6","HS3ST6"
"6322","HS6ST1","HS6ST1"
"6323","HS6ST2","HS6ST2"
"6324","HS6ST3","HS6ST3"
"6325","HSBP1","HSBP1"
"6326","HSBP1L1","HSBP1L1"
"6327","HSCB","HSCB"
"6328","HSD11B1","HSD11B1"
"6329","HSD11B1L","HSD11B1L"
"6330","HSD11B2","HSD11B2"
"6331","HSD17B1","HSD17B1"
"6332","HSD17B10","HSD17B10"
"6333","HSD17B11","HSD17B11"
"6334","HSD17B12","HSD17B12"
"6335","HSD17B13","HSD17B13"
"6336","HSD17B14","HSD17B14"
"6337","HSD17B2","HSD17B2"
"6338","HSD17B3","HSD17B3"
"6339","HSD17B4","HSD17B4"
"6340","HSD17B6","HSD17B6"
"6341","HSD17B7","HSD17B7"
"6342","HSD17B8","HSD17B8"
"6343","HSD3B1","HSD3B1"
"6344","HSD3B2","HSD3B2"
"6345","HSD3B7","HSD3B7"
"6346","HSDL1","HSDL1"
"6347","HSDL2","HSDL2"
"6348","HSF1","HSF1"
"6349","HSF2","HSF2"
"6350","HSF2BP","HSF2BP"
"6351","HSF4","HSF4"
"6352","HSF5","HSF5"
"6353","HSH2D","HSH2D"
"6354","HSP90AA1","HSP90AA1"
"6355","HSP90AB1","HSP90AB1"
"6356","HSP90B1","HSP90B1"
"6357","HSPA12A","HSPA12A"
"6358","HSPA12B","HSPA12B"
"6359","HSPA13","HSPA13"
"6360","HSPA14","HSPA14"
"6361","HSPA1L","HSPA1L"
"6362","HSPA4","HSPA4"
"6363","HSPA4L","HSPA4L"
"6364","HSPA5","HSPA5"
"6365","HSPA9","HSPA9"
"6366","HSPB1","HSPB1"
"6367","HSPB2","HSPB2"
"6368","HSPB3","HSPB3"
"6369","HSPB6","HSPB6"
"6370","HSPB7","HSPB7"
"6371","HSPB8","HSPB8"
"6372","HSPBAP1","HSPBAP1"
"6373","HSPBP1","HSPBP1"
"6374","HSPD1","HSPD1"
"6375","MOB4","HSPE1"
"6376","HSPG2","HSPG2"
"6377","HSPH1","HSPH1"
"6378","HTATSF1","HTATSF1"
"6379","HTR1A","HTR1A"
"6380","HTR1B","HTR1B"
"6381","HTR1D","HTR1D"
"6382","HTR1E","HTR1E"
"6383","HTR2A","HTR2A"
"6384","HTR2B","HTR2B"
"6385","HTR2C","HTR2C"
"6386","HTR3A","HTR3A"
"6387","HTR3B","HTR3B"
"6388","HTR3C","HTR3C"
"6389","HTR3D","HTR3D"
"6390","HTR3E","HTR3E"
"6391","HTR4","HTR4"
"6392","HTR5A","HTR5A"
"6393","HTR6","HTR6"
"6394","HTR7","HTR7"
"6395","HTRA1","HTRA1"
"6396","HTRA2","HTRA2"
"6397","HTRA3","HTRA3"
"6398","HTRA4","HTRA4"
"6399","HTT","HTT"
"6400","HUNK","HUNK"
"6401","HUWE1","HUWE1"
"6402","HVCN1","HVCN1"
"6403","HYAL1","HYAL1"
"6404","HYAL2","HYAL2"
"6405","HYAL3","HYAL3"
"6406","HYAL4","HYAL4"
"6407","HYCC1","HYCC1"
"6408","HYCC2","HYCC2"
"6409","HYDIN","HYDIN"
"6410","HYI","HYI"
"6411","HYKK","HYKK"
"6412","HYLS1","HYLS1"
"6413","HYOU1","HYOU1"
"6414","HYPK","HYPK"
"6415","IAH1","IAH1"
"6416","IAPP","IAPP"
"6417","IARS1","IARS1"
"6418","IARS2","IARS2"
"6419","IBSP","IBSP"
"6420","IBTK","IBTK"
"6421","ICA1","ICA1"
"6422","ICA1L","ICA1L"
"6423","ICAM1","ICAM1"
"6424","ICAM2","ICAM2"
"6425","ICAM4","ICAM4"
"6426","ICAM5","ICAM5"
"6427","ICE1","ICE1"
"6428","ICE2","ICE2"
"6429","ICMT","ICMT"
"6430","ICOS","ICOS"
"6431","ICOSLG","ICOSLG"
"6432","ID1","ID1"
"6433","ID2","ID2"
"6434","ID3","ID3"
"6435","ID4","ID4"
"6436","IDE","IDE"
"6437","IDH1","IDH1"
"6438","IDH2","IDH2"
"6439","IDH3A","IDH3A"
"6440","IDH3B","IDH3B"
"6441","IDH3G","IDH3G"
"6442","IDI1","IDI1"
"6443","IDNK","IDNK"
"6444","IDO1","IDO1"
"6445","IDO2","IDO2"
"6446","IDS","IDS"
"6447","IDUA","IDUA"
"6448","IER3","IER3"
"6449","IER3IP1","IER3IP1"
"6450","IER5","IER5"
"6451","IER5L","IER5L"
"6452","IFFO1","IFFO1"
"6453","IFFO2","IFFO2"
"6454","IFI16","IFI16"
"6455","IFI27","IFI27"
"6456","IFI27L1","IFI27L1"
"6457","IFI27L2","IFI27L2"
"6458","IFI30","IFI30"
"6459","IFI35","IFI35"
"6460","IFI44","IFI44"
"6461","IFI44L","IFI44L"
"6462","IFI6","IFI6"
"6463","IFIT1","IFIT1"
"6464","IFIT2","IFIT2"
"6465","IFIT3","IFIT3"
"6466","IFIT5","IFIT5"
"6467","IFITM5","IFITM5"
"6468","IFNA4","IFNA10"
"6469","IFNA13","IFNA13"
"6470","IFNA14","IFNA14"
"6471","IFNA16","IFNA16"
"6472","IFNA21","IFNA21"
"6473","IFNA6","IFNA6"
"6474","IFNA8","IFNA8"
"6475","IFNAR1","IFNAR1"
"6476","IFNAR2","IFNAR2"
"6477","IFNB1","IFNB1"
"6478","IFNG","IFNG"
"6479","IFNGR1","IFNGR1"
"6480","IFNGR2","IFNGR2"
"6481","IFNK","IFNK"
"6482","IFNL1","IFNL1"
"6483","IFNLR1","IFNLR1"
"6484","IFNW1","IFNW1"
"6485","IFRD1","IFRD1"
"6486","IFRD2","IFRD2"
"6487","IFT122","IFT122"
"6488","IFT140","IFT140"
"6489","IFT172","IFT172"
"6490","IFT20","IFT20"
"6491","IFT22","IFT22"
"6492","IFT25","IFT25"
"6493","IFT27","IFT27"
"6494","IFT43","IFT43"
"6495","IFT46","IFT46"
"6496","IFT52","IFT52"
"6497","IFT56","IFT56"
"6498","IFT57","IFT57"
"6499","IFT70A","IFT70A"
"6500","IFT70B","IFT70B"
"6501","IFT74","IFT74"
"6502","IFT80","IFT80"
"6503","IFT81","IFT81"
"6504","IFT88","IFT88"
"6505","IFTAP","IFTAP"
"6506","IGBP1","IGBP1"
"6507","IGBP1C","IGBP1C"
"6508","IGDCC3","IGDCC3"
"6509","IGDCC4","IGDCC4"
"6510","IGF1","IGF1"
"6511","IGF1R","IGF1R"
"6512","IGF2","IGF2"
"6513","IGF2BP1","IGF2BP1"
"6514","IGF2BP2","IGF2BP2"
"6515","IGF2BP3","IGF2BP3"
"6516","IGF2R","IGF2R"
"6517","IGFALS","IGFALS"
"6518","IGFBP1","IGFBP1"
"6519","IGFBP2","IGFBP2"
"6520","IGFBP3","IGFBP3"
"6521","IGFBP4","IGFBP4"
"6522","IGFBP5","IGFBP5"
"6523","IGFBP6","IGFBP6"
"6524","IGFBP7","IGFBP7"
"6525","IGFBPL1","IGFBPL1"
"6526","IGFL1","IGFL1"
"6527","IGFL3","IGFL3"
"6528","IGFL4","IGFL4"
"6529","IGFLR1","IGFLR1"
"6530","IGFN1","IGFN1"
"6531","IGHE","IGHE"
"6532","IGHM","IGHM"
"6533","IGHMBP2","IGHMBP2"
"6534","IGHV1-45","IGHV1-45"
"6535","IGHV1-46","IGHV1-46"
"6536","IGHV3-15","IGHV3-15"
"6537","IGHV3-49","IGHV3-49"
"6538","IGHV3OR16-10","IGHV3OR16-10"
"6539","IGHV7-81","IGHV7-81"
"6540","IGKC","IGKC"
"6541","IGKV1D-42","IGKV1D-42"
"6542","IGKV4-1","IGKV4-1"
"6543","IGKV6D-41","IGKV6D-41"
"6544","IGLL1","IGLL1"
"6545","IGLV10-54","IGLV10-54"
"6546","IGLV11-55","IGLV11-55"
"6547","IGLV3-10","IGLV3-10"
"6548","IGLV3-27","IGLV3-27"
"6549","IGLV3-9","IGLV3-9"
"6550","IGLV4-3","IGLV4-3"
"6551","IGLV4-69","IGLV4-69"
"6552","IGLV7-43","IGLV7-43"
"6553","IGLV9-49","IGLV9-49"
"6554","IGSF1","IGSF1"
"6555","IGSF10","IGSF10"
"6556","IGSF11","IGSF11"
"6557","IGSF21","IGSF21"
"6558","IGSF22","IGSF22"
"6559","IGSF23","IGSF23"
"6560","IGSF3","IGSF3"
"6561","IGSF5","IGSF5"
"6562","IGSF6","IGSF6"
"6563","IGSF8","IGSF8"
"6564","IGSF9","IGSF9"
"6565","IGSF9B","IGSF9B"
"6566","IHH","IHH"
"6567","IHO1","IHO1"
"6568","IK","IK"
"6569","IKBIP","IKBIP"
"6570","IKBKB","IKBKB"
"6571","IKBKE","IKBKE"
"6572","IKBKG","IKBKG"
"6573","IKZF1","IKZF1"
"6574","IKZF2","IKZF2"
"6575","IKZF3","IKZF3"
"6576","IKZF4","IKZF4"
"6577","IKZF5","IKZF5"
"6578","IL10","IL10"
"6579","IL10RA","IL10RA"
"6580","IL11","IL11"
"6581","IL12A","IL12A"
"6582","IL12B","IL12B"
"6583","IL12RB1","IL12RB1"
"6584","IL12RB2","IL12RB2"
"6585","IL13","IL13"
"6586","IL13RA1","IL13RA1"
"6587","IL13RA2","IL13RA2"
"6588","IL15","IL15"
"6589","IL15RA","IL15RA"
"6590","IL16","IL16"
"6591","IL17A","IL17A"
"6592","IL17B","IL17B"
"6593","IL17C","IL17C"
"6594","IL17D","IL17D"
"6595","IL17F","IL17F"
"6596","IL17RA","IL17RA"
"6597","IL17RB","IL17RB"
"6598","IL17RC","IL17RC"
"6599","IL17RD","IL17RD"
"6600","IL17RE","IL17RE"
"6601","IL17REL","IL17REL"
"6602","IL18","IL18"
"6603","IL18BP","IL18BP"
"6604","IL18R1","IL18R1"
"6605","IL18RAP","IL18RAP"
"6606","IL19","IL19"
"6607","IL1A","IL1A"
"6608","IL1B","IL1B"
"6609","IL1F10","IL1F10"
"6610","IL1R1","IL1R1"
"6611","IL1R2","IL1R2"
"6612","IL1RAP","IL1RAP"
"6613","IL1RAPL1","IL1RAPL1"
"6614","IL1RAPL2","IL1RAPL2"
"6615","IL1RL1","IL1RL1"
"6616","IL1RL2","IL1RL2"
"6617","IL1RN","IL1RN"
"6618","IL2","IL2"
"6619","IL20","IL20"
"6620","IL20RA","IL20RA"
"6621","IL20RB","IL20RB"
"6622","IL21","IL21"
"6623","IL21R","IL21R"
"6624","IL22","IL22"
"6625","IL22RA1","IL22RA1"
"6626","IL22RA2","IL22RA2"
"6627","IL23A","IL23A"
"6628","IL23R","IL23R"
"6629","IL24","IL24"
"6630","IL25","IL25"
"6631","IL26","IL26"
"6632","IL27","IL27"
"6633","IL27RA","IL27RA"
"6634","IL2RA","IL2RA"
"6635","IL2RB","IL2RB"
"6636","IL2RG","IL2RG"
"6637","IL3","IL3"
"6638","IL31","IL31"
"6639","IL31RA","IL31RA"
"6640","IL33","IL33"
"6641","IL34","IL34"
"6642","IL36A","IL36A"
"6643","IL36B","IL36B"
"6644","IL36G","IL36G"
"6645","IL36RN","IL36RN"
"6646","IL37","IL37"
"6647","IL4","IL4"
"6648","IL4I1","IL4I1"
"6649","IL4R","IL4R"
"6650","IL5","IL5"
"6651","IL5RA","IL5RA"
"6652","IL6","IL6"
"6653","IL6R","IL6R"
"6654","IL6ST","IL6ST"
"6655","IL7","IL7"
"6656","IL7R","IL7R"
"6657","IL9","IL9"
"6658","IL9R","IL9R"
"6659","ILDR1","ILDR1"
"6660","ILDR2","ILDR2"
"6661","ILF2","ILF2"
"6662","ILF3","ILF3"
"6663","ILK","ILK"
"6664","ILKAP","ILKAP"
"6665","ILRUN","ILRUN"
"6666","ILVBL","ILVBL"
"6667","IMMP1L","IMMP1L"
"6668","IMMP2L","IMMP2L"
"6669","IMMT","IMMT"
"6670","IMP3","IMP3"
"6671","IMP4","IMP4"
"6672","IMPA1","IMPA1"
"6673","IMPA2","IMPA2"
"6674","IMPACT","IMPACT"
"6675","IMPDH1","IMPDH1"
"6676","IMPDH2","IMPDH2"
"6677","IMPG1","IMPG1"
"6678","IMPG2","IMPG2"
"6679","INA","INA"
"6680","INAVA","INAVA"
"6681","INCA1","INCA1"
"6682","INCENP","INCENP"
"6683","INF2","INF2"
"6684","ING1","ING1"
"6685","ING2","ING2"
"6686","ING3","ING3"
"6687","ING4","ING4"
"6688","ING5","ING5"
"6689","INHA","INHA"
"6690","INHBA","INHBA"
"6691","INHBB","INHBB"
"6692","INHBE","INHBE"
"6693","INIP","INIP"
"6694","INKA1","INKA1"
"6695","INKA2","INKA2"
"6696","INMT","INMT"
"6697","INO80","INO80"
"6698","INO80B","INO80B"
"6699","INO80C","INO80C"
"6700","INO80D","INO80D"
"6701","INO80E","INO80E"
"6702","INPP1","INPP1"
"6703","INPP4A","INPP4A"
"6704","INPP4B","INPP4B"
"6705","INPP5A","INPP5A"
"6706","INPP5B","INPP5B"
"6707","INPP5D","INPP5D"
"6708","INPP5E","INPP5E"
"6709","INPP5F","INPP5F"
"6710","INPP5J","INPP5J"
"6711","INPP5K","INPP5K"
"6712","INPPL1","INPPL1"
"6713","INS","INS"
"6714","INSC","INSC"
"6715","INSIG1","INSIG1"
"6716","INSIG2","INSIG2"
"6717","INSL3","INSL3"
"6718","INSL4","INSL4"
"6719","INSL5","INSL5"
"6720","INSL6","INSL6"
"6721","INSM1","INSM1"
"6722","INSM2","INSM2"
"6723","INSR","INSR"
"6724","INSRR","INSRR"
"6725","INSYN1","INSYN1"
"6726","INSYN2A","INSYN2A"
"6727","INSYN2B","INSYN2B"
"6728","INTS1","INTS1"
"6729","INTS10","INTS10"
"6730","INTS11","INTS11"
"6731","INTS12","INTS12"
"6732","INTS13","INTS13"
"6733","INTS14","INTS14"
"6734","INTS15","INTS15"
"6735","INTS2","INTS2"
"6736","INTS3","INTS3"
"6737","INTS4","INTS4"
"6738","INTS5","INTS5"
"6739","INTS6","INTS6"
"6740","INTS6L","INTS6L"
"6741","INTS7","INTS7"
"6742","INTS8","INTS8"
"6743","INTS9","INTS9"
"6744","INTU","INTU"
"6745","INVS","INVS"
"6746","IP6K1","IP6K1"
"6747","IP6K2","IP6K2"
"6748","IP6K3","IP6K3"
"6749","IPCEF1","IPCEF1"
"6750","IPMK","IPMK"
"6751","IPO11","IPO11"
"6752","IPO13","IPO13"
"6753","IPO4","IPO4"
"6754","IPO5","IPO5"
"6755","IPO7","IPO7"
"6756","IPO8","IPO8"
"6757","IPO9","IPO9"
"6758","IPP","IPP"
"6759","IPPK","IPPK"
"6760","IQCA1","IQCA1"
"6761","IQCA1L","IQCA1L"
"6762","IQCB1","IQCB1"
"6763","IQCC","IQCC"
"6764","IQCD","IQCD"
"6765","IQCE","IQCE"
"6766","IQCF1","IQCF1"
"6767","IQCF2","IQCF2"
"6768","IQCF3","IQCF3"
"6769","IQCF5","IQCF5"
"6770","IQCF6","IQCF6"
"6771","IQCG","IQCG"
"6772","IQCH","IQCH"
"6773","IQCK","IQCK"
"6774","IQCM","IQCM"
"6775","IQCN","IQCN"
"6776","IQGAP1","IQGAP1"
"6777","IQGAP2","IQGAP2"
"6778","IQGAP3","IQGAP3"
"6779","IQSEC1","IQSEC1"
"6780","IQSEC2","IQSEC2"
"6781","IQSEC3","IQSEC3"
"6782","IQUB","IQUB"
"6783","IRAG1","IRAG1"
"6784","IRAG2","IRAG2"
"6785","IRAK1","IRAK1"
"6786","IRAK1BP1","IRAK1BP1"
"6787","IRAK2","IRAK2"
"6788","IRAK3","IRAK3"
"6789","IRAK4","IRAK4"
