"","human_gene","rat_gene"
"5029","FAM83F","Fam83f"
"5030","FAM83G","Fam83g"
"5031","FAM83H","Fam83h"
"5032","FAM89A","Fam89a"
"5033","FAM89B","Fam89b"
"5034","FAM8A1","Fam8a1"
"5035","FAM90A24P","Fam90a1"
"5036","FAM91A1","Fam91a1"
"5037","FAM98A","Fam98a"
"5038","FAM98B","Fam98b"
"5039","FAM98B","Fam98b-ps1"
"5040","FAM98C","Fam98c"
"5041","SYCP3","Fam9b"
"5042","FAM9A","Fam9c"
"5043","FAN1","Fan1"
"5044","FANCA","Fanca"
"5045","FANCB","Fancb"
"5046","FANCC","Fancc"
"5047","FANCD2","Fancd2"
"5048","FANCD2OS","Fancd2os"
"5049","FANCE","Fance"
"5050","FANCF","Fancf"
"5051","FANCG","Fancg"
"5052","FANCI","Fanci"
"5053","FANCL","Fancl"
"5054","FANCM","Fancm"
"5055","FANK1","Fank1"
"5056","FAP","Fap"
"5057","FAR1","Far1"
"5058","FAR2","Far2"
"5059","FARP1","Farp1"
"5060","FARP2","Farp2"
"5061","FARS2","Fars2"
"5062","FARSA","Farsa"
"5063","FARSB","Farsb"
"5064","FAS","Fas"
"5065","FASLG","Faslg"
"5066","FASN","Fasn"
"5067","FASTK","Fastk"
"5068","FASTKD1","Fastkd1"
"5069","FASTKD2","Fastkd2"
"5070","FASTKD3","Fastkd3"
"5071","FASTKD5","Fastkd5"
"5072","FAT1","Fat1"
"5073","FAT2","Fat2"
"5074","FAT3","Fat3"
"5075","FAT4","Fat4"
"5076","FAU","Fau"
"5077","FAXC","Faxc"
"5078","FAXDC2","Faxdc2"
"5079","FBF1","Fbf1"
"5080","FBH1","Fbh1"
"5081","FBL","Fbl"
"5082","FBLIM1","Fblim1"
"5083","FBLL1","Fbll1"
"5084","FBLN1","Fbln1"
"5085","FBLN2","Fbln2"
"5086","FBLN5","Fbln5"
"5087","FBLN7","Fbln7"
"5088","FBN1","Fbn1"
"5089","FBN2","Fbn2"
"5090","FBP1","Fbp1"
"5091","FBP2","Fbp2"
"5092","FBRS","Fbrs"
"5093","FBRSL1","Fbrsl1"
"5094","FBXL12","Fbxl12"
"5095","FBXL13","Fbxl13"
"5096","FBXL14","Fbxl14"
"5097","FBXL14","Fbxl14-ps1"
"5098","FBXL15","Fbxl15"
"5099","FBXL16","Fbxl16"
"5100","FBXL17","Fbxl17"
"5101","FBXL18","Fbxl18"
"5102","FBXL19","Fbxl19"
"5103","FBXL2","Fbxl2"
"5104","FBXL20","Fbxl20"
"5105","FBXL22","Fbxl22"
"5106","FBXL3","Fbxl3"
"5107","FBXL4","Fbxl4"
"5108","FBXL5","Fbxl5"
"5109","FBXL7","Fbxl7"
"5110","FBXL8","Fbxl8"
"5111","FBXO10","Fbxo10"
"5112","FBXO11","Fbxo11"
"5113","FBXO15","Fbxo15"
"5114","FBXO16","Fbxo16"
"5115","FBXO17","Fbxo17"
"5116","FBXO2","Fbxo2"
"5117","FBXO21","Fbxo21"
"5118","FBXO22","Fbxo22"
"5119","FBXO24","Fbxo24"
"5120","FBXO25","Fbxo25"
"5121","FBXO27","Fbxo27"
"5122","FBXO28","Fbxo28"
"5123","FBXO3","Fbxo3"
"5124","FBXO30","Fbxo30"
"5125","FBXO31","Fbxo31"
"5126","FBXO32","Fbxo32"
"5127","FBXO33","Fbxo33"
"5128","FBXO34","Fbxo34"
"5129","FBXO36","Fbxo36"
"5130","FBXO38","Fbxo38"
"5131","FBXO39","Fbxo39"
"5132","FBXO4","Fbxo4"
"5133","FBXO40","Fbxo40"
"5134","FBXO41","Fbxo41"
"5135","FBXO42","Fbxo42"
"5136","FBXO43","Fbxo43"
"5137","FBXO44","Fbxo44"
"5138","FBXO45","Fbxo45"
"5139","FBXO46","Fbxo46"
"5140","FBXO47","Fbxo47"
"5141","FBXO48","Fbxo48"
"5142","FBXO5","Fbxo5"
"5143","FBXO6","Fbxo6"
"5144","FBXO7","Fbxo7"
"5145","FBXO8","Fbxo8"
"5146","FBXO9","Fbxo9"
"5147","FBXW10","Fbxw10"
"5148","FBXW11","Fbxw11"
"5149","FBXW12","Fbxw12"
"5150","FBXW2","Fbxw2"
"5151","FBXW4","Fbxw4"
"5152","FBXW5","Fbxw5"
"5153","FBXW7","Fbxw7"
"5154","FBXW8","Fbxw8"
"5155","FBXW9","Fbxw9"
"5156","FCAMR","Fcamr"
"5157","FCER1A","Fcer1a"
"5158","FCER1G","Fcer1g"
"5159","FCER2","Fcer2"
"5160","FCF1","Fcf1"
"5161","FCGR1A","Fcgr1a"
"5162","FCGR2A","Fcgr2a-ps1"
"5163","FCGR2B","Fcgr2b"
"5164","FCGR3A","Fcgr3a"
"5165","FCGRT","Fcgrt"
"5166","FCHO1","Fcho1"
"5167","FCHO2","Fcho2"
"5168","FCHSD1","Fchsd1"
"5169","FCHSD2","Fchsd2"
"5170","FCMR","Fcmr"
"5171","FCN1","Fcnb"
"5172","CD5L","Fcrl1"
"5173","FCRL5","Fcrl5"
"5174","FCRL6","Fcrl6"
"5175","FCRLA","Fcrla"
"5176","FCRLB","Fcrlb"
"5177","FCSK","Fcsk"
"5178","FDCSP","Fdcsp"
"5179","FDFT1","Fdft1"
"5180","RUSC1","Fdps"
"5181","FDX1","Fdx1"
"5182","FDX2","Fdx2"
"5183","FDXACB1","Fdxacb1"
"5184","FECH","Fech"
"5185","FEM1A","Fem1a"
"5186","FEM1B","Fem1b"
"5187","FEM1C","Fem1c"
"5188","FEN1","Fen1"
"5189","FER","Fer"
"5190","FER1L6","Fer1l6"
"5191","FERD3L","Ferd3l"
"5192","FERMT1","Fermt1"
"5193","FERMT2","Fermt2"
"5194","FERMT3","Fermt3"
"5195","FES","Fes"
"5196","FETUB","Fetub"
"5197","FEV","Fev"
"5198","FEZ1","Fez1"
"5199","FEZ2","Fez2"
"5200","FEZF1","Fezf1"
"5201","FEZF2","Fezf2"
"5202","FFAR1","Ffar1"
"5203","FFAR2","Ffar2"
"5204","FFAR3","Ffar3"
"5205","FFAR4","Ffar4"
"5206","FGB","Fgb"
"5207","FGD1","Fgd1"
"5208","FGD2","Fgd2"
"5209","FGD3","Fgd3"
"5210","FGD4","Fgd4"
"5211","FGD5","Fgd5"
"5212","FGD6","Fgd6"
"5213","FGF1","Fgf1"
"5214","FGF10","Fgf10"
"5215","FGF11","Fgf11"
"5216","FGF12","Fgf12"
"5217","FGF14","Fgf14"
"5218","FGF16","Fgf16"
"5219","FGF17","Fgf17"
"5220","FGF18","Fgf18"
"5221","FGF19","Fgf19"
"5222","FGF2","Fgf2"
"5223","FGF20","Fgf20"
"5224","FGF21","Fgf21"
"5225","FGF22","Fgf22"
"5226","FGF23","Fgf23"
"5227","FGF3","Fgf3"
"5228","FGF4","Fgf4"
"5229","FGF5","Fgf5"
"5230","FGF6","Fgf6"
"5231","FGF7","Fgf7"
"5232","FGF8","Fgf8"
"5233","FGF9","Fgf9"
"5234","FGFBP1","Fgfbp1"
"5235","FGFBP3","Fgfbp3"
"5236","FGFR1","Fgfr1"
"5237","FGFR1OP2","Fgfr1op2"
"5238","FGFR2","Fgfr2"
"5239","FGFR3","Fgfr3"
"5240","FGFR4","Fgfr4"
"5241","FGFRL1","Fgfrl1"
"5242","FGG","Fgg"
"5243","FGGY","Fggy"
"5244","FGL1","Fgl1"
"5245","FGL2","Fgl2"
"5246","FGR","Fgr"
"5247","FH","Fh"
"5248","FHAD1","Fhad1"
"5249","FHDC1","Fhdc1"
"5250","FHIP1A","Fhip1a"
"5251","FHIP1B","Fhip1b"
"5252","FHIP2A","Fhip2a"
"5253","FHIP2B","Fhip2b"
"5254","FHIT","Fhit"
"5255","FHL2","Fhl2"
"5256","FHL3","Fhl3"
"5257","FHL1","Fhl4"
"5258","FHL5","Fhl5"
"5259","FHOD1","Fhod1"
"5260","FHOD3","Fhod3"
"5261","FIBCD1","Fibcd1"
"5262","FIBIN","Fibin"
"5263","FIBP","Fibp"
"5264","FICD","Ficd"
"5265","FIG4","Fig4"
"5266","FIGLA","Figla"
"5267","FIGN","Fign"
"5268","FIGNL1","Fignl1"
"5269","FIGNL2","Fignl2"
"5270","FILIP1","Filip1"
"5271","FILIP1L","Filip1l"
"5272","FIS1","Fis1"
"5273","FITM1","Fitm1"
"5274","FITM2","Fitm2"
"5275","FIZ1","Fiz1"
"5276","FJX1","Fjx1"
"5277","FKBP10","Fkbp10"
"5278","FKBP11","Fkbp11"
"5279","FKBP14","Fkbp14"
"5280","FKBP15","Fkbp15"
"5281","FKBP1A","Fkbp1a"
"5282","FKBP1B","Fkbp1b"
"5283","FKBP2","Fkbp2"
"5284","FKBP3","Fkbp3"
"5285","FKBP4","Fkbp4"
"5286","FKBP5","Fkbp5"
"5287","FKBP6","Fkbp6"
"5288","FKBP7","Fkbp7"
"5289","FKBP8","Fkbp8"
"5290","FKBP9","Fkbp9"
"5291","FKBPL","Fkbpl"
"5292","FKRP","Fkrp"
"5293","FKTN","Fktn"
"5294","FLACC1","Flacc1"
"5295","FLAD1","Flad1"
"5296","FLCN","Flcn"
"5297","FLI1","Fli1"
"5298","FLII","Flii"
"5299","FLNA","Flna"
"5300","FLNB","Flnb"
"5301","FLNC","Flnc"
"5302","FLOT1","Flot1"
"5303","FLOT2","Flot2"
"5304","FLRT1","Flrt1"
"5305","FLRT2","Flrt2"
"5306","FLRT3","Flrt3"
"5307","FLT1","Flt1"
"5308","FLT3","Flt3"
"5309","FLT4","Flt4"
"5310","FLVCR1","Flvcr1"
"5311","FLVCR2","Flvcr2"
"5312","FLYWCH1","Flywch1"
"5313","FLYWCH2","Flywch2"
"5314","FMC1","Fmc1"
"5315","FMN1","Fmn1"
"5316","FMN2","Fmn2"
"5317","FMNL1","Fmnl1"
"5318","FMNL2","Fmnl2"
"5319","FMNL3","Fmnl3"
"5320","FMO1","Fmo1"
"5321","FMO2","Fmo2"
"5322","FMO3","Fmo3"
"5323","FMO4","Fmo4"
"5324","FMO5","Fmo5"
"5325","FMOD","Fmod"
"5326","FMR1","Fmr1"
"5327","FMR1NB","Fmr1nb"
"5328","FN1","Fn1"
"5329","FN3K","Fn3k"
"5330","FN3KRP","Fn3krp"
"5331","FNBP1","Fnbp1"
"5332","FNBP1L","Fnbp1l"
"5333","FNBP4","Fnbp4"
"5334","FNDC1","Fndc1"
"5335","FNDC11","Fndc11"
"5336","FNDC3A","Fndc3a"
"5337","FNDC3B","Fndc3b"
"5338","FNDC4","Fndc4"
"5339","FNDC5","Fndc5"
"5340","FNDC7","Fndc7"
"5341","FNDC8","Fndc8"
"5342","FNDC9","Fndc9"
"5343","FNIP1","Fnip1"
"5344","FNIP2","Fnip2"
"5345","FNTA","Fnta"
"5346","FNTB","Fntb"
"5347","FOCAD","Focad"
"5348","FOLH1","Folh1"
"5349","FOLR1","Folr1"
"5350","FOLR2","Folr2"
"5351","FOS","Fos"
"5352","FOSB","Fosb"
"5353","FOSL1","Fosl1"
"5354","FOSL2","Fosl2"
"5355","FOXA1","Foxa1"
"5356","FOXA2","Foxa2"
"5357","FOXA3","Foxa3"
"5358","FOXB2","Foxb2"
"5359","FOXC1","Foxc1"
"5360","FOXC2","Foxc2"
"5361","FOXD1","Foxd1"
"5362","FOXD2","Foxd2"
"5363","FOXD3","Foxd3"
"5364","FOXD4L1","Foxd4"
"5365","FOXE1","Foxe1"
"5366","FOXE3","Foxe3"
"5367","FOXF1","Foxf1"
"5368","FOXF2","Foxf2"
"5369","FOXG1","Foxg1"
"5370","FOXH1","Foxh1"
"5371","FOXI1","Foxi1"
"5372","FOXI2","Foxi2"
"5373","FOXI3","Foxi3"
"5374","FOXJ2","Foxj2"
"5375","FOXJ3","Foxj3"
"5376","FOXK1","Foxk1"
"5377","FOXK2","Foxk2"
"5378","FOXL1","Foxl1"
"5379","FOXL2","Foxl2"
"5380","FOXL3","Foxl3"
"5381","FOXM1","Foxm1"
"5382","FOXN1","Foxn1"
"5383","FOXN2","Foxn2"
"5384","FOXN3","Foxn3"
"5385","FOXN4","Foxn4"
"5386","FOXO1","Foxo1"
"5387","FOXO3","Foxo3"
"5388","FOXO4","Foxo4"
"5389","FOXO6","Foxo6"
"5390","FOXP1","Foxp1"
"5391","FOXP2","Foxp2"
"5392","FOXP3","Foxp3"
"5393","FOXP4","Foxp4"
"5394","FOXQ1","Foxq1"
"5395","FOXR1","Foxr1"
"5396","FOXR2","Foxr2"
"5397","FOXRED1","Foxred1"
"5398","FOXRED2","Foxred2"
"5399","FOXS1","Foxs1"
"5400","FPGS","Fpgs"
"5401","FPGT","Fpgt"
"5402","FPR1","Fpr1"
"5403","FPR3","Fpr2"
"5404","FPR3","Fpr2l1"
"5405","FPR3","Fpr2l2"
"5406","FPR3","Fpr2l3"
"5407","FPR3","Fpr3"
"5408","FRA10AC1","Fra10ac1"
"5409","FRAS1","Fras1"
"5410","FRAT1","Frat1"
"5411","FRAT2","Frat2"
"5412","FREM1","Frem1"
"5413","FREM2","Frem2"
"5414","FREM3","Frem3"
"5415","FREY1","Frey1"
"5416","FRG1","Frg1"
"5417","FRK","Frk"
"5418","FRMD3","Frmd3"
"5419","FRMD4B","Frmd4b"
"5420","FRMD5","Frmd5"
"5421","FRMD6","Frmd6"
"5422","FRMD7","Frmd7"
"5423","FRMD8","Frmd8"
"5424","FRMPD1","Frmpd1"
"5425","FRMPD2","Frmpd2"
"5426","FRMPD3","Frmpd3"
"5427","FRMPD4","Frmpd4"
"5428","FRRS1","Frrs1"
"5429","FRRS1L","Frrs1l"
"5430","FRS2","Frs2"
"5431","FRS3","Frs3"
"5432","FRY","Fry"
"5433","FRYL","Fryl"
"5434","FRZB","Frzb"
"5435","RAD54B","Fsbp"
"5436","FSCN1","Fscn1"
"5437","FSCN2","Fscn2"
"5438","FSCN3","Fscn3"
"5439","FSD1","Fsd1"
"5440","FSD1L","Fsd1l"
"5441","FSD2","Fsd2"
"5442","FSHB","Fshb"
"5443","FSHR","Fshr"
"5444","FSIP1","Fsip1"
"5445","FSIP2","Fsip2"
"5446","FST","Fst"
"5447","FSTL1","Fstl1"
"5448","FSTL3","Fstl3"
"5449","FSTL4","Fstl4"
"5450","FSTL5","Fstl5"
"5451","FTCD","Ftcd"
"5452","FTMT","Ftmt"
"5453","FTO","Fto"
"5454","FTSJ1","Ftsj1"
"5455","FTSJ3","Ftsj3"
"5456","FUBP1","Fubp1"
"5457","FUBP3","Fubp3"
"5458","FUCA1","Fuca1"
"5459","FUCA2","Fuca2"
"5460","FUNDC1","Fundc1"
"5461","FUNDC2","Fundc2b"
"5462","FUOM","Fuom"
"5463","FURIN","Furin"
"5464","FUS","Fus"
"5465","FUT1","Fut1"
"5466","FUT10","Fut10"
"5467","FUT11","Fut11"
"5468","FUT4","Fut4"
"5469","FUT7","Fut7"
"5470","FUT8","Fut8"
"5471","FUT9","Fut9"
"5472","FUZ","Fuz"
"5473","FXN","Fxn"
"5474","FXR1","Fxr1"
"5475","FXR2","Fxr2"
"5476","FXYD1","Fxyd1"
"5477","FXYD4","Fxyd4"
"5478","FXYD5","Fxyd5"
"5479","FXYD6","Fxyd6"
"5480","FYB1","Fyb1"
"5481","FYB2","Fyb2"
"5482","FYCO1","Fyco1"
"5483","FYN","Fyn"
"5484","FYTTD1","Fyttd1"
"5485","FZD1","Fzd1"
"5486","FZD10","Fzd10"
"5487","FZD2","Fzd2"
"5488","FZD3","Fzd3"
"5489","FZD4","Fzd4"
"5490","FZD5","Fzd5"
"5491","FZD6","Fzd6"
"5492","FZD7","Fzd7"
"5493","FZD8","Fzd8"
"5494","FZD9","Fzd9"
"5495","FZR1","Fzr1"
"5496","G0S2","G0s2"
"5497","G2E3","G2e3"
"5498","G3BP1","G3bp1"
"5499","G3BP2","G3bp2"
"5500","C6orf47","G4"
"5501","AOC3","G6pc1"
"5502","G6PC3","G6pc3"
"5503","G6PD","G6pd"
"5504","GAA","Gaa"
"5505","GAB1","Gab1"
"5506","GAB2","Gab2"
"5507","GABARAPL1","Gabarapl1"
"5508","GABARAPL2","Gabarapl2"
"5509","GABARAPL2","Gabarapl3"
"5510","GABBR1","Gabbr1"
"5511","GABBR2","Gabbr2"
"5512","GABPA","Gabpa"
"5513","GABPB1","Gabpb1"
"5514","GABPB1","Gabpb1l"
"5515","GABPB2","Gabpb2"
"5516","GABRA1","Gabra1"
"5517","GABRA2","Gabra2"
"5518","GABRA3","Gabra3"
"5519","GABRA4","Gabra4"
"5520","GABRA5","Gabra5"
"5521","GABRA6","Gabra6"
"5522","GABRB1","Gabrb1"
"5523","GABRB2","Gabrb2"
"5524","GABRB3","Gabrb3"
"5525","GABRD","Gabrd"
"5526","GABRE","Gabre"
"5527","GABRG1","Gabrg1"
"5528","GABRG2","Gabrg2"
"5529","GABRG3","Gabrg3"
"5530","GABRP","Gabrp"
"5531","GABRQ","Gabrq"
"5532","GABRR1","Gabrr1"
"5533","GABRR2","Gabrr2"
"5534","GABRR3","Gabrr3"
"5535","GAD1","Gad1"
"5536","GAD2","Gad2"
"5537","GADD45A","Gadd45a"
"5538","GADD45B","Gadd45b"
"5539","GADD45G","Gadd45g"
"5540","GADD45GIP1","Gadd45gip1"
"5541","GADL1","Gadl1"
"5542","GAK","Gak"
"5543","GAL","Gal"
"5544","GAL3ST1","Gal3st1"
"5545","GAL3ST2","Gal3st2c"
"5546","GAL3ST3","Gal3st3"
"5547","GAL3ST4","Gal3st4"
"5548","GALC","Galc"
"5549","GALE","Gale"
"5550","GALK1","Galk1"
"5551","GALK2","Galk2"
"5552","GALM","Galm"
"5553","GALNS","Galns"
"5554","GALNT1","Galnt1"
"5555","GALNT10","Galnt10"
"5556","GALNT11","Galnt11"
"5557","GALNT12","Galnt12"
"5558","GALNT13","Galnt13"
"5559","GALNT14","Galnt14"
"5560","GALNT15","Galnt15"
"5561","GALNT16","Galnt16"
"5562","GALNT17","Galnt17"
"5563","GALNT18","Galnt18"
"5564","GALNT2","Galnt2"
"5565","GALNT3","Galnt3"
"5566","GALNT5","Galnt5"
"5567","GALNT6","Galnt6"
"5568","GALNT7","Galnt7"
"5569","GALNT9","Galnt9"
"5570","GALNTL5","Galntl5"
"5571","GALNTL6","Galntl6"
"5572","GALP","Galp"
"5573","GALR1","Galr1"
"5574","GALR2","Galr2"
"5575","GALR3","Galr3"
"5576","GALT","Galt"
"5577","GAMT","Gamt"
"5578","GAN","Gan"
"5579","GANAB","Ganab"
"5580","GANC","Ganc"
"5581","GAP43","Gap43"
"5582","GAPDHS","Gapdhs"
"5583","GAPT","Gapt"
"5584","GAPVD1","Gapvd1"
"5585","GAR1","Gar1"
"5586","GAREM1","Garem1"
"5587","GAREM2","Garem2"
"5588","GARIN1A","Garin1a"
"5589","GARIN1B","Garin1b"
"5590","GARIN2","Garin2"
"5591","GARIN3","Garin3"
"5592","GARIN4","Garin4"
"5593","GARIN5A","Garin5a"
"5594","GARIN5B","Garin5b"
"5595","GARNL3","Garnl3"
"5596","GARRE1","Garre1"
"5597","GARS1","Gars1"
"5598","GART","Gart"
"5599","GAS2","Gas2"
"5600","GAS2L1","Gas2l1"
"5601","GAS2L2","Gas2l2"
"5602","GAS2L3","Gas2l3"
"5603","GAS6","Gas6"
"5604","GAS7","Gas7"
"5605","GAS8","Gas8"
"5606","GASK1A","Gask1a"
"5607","GASK1B","Gask1b"
"5608","GAST","Gast"
"5609","GATA1","Gata1"
"5610","GATA2","Gata2"
"5611","GATA3","Gata3"
"5612","GATA4","Gata4"
"5613","GATA5","Gata5"
"5614","GATA6","Gata6"
"5615","GATAD1","Gatad1"
"5616","GATAD2A","Gatad2a"
"5617","GATAD2B","Gatad2b"
"5618","GATB","Gatb"
"5619","GATC","Gatc"
"5620","GATD1","Gatd1"
"5621","GATD3","Gatd3a"
"5622","GATM","Gatm"
"5623","GBA1","Gba"
"5624","GBA2","Gba2"
"5625","GBA3","Gba3"
"5626","GBE1","Gbe1"
"5627","GBF1","Gbf1"
"5628","GBP1","Gbp1"
"5629","GBP1","Gbp1-ps1"
"5630","GBP2","Gbp2"
"5631","GBP1","Gbp3"
"5632","GBP4","Gbp4"
"5633","GBP5","Gbp5"
"5634","GBP6","Gbp6"
"5635","GBP4","Gbp6-ps2"
"5636","GBP4","Gbp7"
"5637","GBX1","Gbx1"
"5638","GBX2","Gbx2"
"5639","GC","Gc"
"5640","GCA","Gca"
"5641","GCAT","Gcat"
"5642","GCC1","Gcc1"
"5643","GCC2","Gcc2"
"5644","GCDH","Gcdh"
"5645","GCFC2","Gcfc2"
"5646","GCG","Gcg"
"5647","GCGR","Gcgr"
"5648","GCH1","Gch1"
"5649","GCHFR","Gchfr"
"5650","GCK","Gck"
"5651","GCKR","Gckr"
"5652","GCLC","Gclc"
"5653","GCLM","Gclm"
"5654","GCM1","Gcm1"
"5655","GCM2","Gcm2"
"5656","GCN1","Gcn1"
"5657","GCNT1","Gcnt1"
"5658","GCNT2","Gcnt2"
"5659","GCNT3","Gcnt3"
"5660","GCNT4","Gcnt4"
"5661","GCNT7","Gcnt7"
"5662","GCSAM","Gcsam"
"5663","GCSH","Gcsh"
"5664","GDA","Gda"
"5665","GDAP1","Gdap1"
"5666","GDAP1L1","Gdap1l1"
"5667","GDAP2","Gdap2"
"5668","GDE1","Gde1"
"5669","GDF1","Gdf1"
"5670","GDF10","Gdf10"
"5671","GDF11","Gdf11"
"5672","GDF15","Gdf15"
"5673","GDF2","Gdf2"
"5674","GDF3","Gdf3"
"5675","GDF5","Gdf5"
"5676","GDF6","Gdf6"
"5677","GDF7","Gdf7"
"5678","GDF9","Gdf9"
"5679","GDI1","Gdi1"
"5680","GDI2","Gdi2"
"5681","GDNF","Gdnf"
"5682","GDPD1","Gdpd1"
"5683","GDPD2","Gdpd2"
"5684","GDPD3","Gdpd3"
"5685","GDPD4","Gdpd4"
"5686","GDPD5","Gdpd5"
"5687","GDPGP1","Gdpgp1"
"5688","GEM","Gem"
"5689","GEMIN2","Gemin2"
"5690","GEMIN4","Gemin4"
"5691","GEMIN5","Gemin5"
"5692","GEMIN6","Gemin6"
"5693","GEMIN7","Gemin7"
"5694","GEMIN7","Gemin7l1"
"5695","GEMIN8","Gemin8"
"5696","GEN1","Gen1"
"5697","GET3","Get3"
"5698","GET4","Get4"
"5699","GFAP","Gfap"
"5700","GFER","Gfer"
"5701","GFI1","Gfi1"
"5702","GFI1B","Gfi1b"
"5703","GFM1","Gfm1"
"5704","GFM2","Gfm2"
"5705","GFOD1","Gfod1"
"5706","GFOD2","Gfod2"
"5707","GFPT1","Gfpt1"
"5708","GFPT2","Gfpt2"
"5709","GFRA1","Gfra1"
"5710","GFRA2","Gfra2"
"5711","GFRA3","Gfra3"
"5712","GFRA4","Gfra4"
"5713","GFRAL","Gfral"
"5714","GFUS","Gfus"
"5715","GFY","Gfy"
"5716","GGA1","Gga1"
"5717","GGA2","Gga2"
"5718","GGA3","Gga3"
"5719","GGACT","Ggact"
"5720","GGACT","Ggact-ps3"
"5721","GGCT","Ggct"
"5722","GGCX","Ggcx"
"5723","GGH","Ggh"
"5724","GGN","Ggn"
"5725","GGNBP2","Ggnbp2"
"5726","GGPS1","Ggps1"
"5727","GGT1","Ggt1"
"5728","GGT6","Ggt6"
"5729","GGT7","Ggt7"
"5730","GH1","Gh1"
"5731","GHDC","Ghdc"
"5732","GHITM","Ghitm"
"5733","GHR","Ghr"
"5734","GHRH","Ghrh"
"5735","GHRHR","Ghrhr"
"5736","GHRL","Ghrl"
"5737","GHSR","Ghsr"
"5738","GID4","Gid4"
"5739","GID8","Gid8"
"5740","GIGYF1","Gigyf1"
"5741","GIGYF2","Gigyf2"
"5742","GIMAP1","Gimap1"
"5743","GIMAP4","Gimap4"
"5744","GIMAP5","Gimap5"
"5745","GIMAP6","Gimap6"
"5746","GIMAP7","Gimap7"
"5747","GIMAP8","Gimap8"
"5748","GIMD1","Gimd1"
"5749","GIN1","Gin1"
"5750","GINM1","Ginm1"
"5751","GINS1","Gins1"
"5752","GINS2","Gins2"
"5753","GINS3","Gins3"
"5754","GINS4","Gins4"
"5755","GIP","Gip"
"5756","GIPC1","Gipc1"
"5757","GIPC2","Gipc2"
"5758","GIPR","Gipr"
"5759","GIT1","Git1"
"5760","GIT2","Git2"
"5761","GJA1","Gja1"
"5762","GJA10","Gja10"
"5763","GJA3","Gja3"
"5764","GJA4","Gja4"
"5765","GJA5","Gja5"
"5766","GJA8","Gja8"
"5767","GJB1","Gjb1"
"5768","GJB2","Gjb2"
"5769","GJB3","Gjb3"
"5770","GJB4","Gjb4"
"5771","GJB5","Gjb5"
"5772","GJB6","Gjb6"
"5773","GJC1","Gjc1"
"5774","GJC2","Gjc2"
"5775","GJC3","Gjc3"
"5776","GJD2","Gjd2"
"5777","GJD3","Gjd3"
"5778","GJD4","Gjd4"
"5779","GJE1","Gje1"
"5780","GK","Gk"
"5781","GK2","Gk2"
"5782","GK5","Gk5"
"5783","GKAP1","Gkap1"
"5784","GKN1","Gkn1"
"5785","GKN2","Gkn2"
"5786","GLA","Gla"
"5787","GLB1","Glb1"
"5788","GLB1L","Glb1l"
"5789","GLB1L2","Glb1l2"
"5790","GLB1L3","Glb1l3"
"5791","GLCCI1","Glcci1"
"5792","GLCE","Glce"
"5793","GLDC","Gldc"
"5794","GLDN","Gldn"
"5795","GLE1","Gle1"
"5796","GLE1","Gle1-ps1"
"5797","GLG1","Glg1"
"5798","GLI1","Gli1"
"5799","GLI3","Gli3"
"5800","GLI4","Gli4"
"5801","GLIPR1","Glipr1"
"5802","GLIPR1L1","Glipr1l1"
"5803","GLIPR1L2","Glipr1l2"
"5804","GLIPR2","Glipr2"
"5805","GLIS1","Glis1"
"5806","GLIS2","Glis2"
"5807","GLIS3","Glis3"
"5808","GLMN","Glmn"
"5809","GLMP","Glmp"
"5810","GLO1","Glo1"
"5811","GLOD5","Glod5"
"5812","GLP1R","Glp1r"
"5813","GLP2R","Glp2r"
"5814","GLRA1","Glra1"
"5815","GLRA2","Glra2"
"5816","GLRA3","Glra3"
"5817","GLRB","Glrb"
"5818","GLRX","Glrx"
"5819","GLRX2","Glrx2"
"5820","GLRX3","Glrx3"
"5821","GLRX5","Glrx5"
"5822","GLS","Gls"
"5823","GLS2","Gls2"
"5824","GLT1D1","Glt1d1"
"5825","GLT6D1","Glt6d1"
"5826","GLT8D1","Glt8d1"
"5827","GLT8D2","Glt8d2"
"5828","GLTP","Gltp"
"5829","GLTPD2","Gltpd2"
"5830","GLUD1","Glud1"
"5831","GLUL","Glul"
"5832","GLYAT","Glyat"
"5833","GLYATL3","Glyatl3"
"5834","GLYCTK","Glyctk"
"5835","GLYR1","Glyr1"
"5836","KRTAP4-12","Gm11555"
"5837","MIR1282","Gm22953"
"5838","MIR3618","Gm24572"
"5839","SNORA17A","Gm25617"
"5840","GM2A","Gm2a"
"5841","MARCOL","Gm37797"
"5842","LBHD1","Gm49403"
"5843","SNORA58","Gm50450"
"5844","C3orf85","Gm5485"
"5845","MIURF","Gm55359"
"5846","C8orf90","Gm6569"
"5847","GMDS","Gmds"
"5848","GMEB1","Gmeb1"
"5849","GMEB2","Gmeb2"
"5850","GMFB","Gmfb"
"5851","GMFG","Gmfg"
"5852","GMIP","Gmip"
"5853","GMNC","Gmnc"
"5854","GMNN","Gmnn"
"5855","GMPPA","Gmppa"
"5856","GMPPB","Gmppb"
"5857","GMPR","Gmpr"
"5858","GMPR2","Gmpr2"
"5859","GMPS","Gmps"
"5860","GNA11","Gna11"
"5861","GNA12","Gna12"
"5862","GNA13","Gna13"
"5863","GNA14","Gna14"
"5864","GNA15","Gna15"
"5865","GNAI1","Gnai1"
"5866","GNAI2","Gnai2"
"5867","GNAI3","Gnai3"
"5868","GNAL","Gnal"
"5869","GNAS","Gnas"
"5870","GNAT1","Gnat1"
